#                                                                                                          --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                      accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                              ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NODE_27_length_28698_cov_57.404326:24642-25511|-   -            290 23202                -            289  2.5e-142  470.9   7.8   1   1  1.1e-144  2.8e-142  470.7   7.8     1   289     1   289     1   289 1.00 NODE_27_length_28698_cov_57.404326_26 # 24642 # 25511 # -1 # ID=27_26;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.410
NODE_6_length_183174_cov_88.861183:77815-78624|+   -            270 23202                -            289   3.7e-28   96.2   0.1   1   2   2.3e-15   5.9e-13   46.3   0.1     3   110     4   113     2   121 0.89 NODE_6_length_183174_cov_88.861183_69 # 77815 # 78624 # 1 # ID=6_69;partial=00;start_type=TTG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.385
NODE_6_length_183174_cov_88.861183:77815-78624|+   -            270 23202                -            289   3.7e-28   96.2   0.1   2   2   6.3e-16   1.6e-13   48.2   0.0   202   284   183   266   154   269 0.87 NODE_6_length_183174_cov_88.861183_69 # 77815 # 78624 # 1 # ID=6_69;partial=00;start_type=TTG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.385
NODE_1_length_385945_cov_86.278628:93394-94167|-   -            258 23202                -            289   6.8e-26   88.8   0.1   1   2     2e-15   5.1e-13   46.5   0.2     8   133    11   134     6   145 0.93 NODE_1_length_385945_cov_86.278628_92 # 93394 # 94167 # -1 # ID=1_92;partial=00;start_type=GTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.390
NODE_1_length_385945_cov_86.278628:93394-94167|-   -            258 23202                -            289   6.8e-26   88.8   0.1   2   2   1.6e-13     4e-11   40.3   0.0   193   281   163   251   149   254 0.91 NODE_1_length_385945_cov_86.278628_92 # 93394 # 94167 # -1 # ID=1_92;partial=00;start_type=GTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.390
NODE_19_length_43876_cov_94.008302:31259-33550|-   -            764 23202                -            289    0.0027   14.6   2.4   1   4      0.83   2.1e+02   -1.5   0.0     4    21   212   229   210   242 0.88 NODE_19_length_43876_cov_94.008302_32 # 31259 # 33550 # -1 # ID=19_32;partial=00;start_type=ATG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.439
NODE_19_length_43876_cov_94.008302:31259-33550|-   -            764 23202                -            289    0.0027   14.6   2.4   2   4      0.86   2.2e+02   -1.5   0.0   154   174   238   258   221   272 0.77 NODE_19_length_43876_cov_94.008302_32 # 31259 # 33550 # -1 # ID=19_32;partial=00;start_type=ATG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.439
NODE_19_length_43876_cov_94.008302:31259-33550|-   -            764 23202                -            289    0.0027   14.6   2.4   3   4     0.006       1.6    5.6   0.0    24    58   402   436   399   457 0.89 NODE_19_length_43876_cov_94.008302_32 # 31259 # 33550 # -1 # ID=19_32;partial=00;start_type=ATG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.439
NODE_19_length_43876_cov_94.008302:31259-33550|-   -            764 23202                -            289    0.0027   14.6   2.4   4   4    0.0037      0.94    6.3   0.3   232   272   489   531   477   549 0.79 NODE_19_length_43876_cov_94.008302_32 # 31259 # 33550 # -1 # ID=19_32;partial=00;start_type=ATG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.439
NODE_28_length_28084_cov_171.365477:1417-3603|+    -            729 23202                -            289     0.004   14.0   2.3   1   2    0.0017      0.44    7.4   0.1    18    60   549   591   543   598 0.87 NODE_28_length_28084_cov_171.365477_4 # 1417 # 3603 # 1 # ID=28_4;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.416
NODE_28_length_28084_cov_171.365477:1417-3603|+    -            729 23202                -            289     0.004   14.0   2.3   2   2    0.0051       1.3    5.8   0.5   227   266   612   651   602   669 0.78 NODE_28_length_28084_cov_171.365477_4 # 1417 # 3603 # 1 # ID=28_4;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.416
NODE_9_length_122393_cov_64.141746:1907-4573|+     -            889 23202                -            289     0.011   12.6   3.7   1   2     0.029       7.4    3.3   0.1    24    58   537   571   530   611 0.83 NODE_9_length_122393_cov_64.141746_2 # 1907 # 4573 # 1 # ID=9_2;partial=00;start_type=TTG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.408
NODE_9_length_122393_cov_64.141746:1907-4573|+     -            889 23202                -            289     0.011   12.6   3.7   2   2   0.00053      0.14    9.0   0.9   235   278   627   671   616   682 0.85 NODE_9_length_122393_cov_64.141746_2 # 1907 # 4573 # 1 # ID=9_2;partial=00;start_type=TTG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.408
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /sw/data/local/BUSCO_Data/v5/lineages/enterococcaceae_odb12/hmms/23202at81852.hmm
# Target file:     /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_enterococcaceae_odb12/spades_scaffolds_pacbio_illumina_enterococcaceae_odb12/prodigal_output/predicted_genes/predicted.faa
# Option settings: hmmsearch --domtblout /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_enterococcaceae_odb12/spades_scaffolds_pacbio_illumina_enterococcaceae_odb12/run_enterococcaceae_odb12/hmmer_output/23202at81852.out --cpu 1 /sw/data/local/BUSCO_Data/v5/lineages/enterococcaceae_odb12/hmms/23202at81852.hmm /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_enterococcaceae_odb12/spades_scaffolds_pacbio_illumina_enterococcaceae_odb12/prodigal_output/predicted_genes/predicted.faa 
# Current dir:     /gorilla/home/dich3309/rnaseq-tnseq-enterococcus-analysis/code
# Date:            Tue Apr 28 22:16:48 2026
# [ok]
