#                                                                                     --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                 accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#         ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
tig00000001:2649778-2650638|- -            287 20420                -            282  5.5e-169  558.0   0.4   1   1  1.8e-171  6.2e-169  557.8   0.4     1   281     1   281     1   282 1.00 tig00000001_2568 # 2649778 # 2650638 # -1 # ID=1_2568;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.418
tig00000001:198641-200773|-   -            711 20420                -            282    0.0022   14.7   0.1   1   3   6.2e-06    0.0022   14.7   0.1   125   176     5    57     1    75 0.83 tig00000001_218 # 198641 # 200773 # -1 # ID=1_218;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.410
tig00000001:198641-200773|-   -            711 20420                -            282    0.0022   14.7   0.1   2   3      0.31   1.1e+02   -0.8   0.0    45   105    98   160    77   164 0.70 tig00000001_218 # 198641 # 200773 # -1 # ID=1_218;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.410
tig00000001:198641-200773|-   -            711 20420                -            282    0.0022   14.7   0.1   3   3      0.73   2.5e+02   -2.0   0.1    66   106   190   234   182   239 0.61 tig00000001_218 # 198641 # 200773 # -1 # ID=1_218;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.410
tig00000001:1625083-1626312|+ -            410 20420                -            282     0.013   12.1   4.1   1   3       2.2   7.8e+02   -3.6   0.0   215   247    17    45    11    52 0.67 tig00000001_1555 # 1625083 # 1626312 # 1 # ID=1_1555;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.415
tig00000001:1625083-1626312|+ -            410 20420                -            282     0.013   12.1   4.1   2   3   0.00019     0.065    9.8   0.1    93   141   163   214   153   222 0.70 tig00000001_1555 # 1625083 # 1626312 # 1 # ID=1_1555;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.415
tig00000001:1625083-1626312|+ -            410 20420                -            282     0.013   12.1   4.1   3   3     0.024       8.5    2.9   0.4     3   104   252   352   250   361 0.67 tig00000001_1555 # 1625083 # 1626312 # 1 # ID=1_1555;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.415
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /sw/data/local/BUSCO_Data/v5/lineages/enterococcus_odb12/hmms/20420at1350.hmm
# Target file:     /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_enterococcus_odb12/canu_pacbio_enterococcus_odb12/prodigal_output/predicted_genes/predicted.faa
# Option settings: hmmsearch --domtblout /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_enterococcus_odb12/canu_pacbio_enterococcus_odb12/run_enterococcus_odb12/hmmer_output/20420at1350.out --cpu 1 /sw/data/local/BUSCO_Data/v5/lineages/enterococcus_odb12/hmms/20420at1350.hmm /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_enterococcus_odb12/canu_pacbio_enterococcus_odb12/prodigal_output/predicted_genes/predicted.faa 
# Current dir:     /gorilla/home/dich3309/rnaseq-tnseq-enterococcus-analysis/code
# Date:            Tue Apr 28 22:09:33 2026
# [ok]
