ID or #		Start	End	Type	Contig
gene-EfmE745_RS00250		56029	56712	complete	NODE_1_length_1652082_cov_46.167482:1350284-1349601
gene-EfmE745_RS00255		57031	57444	complete	NODE_1_length_1652082_cov_46.167482:1349282-1348869
gene-EfmE745_RS00260		57528	57998	complete	NODE_1_length_1652082_cov_46.167482:1348785-1348315
gene-EfmE745_RS00265		58092	60179	complete	NODE_1_length_1652082_cov_46.167482:1348221-1346134
gene-EfmE745_RS00270		60351	61538	complete	NODE_1_length_1652082_cov_46.167482:1345962-1344775
gene-EfmE745_RS00275		61944	62252	complete	NODE_1_length_1652082_cov_46.167482:1344369-1344061
gene-EfmE745_RS00280		62283	62912	complete	NODE_1_length_1652082_cov_46.167482:1344030-1343401
gene-EfmE745_RS00285		62940	63563	complete	NODE_1_length_1652082_cov_46.167482:1343373-1342750
gene-EfmE745_RS00290		63563	63853	complete	NODE_1_length_1652082_cov_46.167482:1342750-1342460
gene-EfmE745_RS00295		63892	64725	complete	NODE_1_length_1652082_cov_46.167482:1342421-1341588
gene-EfmE745_RS00300		64768	65046	complete	NODE_1_length_1652082_cov_46.167482:1341545-1341267
gene-EfmE745_RS00305		65069	65416	complete	NODE_1_length_1652082_cov_46.167482:1341244-1340897
gene-EfmE745_RS00310		65430	66086	complete	NODE_1_length_1652082_cov_46.167482:1340883-1340227
gene-EfmE745_RS00315		66089	66523	complete	NODE_1_length_1652082_cov_46.167482:1340224-1339790
gene-EfmE745_RS00320		66513	66701	complete	NODE_1_length_1652082_cov_46.167482:1339800-1339612
gene-EfmE745_RS00325		66726	66992	complete	NODE_1_length_1652082_cov_46.167482:1339587-1339321
gene-EfmE745_RS00330		67050	67418	complete	NODE_1_length_1652082_cov_46.167482:1339263-1338895
gene-EfmE745_RS00335		67455	67763	complete	NODE_1_length_1652082_cov_46.167482:1338858-1338550
gene-EfmE745_RS00340		67791	68330	complete	NODE_1_length_1652082_cov_46.167482:1338522-1337983
gene-EfmE745_RS00345		68349	68534	complete	NODE_1_length_1652082_cov_46.167482:1337964-1337779
gene-EfmE745_RS00350		68570	68968	complete	NODE_1_length_1652082_cov_46.167482:1337743-1337345
gene-EfmE745_RS00355		69000	69536	complete	NODE_1_length_1652082_cov_46.167482:1337313-1336777
gene-EfmE745_RS00360		69697	70053	complete	NODE_1_length_1652082_cov_46.167482:1336616-1336260
gene-EfmE745_RS00365		70074	70574	complete	NODE_1_length_1652082_cov_46.167482:1336239-1335739
gene-EfmE745_RS00370		70589	70768	complete	NODE_1_length_1652082_cov_46.167482:1335724-1335545
gene-EfmE745_RS00375		70812	71252	complete	NODE_1_length_1652082_cov_46.167482:1335501-1335061
gene-EfmE745_RS00380		71252	72547	complete	NODE_1_length_1652082_cov_46.167482:1335061-1333766
gene-EfmE745_RS00385		72609	73256	complete	NODE_1_length_1652082_cov_46.167482:1333704-1333057
gene-EfmE745_RS00390		73447	73665	complete	NODE_1_length_1652082_cov_46.167482:1332866-1332648
gene-EfmE745_RS00395		73698	73814	complete	NODE_1_length_1652082_cov_46.167482:1332615-1332499
gene-EfmE745_RS00400		73832	74197	complete	NODE_1_length_1652082_cov_46.167482:1332481-1332116
gene-EfmE745_RS00405		74225	74614	complete	NODE_1_length_1652082_cov_46.167482:1332088-1331699
gene-EfmE745_RS00410		74694	75632	complete	NODE_1_length_1652082_cov_46.167482:1331619-1330681
gene-EfmE745_RS00415		75660	76040	complete	NODE_1_length_1652082_cov_46.167482:1330653-1330273
gene-EfmE745_RS00420		76312	77151	complete	NODE_1_length_1652082_cov_46.167482:1330001-1329162
gene-EfmE745_RS00425		77127	77996	complete	NODE_1_length_1652082_cov_46.167482:1329186-1328317
gene-EfmE745_RS00430		77986	78783	complete	NODE_1_length_1652082_cov_46.167482:1328327-1327530
gene-EfmE745_RS00435		78986	79732	complete	NODE_1_length_1652082_cov_46.167482:1327327-1326581
gene-EfmE745_RS15685		80339	80533	complete	NODE_1_length_1652082_cov_46.167482:1325974-1325780
gene-EfmE745_RS00440		80691	81497	complete	NODE_1_length_1652082_cov_46.167482:1325622-1324816
gene-EfmE745_RS00445		81620	81988	complete	NODE_1_length_1652082_cov_46.167482:1324693-1324325
gene-EfmE745_RS00450		82085	83257	complete	NODE_1_length_1652082_cov_46.167482:1324228-1323056
gene-EfmE745_RS00455		83676	84854	complete	NODE_1_length_1652082_cov_46.167482:1322637-1321459
gene-EfmE745_RS00460		85086	85424	complete	NODE_1_length_1652082_cov_46.167482:1321227-1320889
gene-EfmE745_RS00465		85421	85969	complete	NODE_1_length_1652082_cov_46.167482:1320892-1320344
gene-EfmE745_RS00470		86078	86731	complete	NODE_1_length_1652082_cov_46.167482:1320235-1319582
gene-EfmE745_RS00475		86800	87708	complete	NODE_1_length_1652082_cov_46.167482:1319513-1318605
gene-EfmE745_RS00480		87831	90500	complete	NODE_1_length_1652082_cov_46.167482:1318482-1315813
gene-EfmE745_RS00485		90738	90926	complete	NODE_1_length_1652082_cov_46.167482:1315575-1315387
gene-EfmE745_RS00490		91196	91558	complete	NODE_1_length_1652082_cov_46.167482:1315117-1314755
gene-EfmE745_RS00495		91610	93292	complete	NODE_1_length_1652082_cov_46.167482:1314703-1313021
gene-EfmE745_RS00500		93409	95445	complete	NODE_1_length_1652082_cov_46.167482:1312904-1310868
gene-EfmE745_RS00505		95494	96495	complete	NODE_1_length_1652082_cov_46.167482:1310819-1309818
gene-EfmE745_RS00510		96617	96859	complete	NODE_1_length_1652082_cov_46.167482:1309696-1309454
gene-EfmE745_RS00515		97238	98425	complete	NODE_1_length_1652082_cov_46.167482:1309075-1307888
gene-EfmE745_RS00520		98747	99751	complete	NODE_1_length_1652082_cov_46.167482:1307566-1306562
gene-EfmE745_RS00525		99752	100696	complete	NODE_1_length_1652082_cov_46.167482:1306561-1305617
gene-EfmE745_RS00530		100696	101658	complete	NODE_1_length_1652082_cov_46.167482:1305617-1304655
gene-EfmE745_RS00535		101685	102599	complete	NODE_1_length_1652082_cov_46.167482:1304628-1303714
gene-EfmE745_RS00540		102625	104406	complete	NODE_1_length_1652082_cov_46.167482:1303688-1301907
gene-EfmE745_RS00545		104754	105440	complete	NODE_1_length_1652082_cov_46.167482:1301559-1300873
gene-EfmE745_RS00550		105460	109041	complete	NODE_1_length_1652082_cov_46.167482:1300853-1297272
gene-EfmE745_RS00555		109050	109859	complete	NODE_1_length_1652082_cov_46.167482:1297263-1296454
gene-EfmE745_RS00560		109871	110869	complete	NODE_1_length_1652082_cov_46.167482:1296442-1295444
gene-EfmE745_RS00565		111055	113322	complete	NODE_1_length_1652082_cov_46.167482:1295258-1292991
gene-EfmE745_RS00570		113410	113862	complete	NODE_1_length_1652082_cov_46.167482:1292903-1292451
gene-EfmE745_RS00575		114012	114962	complete	NODE_1_length_1652082_cov_46.167482:1292301-1291351
gene-EfmE745_RS00580		114955	115914	complete	NODE_1_length_1652082_cov_46.167482:1291358-1290399
gene-EfmE745_RS00585		115911	116666	complete	NODE_1_length_1652082_cov_46.167482:1290402-1289647
gene-EfmE745_RS00590		116689	117642	complete	NODE_1_length_1652082_cov_46.167482:1289624-1288671
gene-EfmE745_RS00600		118308	119261	complete	NODE_1_length_1652082_cov_46.167482:1288005-1287052
gene-EfmE745_RS00605		119349	119528	complete	NODE_1_length_1652082_cov_46.167482:1286964-1286785
gene-EfmE745_RS00610		119730	120902	complete	NODE_1_length_1652082_cov_46.167482:1286583-1285411
gene-EfmE745_RS00615		121216	121572	complete	NODE_1_length_1652082_cov_46.167482:1285097-1284741
gene-EfmE745_RS00620		121582	122481	complete	NODE_1_length_1652082_cov_46.167482:1284731-1283832
gene-EfmE745_RS00625		122711	123607	complete	NODE_1_length_1652082_cov_46.167482:1283602-1282706
gene-EfmE745_RS00630		124035	124763	complete	NODE_1_length_1652082_cov_46.167482:1282278-1281550
gene-EfmE745_RS00635		124908	126584	complete	NODE_1_length_1652082_cov_46.167482:1281405-1279729
gene-EfmE745_RS00640		126672	127631	complete	NODE_1_length_1652082_cov_46.167482:1279641-1278682
gene-EfmE745_RS00645		127699	128433	complete	NODE_1_length_1652082_cov_46.167482:1278614-1277880
gene-EfmE745_RS00650		128759	129169	complete	NODE_1_length_1652082_cov_46.167482:1277554-1277144
gene-EfmE745_RS00655		129162	129863	complete	NODE_1_length_1652082_cov_46.167482:1277151-1276450
gene-EfmE745_RS00660		129863	131446	complete	NODE_1_length_1652082_cov_46.167482:1276450-1274867
gene-EfmE745_RS00665		131465	131686	complete	NODE_1_length_1652082_cov_46.167482:1274848-1274627
gene-EfmE745_RS00670		131683	132444	complete	NODE_1_length_1652082_cov_46.167482:1274630-1273869
gene-EfmE745_RS00675		132824	133333	complete	NODE_1_length_1652082_cov_46.167482:1273489-1272980
gene-EfmE745_RS00680		133408	133947	complete	NODE_1_length_1652082_cov_46.167482:1272905-1272366
gene-EfmE745_RS00685		134087	134698	complete	NODE_1_length_1652082_cov_46.167482:1272226-1271615
gene-EfmE745_RS00690		134960	135811	complete	NODE_1_length_1652082_cov_46.167482:1271353-1270502
gene-EfmE745_RS00695		135839	136474	complete	NODE_1_length_1652082_cov_46.167482:1270474-1269839
gene-EfmE745_RS00700		136494	137267	complete	NODE_1_length_1652082_cov_46.167482:1269819-1269046
gene-EfmE745_RS00705		137675	138472	complete	NODE_1_length_1652082_cov_46.167482:1268638-1267841
gene-EfmE745_RS00710		138450	138863	complete	NODE_1_length_1652082_cov_46.167482:1267863-1267450
gene-EfmE745_RS00715		138847	141492	complete	NODE_1_length_1652082_cov_46.167482:1267466-1264821
gene-EfmE745_RS00720		141510	143618	complete	NODE_1_length_1652082_cov_46.167482:1264803-1262695
gene-EfmE745_RS00725		143640	144200	complete	NODE_1_length_1652082_cov_46.167482:1262673-1262113
gene-EfmE745_RS00730		144285	146273	complete	NODE_1_length_1652082_cov_46.167482:1262028-1260040
gene-EfmE745_RS00735		146496	147209	complete	NODE_1_length_1652082_cov_46.167482:1259817-1259104
gene-EfmE745_RS00740		147286	147732	complete	NODE_1_length_1652082_cov_46.167482:1259027-1258581
gene-EfmE745_RS00745		147902	148504	complete	NODE_1_length_1652082_cov_46.167482:1258411-1257809
gene-EfmE745_RS00750		148517	149518	complete	NODE_1_length_1652082_cov_46.167482:1257796-1256795
gene-EfmE745_RS00755		149547	150125	complete	NODE_1_length_1652082_cov_46.167482:1256766-1256188
gene-EfmE745_RS00760		150177	150659	complete	NODE_1_length_1652082_cov_46.167482:1256136-1255654
gene-EfmE745_RS00765		150776	151150	complete	NODE_1_length_1652082_cov_46.167482:1255537-1255163
gene-EfmE745_RS00770		151534	152487	complete	NODE_1_length_1652082_cov_46.167482:1254779-1253826
gene-EfmE745_RS00775		152830	154182	complete	NODE_1_length_1652082_cov_46.167482:1253483-1252131
gene-EfmE745_RS00780		154329	154919	complete	NODE_1_length_1652082_cov_46.167482:1251984-1251394
gene-EfmE745_RS00785		155047	156396	complete	NODE_1_length_1652082_cov_46.167482:1251266-1249917
gene-EfmE745_RS00790		156564	157304	complete	NODE_1_length_1652082_cov_46.167482:1249749-1249009
gene-EfmE745_RS00795		157317	158909	complete	NODE_1_length_1652082_cov_46.167482:1248996-1247404
id-NZ_CP014529.1:159047..159221		159047	159221	complete	NODE_1_length_1652082_cov_46.167482:1247266-1247092
gene-EfmE745_RS00800		159477	159773	complete	NODE_1_length_1652082_cov_46.167482:1246836-1246540
gene-EfmE745_RS00805		159949	160674	complete	NODE_1_length_1652082_cov_46.167482:1246364-1245639
gene-EfmE745_RS00810		160667	161509	complete	NODE_1_length_1652082_cov_46.167482:1245646-1244804
gene-EfmE745_RS00815		161512	162033	complete	NODE_1_length_1652082_cov_46.167482:1244801-1244280
gene-EfmE745_RS00820		162276	162839	complete	NODE_1_length_1652082_cov_46.167482:1244037-1243474
gene-EfmE745_RS00825		163090	163359	complete	NODE_1_length_1652082_cov_46.167482:1243223-1242954
gene-EfmE745_RS00830		163547	165673	complete	NODE_1_length_1652082_cov_46.167482:1242766-1240640
gene-EfmE745_RS00835		166183	166449	complete	NODE_1_length_1652082_cov_46.167482:1240130-1239864
gene-EfmE745_RS00840		166593	168584	complete	NODE_1_length_1652082_cov_46.167482:1239720-1237729
gene-EfmE745_RS00845		168938	170239	complete	NODE_1_length_1652082_cov_46.167482:1237375-1236074
gene-EfmE745_RS00850		170369	171739	complete	NODE_1_length_1652082_cov_46.167482:1235944-1234574
gene-EfmE745_RS00855		171921	172244	complete	NODE_1_length_1652082_cov_46.167482:1234392-1234069
gene-EfmE745_RS00860		172570	173178	complete	NODE_1_length_1652082_cov_46.167482:1233743-1233135
gene-EfmE745_RS00865		173508	174224	complete	NODE_1_length_1652082_cov_46.167482:1232805-1232089
gene-EfmE745_RS00870		174237	174932	complete	NODE_1_length_1652082_cov_46.167482:1232076-1231381
gene-EfmE745_RS00875		175016	175645	complete	NODE_1_length_1652082_cov_46.167482:1231297-1230668
gene-EfmE745_RS15735		176159	177498	complete	NODE_1_length_1652082_cov_46.167482:1230154-1228815
gene-EfmE745_RS00890		177567	178169	complete	NODE_1_length_1652082_cov_46.167482:1228746-1228144
gene-EfmE745_RS00895		178191	178679	complete	NODE_1_length_1652082_cov_46.167482:1228122-1227634
gene-EfmE745_RS00900		179003	180376	complete	NODE_1_length_1652082_cov_46.167482:1227310-1225937
gene-EfmE745_RS00905		180360	180827	complete	NODE_1_length_1652082_cov_46.167482:1225953-1225486
gene-EfmE745_RS00910		181076	182821	complete	NODE_1_length_1652082_cov_46.167482:1225237-1223492
gene-EfmE745_RS00915		183017	184093	complete	NODE_1_length_1652082_cov_46.167482:1223296-1222220
gene-EfmE745_RS00920		184246	185598	complete	NODE_1_length_1652082_cov_46.167482:1222067-1220715
gene-EfmE745_RS00925		185920	187431	complete	NODE_1_length_1652082_cov_46.167482:1220393-1218882
gene-EfmE745_RS00930		187561	187911	complete	NODE_1_length_1652082_cov_46.167482:1218752-1218402
gene-EfmE745_RS00935		187927	189048	complete	NODE_1_length_1652082_cov_46.167482:1218386-1217265
gene-EfmE745_RS00940		189059	189421	complete	NODE_1_length_1652082_cov_46.167482:1217254-1216892
gene-EfmE745_RS00945		189597	189866	complete	NODE_1_length_1652082_cov_46.167482:1216716-1216447
gene-EfmE745_RS00950		190056	191003	complete	NODE_1_length_1652082_cov_46.167482:1216257-1215310
gene-EfmE745_RS00955		191309	194014	complete	NODE_1_length_1652082_cov_46.167482:1215004-1212299
gene-EfmE745_RS00960		194610	196433	complete	NODE_1_length_1652082_cov_46.167482:1211703-1209880
gene-EfmE745_RS00965		196575	196715	complete	NODE_1_length_1652082_cov_46.167482:1209738-1209598
gene-EfmE745_RS00970		197235	197498	complete	NODE_1_length_1652082_cov_46.167482:1209078-1208815
gene-EfmE745_RS00975		197498	197764	complete	NODE_1_length_1652082_cov_46.167482:1208815-1208549
gene-EfmE745_RS00980		197965	198453	complete	NODE_1_length_1652082_cov_46.167482:1208348-1207860
gene-EfmE745_RS17295		198413	198535	complete	NODE_1_length_1652082_cov_46.167482:1207900-1207778
gene-EfmE745_RS00985		198995	199666	complete	NODE_1_length_1652082_cov_46.167482:1207318-1206647
gene-EfmE745_RS00990		199663	200580	complete	NODE_1_length_1652082_cov_46.167482:1206650-1205733
gene-EfmE745_RS00995		200577	201218	complete	NODE_1_length_1652082_cov_46.167482:1205736-1205095
gene-EfmE745_RS01000		201222	202397	complete	NODE_1_length_1652082_cov_46.167482:1205091-1203916
gene-EfmE745_RS01005		202590	203621	complete	NODE_1_length_1652082_cov_46.167482:1203723-1202692
gene-EfmE745_RS01010		204240	206879	complete	NODE_1_length_1652082_cov_46.167482:1202073-1199434
gene-EfmE745_RS01015		207047	207745	complete	NODE_1_length_1652082_cov_46.167482:1199266-1198568
gene-EfmE745_RS01020		207962	209107	complete	NODE_1_length_1652082_cov_46.167482:1198351-1197206
gene-EfmE745_RS01025		209204	209584	complete	NODE_1_length_1652082_cov_46.167482:1197109-1196729
gene-EfmE745_RS01030		209924	211243	complete	NODE_1_length_1652082_cov_46.167482:1196389-1195070
gene-EfmE745_RS01035		211572	214169	complete	NODE_1_length_1652082_cov_46.167482:1194741-1192144
gene-EfmE745_RS01040		214523	215476	complete	NODE_1_length_1652082_cov_46.167482:1191790-1190837
gene-EfmE745_RS01045		215741	217201	complete	NODE_1_length_1652082_cov_46.167482:1190572-1189112
gene-EfmE745_RS01050		217198	218454	complete	NODE_1_length_1652082_cov_46.167482:1189115-1187859
gene-EfmE745_RS01055		218468	219313	complete	NODE_1_length_1652082_cov_46.167482:1187845-1187000
gene-EfmE745_RS01060		219315	219626	complete	NODE_1_length_1652082_cov_46.167482:1186998-1186687
gene-EfmE745_RS01065		219708	220859	complete	NODE_1_length_1652082_cov_46.167482:1186605-1185454
gene-EfmE745_RS01070		220986	221744	complete	NODE_1_length_1652082_cov_46.167482:1185327-1184569
gene-EfmE745_RS01075		221844	222488	complete	NODE_1_length_1652082_cov_46.167482:1184469-1183825
gene-EfmE745_RS01080		222495	223502	complete	NODE_1_length_1652082_cov_46.167482:1183818-1182811
gene-EfmE745_RS01085		223518	224360	complete	NODE_1_length_1652082_cov_46.167482:1182795-1181953
gene-EfmE745_RS01090		224380	225182	complete	NODE_1_length_1652082_cov_46.167482:1181933-1181131
gene-EfmE745_RS01095		225431	226495	complete	NODE_1_length_1652082_cov_46.167482:1180882-1179818
gene-EfmE745_RS01100		226492	227577	complete	NODE_1_length_1652082_cov_46.167482:1179821-1178736
gene-EfmE745_RS01105		227590	228567	complete	NODE_1_length_1652082_cov_46.167482:1178723-1177746
gene-EfmE745_RS01110		228560	229504	complete	NODE_1_length_1652082_cov_46.167482:1177753-1176809
gene-EfmE745_RS01115		229820	230479	complete	NODE_1_length_1652082_cov_46.167482:1176493-1175834
gene-EfmE745_RS01120		230564	231469	complete	NODE_1_length_1652082_cov_46.167482:1175749-1174844
gene-EfmE745_RS01125		231471	232103	complete	NODE_1_length_1652082_cov_46.167482:1174842-1174210
id-NZ_CP014529.1:232254..232379		232254	232379	complete	NODE_1_length_1652082_cov_46.167482:1174059-1173934
gene-EfmE745_RS01130		232423	232947	complete	NODE_1_length_1652082_cov_46.167482:1173890-1173366
gene-EfmE745_RS01135		233019	233219	complete	NODE_1_length_1652082_cov_46.167482:1173294-1173094
gene-EfmE745_RS01140		233272	233631	complete	NODE_1_length_1652082_cov_46.167482:1173041-1172682
gene-EfmE745_RS01145		233883	235220	complete	NODE_1_length_1652082_cov_46.167482:1172430-1171093
gene-EfmE745_RS01150		235268	237397	complete	NODE_1_length_1652082_cov_46.167482:1171045-1168916
gene-EfmE745_RS01155		237372	238061	complete	NODE_1_length_1652082_cov_46.167482:1168941-1168252
gene-EfmE745_RS01160		238372	239058	complete	NODE_1_length_1652082_cov_46.167482:1167941-1167255
gene-EfmE745_RS16715		239194	239388	complete	NODE_1_length_1652082_cov_46.167482:1167119-1166925
cds-WP_002377012.1		239194	239388	complete	NODE_1_length_1652082_cov_46.167482:1167119-1166925
gene-EfmE745_RS01170		239438	239878	complete	NODE_1_length_1652082_cov_46.167482:1166875-1166435
gene-EfmE745_RS01175		239882	240727	complete	NODE_1_length_1652082_cov_46.167482:1166431-1165586
gene-EfmE745_RS01180		240876	242294	complete	NODE_1_length_1652082_cov_46.167482:1165437-1164019
gene-EfmE745_RS01185		242351	242668	complete	NODE_1_length_1652082_cov_46.167482:1163962-1163645
gene-EfmE745_RS01190		242651	243081	complete	NODE_1_length_1652082_cov_46.167482:1163662-1163232
gene-EfmE745_RS01195		243157	244113	complete	NODE_1_length_1652082_cov_46.167482:1163156-1162200
gene-EfmE745_RS01200		244285	244638	complete	NODE_1_length_1652082_cov_46.167482:1162028-1161675
gene-EfmE745_RS01205		244837	245916	complete	NODE_1_length_1652082_cov_46.167482:1161476-1160397
gene-EfmE745_RS01210		246208	246528	complete	NODE_1_length_1652082_cov_46.167482:1160105-1159785
gene-EfmE745_RS01215		246558	247025	complete	NODE_1_length_1652082_cov_46.167482:1159755-1159288
gene-EfmE745_RS01220		247335	247940	complete	NODE_1_length_1652082_cov_46.167482:1158978-1158373
gene-EfmE745_RS01225		247998	249281	complete	NODE_1_length_1652082_cov_46.167482:1158315-1157032
gene-EfmE745_RS01230		249734	250213	complete	NODE_1_length_1652082_cov_46.167482:1156579-1156100
gene-EfmE745_RS01235		250588	251750	complete	NODE_1_length_1652082_cov_46.167482:1155725-1154563
gene-EfmE745_RS01245		251961	253091	complete	NODE_1_length_1652082_cov_46.167482:1154352-1153222
gene-EfmE745_RS01250		253259	254167	complete	NODE_1_length_1652082_cov_46.167482:1153054-1152146
gene-EfmE745_RS01255		254254	255108	complete	NODE_1_length_1652082_cov_46.167482:1152059-1151205
gene-EfmE745_RS01260		255205	257454	complete	NODE_1_length_1652082_cov_46.167482:1151108-1148859
gene-EfmE745_RS01265		257457	258629	complete	NODE_1_length_1652082_cov_46.167482:1148856-1147684
gene-EfmE745_RS01270		258807	260126	complete	NODE_1_length_1652082_cov_46.167482:1147506-1146187
gene-EfmE745_RS01275		260531	261708	complete	NODE_1_length_1652082_cov_46.167482:1145782-1144605
gene-EfmE745_RS01280		261897	262205	complete	NODE_1_length_1652082_cov_46.167482:1144416-1144108
gene-EfmE745_RS01285		262232	262531	complete	NODE_1_length_1652082_cov_46.167482:1144081-1143782
gene-EfmE745_RS01290		262705	263256	complete	NODE_1_length_1652082_cov_46.167482:1143608-1143057
gene-EfmE745_RS01295		263563	264882	complete	NODE_1_length_1652082_cov_46.167482:1142750-1141431
gene-EfmE745_RS01300		265086	265379	complete	NODE_1_length_1652082_cov_46.167482:1141227-1140934
gene-EfmE745_RS01305		265372	265668	complete	NODE_1_length_1652082_cov_46.167482:1140941-1140645
gene-EfmE745_RS01310		265743	266633	complete	NODE_1_length_1652082_cov_46.167482:1140570-1139680
gene-EfmE745_RS01315		267253	268302	complete	NODE_1_length_1652082_cov_46.167482:1139060-1138011
