ID or #		Start	End	Type	Contig
gene-EfmE745_RS16710		29051	29167	complete	tig00000001_pilon:677451-677567
gene-EfmE745_RS00125		30095	30433	complete	tig00000001_pilon:678495-678833
gene-EfmE745_RS00130		30527	30757	complete	tig00000001_pilon:678927-679157
gene-EfmE745_RS00135		31157	31528	complete	tig00000001_pilon:679557-679928
gene-EfmE745_RS00140		31802	32494	complete	tig00000001_pilon:680202-680894
gene-EfmE745_RS00145		32497	33282	complete	tig00000001_pilon:680897-681682
gene-EfmE745_RS00150		33519	34919	complete	tig00000001_pilon:681919-683319
gene-EfmE745_RS00155		34944	35261	complete	tig00000001_pilon:683344-683661
gene-EfmE745_RS00160		35274	36947	complete	tig00000001_pilon:683674-685347
gene-EfmE745_RS00165		36961	38592	complete	tig00000001_pilon:685361-686992
gene-EfmE745_RS00170		39083	40648	complete	tig00000001_pilon:687483-689048
gene-EfmE745_RS00175		40707	41630	complete	tig00000001_pilon:689107-690030
gene-EfmE745_RS00180		41826	42431	complete	tig00000001_pilon:690226-690831
gene-EfmE745_RS00185		42739	43755	complete	tig00000001_pilon:691139-692155
gene-EfmE745_RS00190		43896	45197	complete	tig00000001_pilon:692296-693597
gene-EfmE745_RS00195		45243	45905	complete	tig00000001_pilon:693643-694305
gene-EfmE745_RS00200		45926	46324	complete	tig00000001_pilon:694326-694724
gene-EfmE745_RS00205		46390	47472	complete	tig00000001_pilon:694790-695872
gene-EfmE745_RS00210		47684	49246	complete	tig00000001_pilon:696084-697646
gene-EfmE745_RS00215		49239	50372	complete	tig00000001_pilon:697639-698772
gene-EfmE745_RS00220		50372	51328	complete	tig00000001_pilon:698772-699728
gene-EfmE745_RS00225		51427	52593	complete	tig00000001_pilon:699827-700993
gene-EfmE745_RS00230		52617	53435	complete	tig00000001_pilon:701017-701835
gene-EfmE745_RS00235		53452	54159	complete	tig00000001_pilon:701852-702559
gene-EfmE745_RS00240		54457	55143	complete	tig00000001_pilon:702857-703543
gene-EfmE745_RS00245		55315	55896	complete	tig00000001_pilon:703715-704296
gene-EfmE745_RS00250		56029	56712	complete	tig00000001_pilon:704429-705112
gene-EfmE745_RS00255		57031	57444	complete	tig00000001_pilon:705431-705844
gene-EfmE745_RS00260		57528	57998	complete	tig00000001_pilon:705928-706398
gene-EfmE745_RS00265		58092	60179	complete	tig00000001_pilon:706492-708579
gene-EfmE745_RS00270		60351	61538	complete	tig00000001_pilon:708751-709938
gene-EfmE745_RS00275		61944	62252	complete	tig00000001_pilon:710344-710652
gene-EfmE745_RS00280		62283	62912	complete	tig00000001_pilon:710683-711312
gene-EfmE745_RS00285		62940	63563	complete	tig00000001_pilon:711340-711963
gene-EfmE745_RS00290		63563	63853	complete	tig00000001_pilon:711963-712253
gene-EfmE745_RS00295		63892	64725	complete	tig00000001_pilon:712292-713125
gene-EfmE745_RS00300		64768	65046	complete	tig00000001_pilon:713168-713446
gene-EfmE745_RS00305		65069	65416	complete	tig00000001_pilon:713469-713816
gene-EfmE745_RS00310		65430	66086	complete	tig00000001_pilon:713830-714486
gene-EfmE745_RS00315		66089	66523	complete	tig00000001_pilon:714489-714923
gene-EfmE745_RS00320		66513	66701	complete	tig00000001_pilon:714913-715101
gene-EfmE745_RS00325		66726	66992	complete	tig00000001_pilon:715126-715392
gene-EfmE745_RS00330		67050	67418	complete	tig00000001_pilon:715450-715818
gene-EfmE745_RS00335		67455	67763	complete	tig00000001_pilon:715855-716163
gene-EfmE745_RS00340		67791	68330	complete	tig00000001_pilon:716191-716730
gene-EfmE745_RS00345		68349	68534	complete	tig00000001_pilon:716749-716934
gene-EfmE745_RS00350		68570	68968	complete	tig00000001_pilon:716970-717368
gene-EfmE745_RS00355		69000	69536	complete	tig00000001_pilon:717400-717936
gene-EfmE745_RS00360		69697	70053	complete	tig00000001_pilon:718097-718453
gene-EfmE745_RS00365		70074	70574	complete	tig00000001_pilon:718474-718974
gene-EfmE745_RS00370		70589	70768	complete	tig00000001_pilon:718989-719168
gene-EfmE745_RS00375		70812	71252	complete	tig00000001_pilon:719212-719652
gene-EfmE745_RS00380		71252	72547	complete	tig00000001_pilon:719652-720947
gene-EfmE745_RS00385		72609	73256	complete	tig00000001_pilon:721009-721656
gene-EfmE745_RS00390		73447	73665	complete	tig00000001_pilon:721847-722065
gene-EfmE745_RS00395		73698	73814	complete	tig00000001_pilon:722098-722214
gene-EfmE745_RS00400		73832	74197	complete	tig00000001_pilon:722232-722597
gene-EfmE745_RS00405		74225	74614	complete	tig00000001_pilon:722625-723014
gene-EfmE745_RS00410		74694	75632	complete	tig00000001_pilon:723094-724032
gene-EfmE745_RS00415		75660	76040	complete	tig00000001_pilon:724060-724440
gene-EfmE745_RS00420		76312	77151	complete	tig00000001_pilon:724712-725551
gene-EfmE745_RS00425		77127	77996	complete	tig00000001_pilon:725527-726396
gene-EfmE745_RS00430		77986	78783	complete	tig00000001_pilon:726386-727183
gene-EfmE745_RS00435		78986	79732	complete	tig00000001_pilon:727386-728132
gene-EfmE745_RS15685		80339	80533	complete	tig00000001_pilon:728739-728933
gene-EfmE745_RS00440		80691	81497	complete	tig00000001_pilon:729091-729897
gene-EfmE745_RS00445		81620	81988	complete	tig00000001_pilon:730020-730388
gene-EfmE745_RS00450		82085	83257	complete	tig00000001_pilon:730485-731657
gene-EfmE745_RS00455		83676	84854	complete	tig00000001_pilon:732076-733254
gene-EfmE745_RS00460		85086	85424	complete	tig00000001_pilon:733486-733824
gene-EfmE745_RS00465		85421	85969	complete	tig00000001_pilon:733821-734369
gene-EfmE745_RS00470		86078	86731	complete	tig00000001_pilon:734478-735131
gene-EfmE745_RS00475		86800	87708	complete	tig00000001_pilon:735200-736108
gene-EfmE745_RS00480		87831	90500	complete	tig00000001_pilon:736231-738900
gene-EfmE745_RS00485		90738	90926	complete	tig00000001_pilon:739138-739326
gene-EfmE745_RS00490		91196	91558	complete	tig00000001_pilon:739596-739958
gene-EfmE745_RS00495		91610	93292	complete	tig00000001_pilon:740010-741692
gene-EfmE745_RS00500		93409	95445	complete	tig00000001_pilon:741809-743845
gene-EfmE745_RS00505		95494	96495	complete	tig00000001_pilon:743894-744895
gene-EfmE745_RS00510		96617	96859	complete	tig00000001_pilon:745017-745259
gene-EfmE745_RS00515		97238	98425	complete	tig00000001_pilon:745638-746825
gene-EfmE745_RS00520		98747	99751	complete	tig00000001_pilon:747147-748151
gene-EfmE745_RS00525		99752	100696	complete	tig00000001_pilon:748152-749096
gene-EfmE745_RS00530		100696	101658	complete	tig00000001_pilon:749096-750058
gene-EfmE745_RS00535		101685	102599	complete	tig00000001_pilon:750085-750999
gene-EfmE745_RS00540		102625	104406	complete	tig00000001_pilon:751025-752806
gene-EfmE745_RS00545		104754	105440	complete	tig00000001_pilon:753154-753840
gene-EfmE745_RS00550		105460	109041	complete	tig00000001_pilon:753860-757441
gene-EfmE745_RS00555		109050	109859	complete	tig00000001_pilon:757450-758259
gene-EfmE745_RS00560		109871	110869	complete	tig00000001_pilon:758271-759269
gene-EfmE745_RS00565		111055	113322	complete	tig00000001_pilon:759455-761722
gene-EfmE745_RS00570		113410	113862	complete	tig00000001_pilon:761810-762262
gene-EfmE745_RS00575		114012	114962	complete	tig00000001_pilon:762412-763362
gene-EfmE745_RS00580		114955	115914	complete	tig00000001_pilon:763355-764314
gene-EfmE745_RS00585		115911	116666	complete	tig00000001_pilon:764311-765066
gene-EfmE745_RS00590		116689	117642	complete	tig00000001_pilon:765089-766042
gene-EfmE745_RS00600		118308	119261	complete	tig00000001_pilon:766708-767661
gene-EfmE745_RS00605		119349	119528	complete	tig00000001_pilon:767749-767928
gene-EfmE745_RS00610		119730	120902	complete	tig00000001_pilon:768130-769302
gene-EfmE745_RS00615		121216	121572	complete	tig00000001_pilon:769616-769972
gene-EfmE745_RS00620		121582	122481	complete	tig00000001_pilon:769982-770881
gene-EfmE745_RS00625		122711	123607	complete	tig00000001_pilon:771111-772007
gene-EfmE745_RS00630		124035	124763	complete	tig00000001_pilon:772435-773163
gene-EfmE745_RS00635		124908	126584	complete	tig00000001_pilon:773308-774984
gene-EfmE745_RS00640		126672	127631	complete	tig00000001_pilon:775072-776031
gene-EfmE745_RS00645		127699	128433	complete	tig00000001_pilon:776099-776833
gene-EfmE745_RS00650		128759	129169	complete	tig00000001_pilon:777159-777569
gene-EfmE745_RS00655		129162	129863	complete	tig00000001_pilon:777562-778263
gene-EfmE745_RS00660		129863	131446	complete	tig00000001_pilon:778263-779846
gene-EfmE745_RS00665		131465	131686	complete	tig00000001_pilon:779865-780086
gene-EfmE745_RS00670		131683	132444	complete	tig00000001_pilon:780083-780844
gene-EfmE745_RS00675		132824	133333	complete	tig00000001_pilon:781224-781733
gene-EfmE745_RS00680		133408	133947	complete	tig00000001_pilon:781808-782347
gene-EfmE745_RS00685		134087	134698	complete	tig00000001_pilon:782487-783098
gene-EfmE745_RS00690		134960	135811	complete	tig00000001_pilon:783360-784211
gene-EfmE745_RS00695		135839	136474	complete	tig00000001_pilon:784239-784874
gene-EfmE745_RS00700		136494	137267	complete	tig00000001_pilon:784894-785667
gene-EfmE745_RS00705		137675	138472	complete	tig00000001_pilon:786075-786872
gene-EfmE745_RS00710		138450	138863	complete	tig00000001_pilon:786850-787263
gene-EfmE745_RS00715		138847	141492	complete	tig00000001_pilon:787247-789892
gene-EfmE745_RS00720		141510	143618	complete	tig00000001_pilon:789910-792018
gene-EfmE745_RS00725		143640	144200	complete	tig00000001_pilon:792040-792600
gene-EfmE745_RS00730		144285	146273	complete	tig00000001_pilon:792685-794673
gene-EfmE745_RS00735		146496	147209	complete	tig00000001_pilon:794896-795609
gene-EfmE745_RS00740		147286	147732	complete	tig00000001_pilon:795686-796132
gene-EfmE745_RS00745		147902	148504	complete	tig00000001_pilon:796302-796904
gene-EfmE745_RS00750		148517	149518	complete	tig00000001_pilon:796917-797918
gene-EfmE745_RS00755		149547	150125	complete	tig00000001_pilon:797947-798525
gene-EfmE745_RS00760		150177	150659	complete	tig00000001_pilon:798577-799059
gene-EfmE745_RS00765		150776	151150	complete	tig00000001_pilon:799176-799550
gene-EfmE745_RS00770		151534	152487	complete	tig00000001_pilon:799934-800887
gene-EfmE745_RS00775		152830	154182	complete	tig00000001_pilon:801230-802582
gene-EfmE745_RS00780		154329	154919	complete	tig00000001_pilon:802729-803319
gene-EfmE745_RS00785		155047	156396	complete	tig00000001_pilon:803447-804796
gene-EfmE745_RS00790		156564	157304	complete	tig00000001_pilon:804964-805704
gene-EfmE745_RS00795		157317	158909	complete	tig00000001_pilon:805717-807309
id-NZ_CP014529.1:159047..159221		159047	159221	complete	tig00000001_pilon:807447-807621
gene-EfmE745_RS00800		159477	159773	complete	tig00000001_pilon:807877-808173
gene-EfmE745_RS00805		159949	160674	complete	tig00000001_pilon:808349-809074
gene-EfmE745_RS00810		160667	161509	complete	tig00000001_pilon:809067-809909
gene-EfmE745_RS00815		161512	162033	complete	tig00000001_pilon:809912-810433
gene-EfmE745_RS00820		162276	162839	complete	tig00000001_pilon:810676-811239
gene-EfmE745_RS00825		163090	163359	complete	tig00000001_pilon:811490-811759
gene-EfmE745_RS00830		163547	165673	complete	tig00000001_pilon:811947-814073
gene-EfmE745_RS00835		166183	166449	complete	tig00000001_pilon:814583-814849
gene-EfmE745_RS00840		166593	168584	complete	tig00000001_pilon:814993-816984
gene-EfmE745_RS00845		168938	170239	complete	tig00000001_pilon:817338-818639
gene-EfmE745_RS00850		170369	171739	complete	tig00000001_pilon:818769-820139
gene-EfmE745_RS00855		171921	172244	complete	tig00000001_pilon:820321-820644
gene-EfmE745_RS00860		172570	173178	complete	tig00000001_pilon:820970-821578
gene-EfmE745_RS00865		173508	174224	complete	tig00000001_pilon:821908-822624
gene-EfmE745_RS00870		174237	174932	complete	tig00000001_pilon:822637-823332
gene-EfmE745_RS00875		175016	175645	complete	tig00000001_pilon:823416-824045
gene-EfmE745_RS15735		176159	177498	complete	tig00000001_pilon:824559-825898
gene-EfmE745_RS00890		177567	178169	complete	tig00000001_pilon:825967-826569
gene-EfmE745_RS00895		178191	178679	complete	tig00000001_pilon:826591-827079
gene-EfmE745_RS00900		179003	180376	complete	tig00000001_pilon:827403-828776
gene-EfmE745_RS00905		180360	180827	complete	tig00000001_pilon:828760-829227
gene-EfmE745_RS00910		181076	182821	complete	tig00000001_pilon:829476-831221
gene-EfmE745_RS00915		183017	184093	complete	tig00000001_pilon:831417-832493
gene-EfmE745_RS00920		184246	185598	complete	tig00000001_pilon:832646-833998
gene-EfmE745_RS00925		185920	187431	complete	tig00000001_pilon:834320-835831
gene-EfmE745_RS00930		187561	187911	complete	tig00000001_pilon:835961-836311
gene-EfmE745_RS00935		187927	189048	complete	tig00000001_pilon:836327-837448
gene-EfmE745_RS00940		189059	189421	complete	tig00000001_pilon:837459-837821
gene-EfmE745_RS00945		189597	189866	complete	tig00000001_pilon:837997-838266
gene-EfmE745_RS00950		190056	191003	complete	tig00000001_pilon:838456-839403
gene-EfmE745_RS00955		191309	194014	complete	tig00000001_pilon:839709-842414
gene-EfmE745_RS00960		194610	196433	complete	tig00000001_pilon:843010-844833
gene-EfmE745_RS00965		196575	196715	complete	tig00000001_pilon:844975-845115
gene-EfmE745_RS00970		197235	197498	complete	tig00000001_pilon:845635-845898
gene-EfmE745_RS00975		197498	197764	complete	tig00000001_pilon:845898-846164
gene-EfmE745_RS00980		197965	198453	complete	tig00000001_pilon:846365-846853
gene-EfmE745_RS17295		198413	198535	complete	tig00000001_pilon:846813-846935
gene-EfmE745_RS00985		198995	199666	complete	tig00000001_pilon:847395-848066
gene-EfmE745_RS00990		199663	200580	complete	tig00000001_pilon:848063-848980
gene-EfmE745_RS00995		200577	201218	complete	tig00000001_pilon:848977-849618
gene-EfmE745_RS01000		201222	202397	complete	tig00000001_pilon:849622-850797
gene-EfmE745_RS01005		202590	203621	complete	tig00000001_pilon:850990-852021
gene-EfmE745_RS01010		204240	206879	complete	tig00000001_pilon:852640-855279
gene-EfmE745_RS01015		207047	207745	complete	tig00000001_pilon:855447-856145
gene-EfmE745_RS01020		207962	209107	complete	tig00000001_pilon:856362-857507
gene-EfmE745_RS01025		209204	209584	complete	tig00000001_pilon:857604-857984
gene-EfmE745_RS01030		209924	211243	complete	tig00000001_pilon:858324-859643
gene-EfmE745_RS01035		211572	214169	complete	tig00000001_pilon:859972-862569
gene-EfmE745_RS01040		214523	215476	complete	tig00000001_pilon:862923-863876
gene-EfmE745_RS01045		215741	217201	complete	tig00000001_pilon:864141-865601
gene-EfmE745_RS01050		217198	218454	complete	tig00000001_pilon:865598-866854
gene-EfmE745_RS01055		218468	219313	complete	tig00000001_pilon:866868-867713
gene-EfmE745_RS01060		219315	219626	complete	tig00000001_pilon:867715-868026
gene-EfmE745_RS01065		219708	220859	complete	tig00000001_pilon:868108-869259
gene-EfmE745_RS01070		220986	221744	complete	tig00000001_pilon:869386-870144
gene-EfmE745_RS01075		221844	222488	complete	tig00000001_pilon:870244-870888
gene-EfmE745_RS01080		222495	223502	complete	tig00000001_pilon:870895-871902
gene-EfmE745_RS01085		223518	224360	complete	tig00000001_pilon:871918-872760
gene-EfmE745_RS01090		224380	225182	complete	tig00000001_pilon:872780-873582
gene-EfmE745_RS01095		225431	226495	complete	tig00000001_pilon:873831-874895
gene-EfmE745_RS01100		226492	227577	complete	tig00000001_pilon:874892-875977
gene-EfmE745_RS01105		227590	228567	complete	tig00000001_pilon:875990-876967
gene-EfmE745_RS01110		228560	229504	complete	tig00000001_pilon:876960-877904
gene-EfmE745_RS01115		229820	230479	complete	tig00000001_pilon:878220-878879
gene-EfmE745_RS01120		230564	231469	complete	tig00000001_pilon:878964-879869
gene-EfmE745_RS01125		231471	232103	complete	tig00000001_pilon:879871-880503
id-NZ_CP014529.1:232254..232379		232254	232379	complete	tig00000001_pilon:880654-880779
gene-EfmE745_RS01130		232423	232947	complete	tig00000001_pilon:880823-881347
gene-EfmE745_RS01135		233019	233219	complete	tig00000001_pilon:881419-881619
gene-EfmE745_RS01140		233272	233631	complete	tig00000001_pilon:881672-882031
gene-EfmE745_RS01145		233883	235220	complete	tig00000001_pilon:882283-883620
gene-EfmE745_RS01150		235268	237397	complete	tig00000001_pilon:883668-885797
gene-EfmE745_RS01155		237372	238061	complete	tig00000001_pilon:885772-886461
gene-EfmE745_RS01160		238372	239058	complete	tig00000001_pilon:886772-887458
gene-EfmE745_RS16715		239194	239388	complete	tig00000001_pilon:887594-887788
cds-WP_002377012.1		239194	239388	complete	tig00000001_pilon:887594-887788
gene-EfmE745_RS01170		239438	239878	complete	tig00000001_pilon:887838-888278
gene-EfmE745_RS01175		239882	240727	complete	tig00000001_pilon:888282-889127
gene-EfmE745_RS01180		240876	242294	complete	tig00000001_pilon:889276-890694
gene-EfmE745_RS01185		242351	242668	complete	tig00000001_pilon:890751-891068
gene-EfmE745_RS01190		242651	243081	complete	tig00000001_pilon:891051-891481
gene-EfmE745_RS01195		243157	244113	complete	tig00000001_pilon:891557-892513
gene-EfmE745_RS01200		244285	244638	complete	tig00000001_pilon:892685-893038
gene-EfmE745_RS01205		244837	245916	complete	tig00000001_pilon:893237-894316
gene-EfmE745_RS01210		246208	246528	complete	tig00000001_pilon:894608-894928
gene-EfmE745_RS01215		246558	247025	complete	tig00000001_pilon:894958-895425
gene-EfmE745_RS01220		247335	247940	complete	tig00000001_pilon:895735-896340
gene-EfmE745_RS01225		247998	249281	complete	tig00000001_pilon:896398-897681
gene-EfmE745_RS01230		249734	250213	complete	tig00000001_pilon:898134-898613
gene-EfmE745_RS01235		250588	251750	complete	tig00000001_pilon:898988-900150
gene-EfmE745_RS01245		251961	253091	complete	tig00000001_pilon:900361-901491
gene-EfmE745_RS01250		253259	254167	complete	tig00000001_pilon:901659-902567
gene-EfmE745_RS01255		254254	255108	complete	tig00000001_pilon:902654-903508
gene-EfmE745_RS01260		255205	257454	complete	tig00000001_pilon:903605-905854
gene-EfmE745_RS01265		257457	258629	complete	tig00000001_pilon:905857-907029
gene-EfmE745_RS01270		258807	260126	complete	tig00000001_pilon:907207-908526
gene-EfmE745_RS01275		260531	261708	complete	tig00000001_pilon:908931-910108
gene-EfmE745_RS01280		261897	262205	complete	tig00000001_pilon:910297-910605
gene-EfmE745_RS01285		262232	262531	complete	tig00000001_pilon:910632-910931
gene-EfmE745_RS01290		262705	263256	complete	tig00000001_pilon:911105-911656
gene-EfmE745_RS01295		263563	264882	complete	tig00000001_pilon:911963-913282
gene-EfmE745_RS01300		265086	265379	complete	tig00000001_pilon:913486-913779
gene-EfmE745_RS01305		265372	265668	complete	tig00000001_pilon:913772-914068
gene-EfmE745_RS01310		265743	266633	complete	tig00000001_pilon:914143-915033
gene-EfmE745_RS01315		267253	268302	complete	tig00000001_pilon:915653-916702
gene-EfmE745_RS01320		268450	270096	complete	tig00000001_pilon:916850-918496
gene-EfmE745_RS01325		270275	270514	complete	tig00000001_pilon:918675-918914
gene-EfmE745_RS01330		270530	271903	complete	tig00000001_pilon:918930-920303
gene-EfmE745_RS01335		271907	273544	complete	tig00000001_pilon:920307-921944
gene-EfmE745_RS01340		273787	274875	complete	tig00000001_pilon:922187-923275
gene-EfmE745_RS01345		275124	276077	complete	tig00000001_pilon:923524-924477
gene-EfmE745_RS01350		276095	276424	complete	tig00000001_pilon:924495-924824
gene-EfmE745_RS01355		276603	276983	complete	tig00000001_pilon:925003-925383
gene-EfmE745_RS01360		277026	279683	complete	tig00000001_pilon:925426-928083
gene-EfmE745_RS01365		279755	280231	complete	tig00000001_pilon:928155-928631
gene-EfmE745_RS01370		280245	281033	complete	tig00000001_pilon:928645-929433
gene-EfmE745_RS01375		281035	281832	complete	tig00000001_pilon:929435-930232
gene-EfmE745_RS01380		281851	282246	complete	tig00000001_pilon:930251-930646
gene-EfmE745_RS01385		282248	283369	complete	tig00000001_pilon:930648-931769
gene-EfmE745_RS01390		283389	284258	complete	tig00000001_pilon:931789-932658
gene-EfmE745_RS16720		284577	284738	complete	tig00000001_pilon:932977-933138
cds-WP_010726126.1		284577	284738	complete	tig00000001_pilon:932977-933138
gene-EfmE745_RS01395		284821	285774	complete	tig00000001_pilon:933221-934174
gene-EfmE745_RS16725		285870	286910	complete	tig00000001_pilon:934270-935310
gene-EfmE745_RS01410		286916	287953	complete	tig00000001_pilon:935316-936353
gene-EfmE745_RS01415		288172	289392	complete	tig00000001_pilon:936572-937792
gene-EfmE745_RS01420		289539	290174	complete	tig00000001_pilon:937939-938574
gene-EfmE745_RS01425		290396	292030	complete	tig00000001_pilon:938796-940430
gene-EfmE745_RS01430		292027	292458	complete	tig00000001_pilon:940427-940858
gene-EfmE745_RS17300		292471	292719	complete	tig00000001_pilon:940871-941119
gene-EfmE745_RS01440		292643	293596	complete	tig00000001_pilon:941043-941996
gene-EfmE745_RS01445		293789	294241	complete	tig00000001_pilon:942189-942641
gene-EfmE745_RS01450		294278	294775	complete	tig00000001_pilon:942678-943175
gene-EfmE745_RS01455		294793	295503	complete	tig00000001_pilon:943193-943903
gene-EfmE745_RS01460		295649	296071	complete	tig00000001_pilon:944049-944471
gene-EfmE745_RS01465		296091	296315	complete	tig00000001_pilon:944491-944715
gene-EfmE745_RS01470		296456	298009	complete	tig00000001_pilon:944856-946409
gene-EfmE745_RS01475		298305	299618	complete	tig00000001_pilon:946705-948018
gene-EfmE745_RS01480		299945	301582	complete	tig00000001_pilon:948345-949982
gene-EfmE745_RS01485		301730	302164	complete	tig00000001_pilon:950130-950564
gene-EfmE745_RS01490		302265	303356	complete	tig00000001_pilon:950665-951756
gene-EfmE745_RS01495		303386	304063	complete	tig00000001_pilon:951786-952463
gene-EfmE745_RS01500		304406	305701	complete	tig00000001_pilon:952806-954101
gene-EfmE745_RS01505		305691	307151	complete	tig00000001_pilon:954091-955551
gene-EfmE745_RS01510		307287	308783	complete	tig00000001_pilon:955687-957183
gene-EfmE745_RS01515		308797	310620	complete	tig00000001_pilon:957197-959020
gene-EfmE745_RS01520		310621	311337	complete	tig00000001_pilon:959021-959737
gene-EfmE745_RS01525		311643	313571	complete	tig00000001_pilon:960043-961971
gene-EfmE745_RS01530		313697	314251	complete	tig00000001_pilon:962097-962651
gene-EfmE745_RS01535		314859	315173	complete	tig00000001_pilon:963259-963573
gene-EfmE745_RS01540		315187	315447	complete	tig00000001_pilon:963587-963847
gene-EfmE745_RS01545		315617	315931	complete	tig00000001_pilon:964017-964331
gene-EfmE745_RS01550		315933	317588	complete	tig00000001_pilon:964333-965988
gene-EfmE745_RS01555		317671	319805	complete	tig00000001_pilon:966071-968205
gene-EfmE745_RS01565		319980	320489	complete	tig00000001_pilon:968380-968889
gene-EfmE745_RS01570		320486	321790	complete	tig00000001_pilon:968886-970190
gene-EfmE745_RS01575		321898	322755	complete	tig00000001_pilon:970298-971155
gene-EfmE745_RS01580		322867	323187	complete	tig00000001_pilon:971267-971587
gene-EfmE745_RS01585		323340	323735	complete	tig00000001_pilon:971740-972135
gene-EfmE745_RS01590		323710	324720	complete	tig00000001_pilon:972110-973120
gene-EfmE745_RS01595		324748	325353	complete	tig00000001_pilon:973148-973753
gene-EfmE745_RS01600		325500	326165	complete	tig00000001_pilon:973900-974565
gene-EfmE745_RS01605		326448	327107	complete	tig00000001_pilon:974848-975507
gene-EfmE745_RS01610		327184	328794	complete	tig00000001_pilon:975584-977194
gene-EfmE745_RS01615		328807	329532	complete	tig00000001_pilon:977207-977932
gene-EfmE745_RS01620		329630	330583	complete	tig00000001_pilon:978030-978983
gene-EfmE745_RS01625		330594	330755	complete	tig00000001_pilon:978994-979155
gene-EfmE745_RS01630		331009	331608	complete	tig00000001_pilon:979409-980008
gene-EfmE745_RS01635		331677	332978	complete	tig00000001_pilon:980077-981378
id-NZ_CP014529.1:333241..333446		333241	333446	complete	tig00000001_pilon:981641-981846
gene-EfmE745_RS01640		333558	334814	complete	tig00000001_pilon:981958-983214
gene-EfmE745_RS01645		335104	336981	complete	tig00000001_pilon:983504-985381
gene-EfmE745_RS01650		337248	338645	complete	tig00000001_pilon:985648-987045
gene-EfmE745_RS01655		338754	340122	complete	tig00000001_pilon:987154-988522
gene-EfmE745_RS01660		340403	341422	complete	tig00000001_pilon:988803-989822
gene-EfmE745_RS01665		341444	342451	complete	tig00000001_pilon:989844-990851
gene-EfmE745_RS01670		342444	343109	complete	tig00000001_pilon:990844-991509
gene-EfmE745_RS01675		343102	345396	complete	tig00000001_pilon:991502-993796
gene-EfmE745_RS01680		345656	347821	complete	tig00000001_pilon:994056-996221
gene-EfmE745_RS01685		348125	348958	complete	tig00000001_pilon:996525-997358
gene-EfmE745_RS01690		349061	350761	complete	tig00000001_pilon:997461-999161
gene-EfmE745_RS01695		351599	352918	complete	tig00000001_pilon:999999-1001318
gene-EfmE745_RS01700		353074	354111	complete	tig00000001_pilon:1001474-1002511
gene-EfmE745_RS01705		354127	354570	complete	tig00000001_pilon:1002527-1002970
gene-EfmE745_RS01710		355178	355708	complete	tig00000001_pilon:1003578-1004108
gene-EfmE745_RS01715		355813	356364	complete	tig00000001_pilon:1004213-1004764
gene-EfmE745_RS01720		356517	356990	complete	tig00000001_pilon:1004917-1005390
gene-EfmE745_RS01725		357128	358600	complete	tig00000001_pilon:1005528-1007000
gene-EfmE745_RS01730		358597	359262	complete	tig00000001_pilon:1006997-1007662
gene-EfmE745_RS01735		359659	359943	complete	tig00000001_pilon:1008059-1008343
gene-EfmE745_RS01740		360224	360643	complete	tig00000001_pilon:1008624-1009043
gene-EfmE745_RS01745		360645	361229	complete	tig00000001_pilon:1009045-1009629
