#                                                                                                        --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                    accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                            ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NODE_6_length_99885_cov_29.307212:85337-86146|-  -            270 6417                 -            269  8.5e-147  484.9   4.9   1   1  3.7e-149  9.5e-147  484.8   4.9     1   269     1   269     1   269 1.00 NODE_6_length_99885_cov_29.307212_84 # 85337 # 86146 # -1 # ID=6_84;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.421
NODE_36_length_23986_cov_34.471021:14306-15079|- -            258 6417                 -            269   3.9e-30  102.4   0.1   3   3   2.8e-22   7.3e-20   68.7   0.0   175   266   162   253   137   256 0.90 NODE_36_length_23986_cov_34.471021_14 # 14306 # 15079 # -1 # ID=36_14;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.416
NODE_14_length_56501_cov_33.217624:55271-56107|- -            279 6417                 -            269   9.4e-30  101.1   0.4   1   1   9.4e-32   2.4e-29   99.8   0.4     3   266     1   274     1   277 0.80 NODE_14_length_56501_cov_33.217624_49 # 55271 # 56107 # -1 # ID=14_49;partial=00;start_type=ATG;rbs_motif=AGGAG/GGAGG;rbs_spacer=11-12bp;gc_cont=0.300
NODE_52_length_15383_cov_27.136547:13535-14308|+ -            258 6417                 -            269   3.6e-25   86.1   0.0   1   1   7.9e-27     2e-24   83.7   0.0     8   267    10   254     5   256 0.89 NODE_52_length_15383_cov_27.136547_13 # 13535 # 14308 # 1 # ID=52_13;partial=00;start_type=GTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.390
NODE_27_length_32680_cov_27.796444:28766-30850|+ -            695 6417                 -            269    0.0026   14.5   0.3   1   1   1.9e-05    0.0049   13.5   0.3   201   265   566   631   546   633 0.90 NODE_27_length_32680_cov_27.796444_28 # 28766 # 30850 # 1 # ID=27_28;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.393
NODE_15_length_55108_cov_29.376128:21635-24301|- -            889 6417                 -            269    0.0054   13.4   3.6   1   2     0.041        10    2.6   0.0    23    64   535   576   527   585 0.84 NODE_15_length_55108_cov_29.376128_18 # 21635 # 24301 # -1 # ID=15_18;partial=00;start_type=TTG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.408
NODE_15_length_55108_cov_29.376128:21635-24301|- -            889 6417                 -            269    0.0054   13.4   3.6   2   2   0.00025     0.065    9.9   1.7   218   258   627   667   619   675 0.84 NODE_15_length_55108_cov_29.376128_18 # 21635 # 24301 # -1 # ID=15_18;partial=00;start_type=TTG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.408
NODE_60_length_13509_cov_28.953917:9885-12071|-  -            729 6417                 -            269    0.0055   13.4   3.9   1   2     0.023         6    3.4   0.0    15    45   545   575   542   589 0.87 NODE_60_length_13509_cov_28.953917_11 # 9885 # 12071 # -1 # ID=60_11;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.416
NODE_60_length_13509_cov_28.953917:9885-12071|-  -            729 6417                 -            269    0.0055   13.4   3.9   2   2   0.00034     0.088    9.4   1.4   206   264   608   666   602   669 0.85 NODE_60_length_13509_cov_28.953917_11 # 9885 # 12071 # -1 # ID=60_11;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.416
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /sw/data/local/BUSCO_Data/v5/lineages/enterococcus_odb12/hmms/6417at1350.hmm
# Target file:     /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_enterococcus_odb12/spades_scaffolds_illumina_enterococcus_odb12/prodigal_output/predicted_genes/predicted.faa
# Option settings: hmmsearch --domtblout /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_enterococcus_odb12/spades_scaffolds_illumina_enterococcus_odb12/run_enterococcus_odb12/hmmer_output/6417at1350.out --cpu 1 /sw/data/local/BUSCO_Data/v5/lineages/enterococcus_odb12/hmms/6417at1350.hmm /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_enterococcus_odb12/spades_scaffolds_illumina_enterococcus_odb12/prodigal_output/predicted_genes/predicted.faa 
# Current dir:     /gorilla/home/dich3309/rnaseq-tnseq-enterococcus-analysis/code
# Date:            Tue Apr 28 22:12:49 2026
# [ok]
