#                                                                                                        --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                    accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                            ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NODE_52_length_15383_cov_27.136547:10896-12344|- -            483 21277                -            475  3.6e-263  871.0  17.7   1   1  1.9e-265  4.1e-263  870.8  17.7     1   475     1   480     1   480 0.98 NODE_52_length_15383_cov_27.136547_10 # 10896 # 12344 # -1 # ID=52_10;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.369
NODE_16_length_53957_cov_35.398816:9084-9980|+   -            299 21277                -            475   4.5e-21   72.6   3.4   1   1   2.3e-23   5.1e-21   72.5   3.4   179   454     9   281     1   294 0.81 NODE_16_length_53957_cov_35.398816_10 # 9084 # 9980 # 1 # ID=16_10;partial=00;start_type=TTG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.398
NODE_12_length_78125_cov_33.572102:57578-58603|- -            342 21277                -            475   1.2e-17   61.4   0.9   1   1   7.3e-20   1.6e-17   60.9   0.9   224   470    91   332    83   336 0.84 NODE_12_length_78125_cov_33.572102_52 # 57578 # 58603 # -1 # ID=12_52;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.376
NODE_124_length_2288_cov_25.226601:93-1412|-     -            440 21277                -            475   1.3e-10   38.2  16.7   1   2     0.042       9.2    2.4   3.5    11   139    15   145     9   148 0.63 NODE_124_length_2288_cov_25.226601_1 # 93 # 1412 # -1 # ID=124_1;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.208
NODE_124_length_2288_cov_25.226601:93-1412|-     -            440 21277                -            475   1.3e-10   38.2  16.7   2   2   5.8e-13   1.3e-10   38.2  16.7   172   445   146   414   128   436 0.74 NODE_124_length_2288_cov_25.226601_1 # 93 # 1412 # -1 # ID=124_1;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.208
NODE_5_length_100374_cov_29.640417:8401-9186|-   -            262 21277                -            475   6.1e-08   29.3   0.4   1   2       1.3   2.9e+02   -2.6   0.0   255   281    51    77    33    83 0.77 NODE_5_length_100374_cov_29.640417_10 # 8401 # 9186 # -1 # ID=5_10;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.373
NODE_5_length_100374_cov_29.640417:8401-9186|-   -            262 21277                -            475   6.1e-08   29.3   0.4   2   2   4.8e-10   1.1e-07   28.5   0.3   363   473   139   249    68   251 0.75 NODE_5_length_100374_cov_29.640417_10 # 8401 # 9186 # -1 # ID=5_10;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.373
NODE_5_length_100374_cov_29.640417:9177-10049|-  -            291 21277                -            475   0.00095   15.5   0.7   1   1     6e-06    0.0013   15.0   0.7    11   192    25   200    12   228 0.76 NODE_5_length_100374_cov_29.640417_11 # 9177 # 10049 # -1 # ID=5_11;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.364
NODE_47_length_17117_cov_34.327980:4168-5307|+   -            380 21277                -            475     0.017   11.3   2.7   1   1   0.00017     0.037   10.2   2.7     7    77    76   144    72   176 0.79 NODE_47_length_17117_cov_34.327980_4 # 4168 # 5307 # 1 # ID=47_4;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.354
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /sw/data/local/BUSCO_Data/v5/lineages/enterococcus_odb12/hmms/21277at1350.hmm
# Target file:     /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_enterococcus_odb12/spades_scaffolds_illumina_enterococcus_odb12/prodigal_output/predicted_genes/predicted.faa
# Option settings: hmmsearch --domtblout /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_enterococcus_odb12/spades_scaffolds_illumina_enterococcus_odb12/run_enterococcus_odb12/hmmer_output/21277at1350.out --cpu 1 /sw/data/local/BUSCO_Data/v5/lineages/enterococcus_odb12/hmms/21277at1350.hmm /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_enterococcus_odb12/spades_scaffolds_illumina_enterococcus_odb12/prodigal_output/predicted_genes/predicted.faa 
# Current dir:     /gorilla/home/dich3309/rnaseq-tnseq-enterococcus-analysis/code
# Date:            Tue Apr 28 22:12:34 2026
# [ok]
