#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NODE_1_length_1652082_cov_46.167482:145581-147317|+   -            579 1614                 -            563  9.6e-216  715.1  16.0   1   1  5.6e-218  1.2e-215  714.9  16.0     9   562    10   577     2   578 0.94 NODE_1_length_1652082_cov_46.167482_163 # 145581 # 147317 # 1 # ID=1_163;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.408
NODE_4_length_212759_cov_102.864112:124686-126005|+   -            440 1614                 -            563     3e-16   56.5  12.8   3   3   1.5e-18     3e-16   56.5  12.8   336   483   224   369   212   416 0.90 NODE_4_length_212759_cov_102.864112_122 # 124686 # 126005 # 1 # ID=4_122;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.208
NODE_2_length_840748_cov_42.698360:146155-147891|-    -            579 1614                 -            563   2.5e-07   27.1  17.7   1   3      0.44        91   -1.2   0.3    49    53    52    56     3   112 0.49 NODE_2_length_840748_cov_42.698360_132 # 146155 # 147891 # -1 # ID=2_132;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.378
NODE_2_length_840748_cov_42.698360:146155-147891|-    -            579 1614                 -            563   2.5e-07   27.1  17.7   2   3   3.2e-06   0.00066   15.8   3.1    77   242   203   374   145   384 0.67 NODE_2_length_840748_cov_42.698360_132 # 146155 # 147891 # -1 # ID=2_132;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.378
NODE_2_length_840748_cov_42.698360:146155-147891|-    -            579 1614                 -            563   2.5e-07   27.1  17.7   3   3   2.7e-07   5.5e-05   19.4   1.7   414   562   433   568   394   569 0.77 NODE_2_length_840748_cov_42.698360_132 # 146155 # 147891 # -1 # ID=2_132;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.378
NODE_2_length_840748_cov_42.698360:539935-540720|+    -            262 1614                 -            563   9.5e-07   25.2   3.3   1   2      0.18        37    0.1   0.6   219   268    34    85    29   108 0.66 NODE_2_length_840748_cov_42.698360_516 # 539935 # 540720 # 1 # ID=2_516;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.372
NODE_2_length_840748_cov_42.698360:539935-540720|+    -            262 1614                 -            563   9.5e-07   25.2   3.3   2   2   4.6e-09   9.5e-07   25.2   3.3   448   563   132   248    77   248 0.79 NODE_2_length_840748_cov_42.698360_516 # 539935 # 540720 # 1 # ID=2_516;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.372
NODE_2_length_840748_cov_42.698360:798802-799869|-    -            356 1614                 -            563   5.3e-05   19.4   8.8   1   2   1.4e-06   0.00029   17.0   3.5   396   505   199   312   195   315 0.72 NODE_2_length_840748_cov_42.698360_759 # 798802 # 799869 # -1 # ID=2_759;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.376
NODE_2_length_840748_cov_42.698360:798802-799869|-    -            356 1614                 -            563   5.3e-05   19.4   8.8   2   2    0.0054       1.1    5.1   0.4   528   562   317   351   309   352 0.89 NODE_2_length_840748_cov_42.698360_759 # 798802 # 799869 # -1 # ID=2_759;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.376
NODE_1_length_1652082_cov_46.167482:1262695-1264803|- -            703 1614                 -            563   0.00092   15.3   1.6   1   2   5.3e-06    0.0011   15.1   0.2   459   511    25    75    10    81 0.90 NODE_1_length_1652082_cov_46.167482_1236 # 1262695 # 1264803 # -1 # ID=1_1236;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.410
NODE_1_length_1652082_cov_46.167482:1262695-1264803|- -            703 1614                 -            563   0.00092   15.3   1.6   2   2         2   4.2e+02   -3.4   0.1   192   219   294   321   289   334 0.56 NODE_1_length_1652082_cov_46.167482_1236 # 1262695 # 1264803 # -1 # ID=1_1236;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.410
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /sw/data/local/BUSCO_Data/v5/lineages/enterococcaceae_odb12/hmms/1614at81852.hmm
# Target file:     /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_enterococcaceae_odb12/spades_scaffolds_nanopore_illumina_enterococcaceae_odb12/prodigal_output/predicted_genes/predicted.faa
# Option settings: hmmsearch --domtblout /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_enterococcaceae_odb12/spades_scaffolds_nanopore_illumina_enterococcaceae_odb12/run_enterococcaceae_odb12/hmmer_output/1614at81852.out --cpu 1 /sw/data/local/BUSCO_Data/v5/lineages/enterococcaceae_odb12/hmms/1614at81852.hmm /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_enterococcaceae_odb12/spades_scaffolds_nanopore_illumina_enterococcaceae_odb12/prodigal_output/predicted_genes/predicted.faa 
# Current dir:     /gorilla/home/dich3309/rnaseq-tnseq-enterococcus-analysis/code
# Date:            Tue Apr 28 22:18:23 2026
# [ok]
