#                                                                                                          --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                      accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                              ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NODE_17_length_62801_cov_60.881707:30713-32275|+   -            521 18543                -            520         0 1065.2  18.8   1   1         0         0 1065.1  18.8     1   518     1   518     1   520 0.99 NODE_17_length_62801_cov_60.881707_30 # 30713 # 32275 # 1 # ID=17_30;partial=00;start_type=GTG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.406
NODE_17_length_62801_cov_60.881707:1133-2755|-     -            541 18543                -            520   1.4e-23   80.7   0.2   2   4   8.7e-08   3.5e-06   23.3   0.0   402   483   153   231   126   266 0.86 NODE_17_length_62801_cov_60.881707_2 # 1133 # 2755 # -1 # ID=17_2;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.375
NODE_17_length_62801_cov_60.881707:1133-2755|-     -            541 18543                -            520   1.4e-23   80.7   0.2   3   4     0.092       3.7    3.4   0.0     9    64   321   376   315   386 0.88 NODE_17_length_62801_cov_60.881707_2 # 1133 # 2755 # -1 # ID=17_2;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.375
NODE_17_length_62801_cov_60.881707:1133-2755|-     -            541 18543                -            520   1.4e-23   80.7   0.2   4   4   0.00047     0.019   10.9   0.0   143   218   439   511   418   529 0.57 NODE_17_length_62801_cov_60.881707_2 # 1133 # 2755 # -1 # ID=17_2;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.375
NODE_10_length_113754_cov_99.095655:94297-95301|-  -            335 18543                -            520   6.7e-23   78.4   0.3   1   1     2e-24   7.9e-23   78.2   0.3    19   230    22   244     1   248 0.78 NODE_10_length_113754_cov_99.095655_89 # 94297 # 95301 # -1 # ID=10_89;partial=00;start_type=TTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.426
NODE_17_length_62801_cov_60.881707:60156-61025|+   -            290 18543                -            520   9.3e-23   78.0   0.0   1   1   3.1e-24   1.2e-22   77.5   0.0    22   229    22   232    14   239 0.83 NODE_17_length_62801_cov_60.881707_73 # 60156 # 61025 # 1 # ID=17_73;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.421
NODE_3_length_193524_cov_75.578528:179544-181298|+ -            585 18543                -            520   9.5e-23   77.9   0.3   1   1   3.5e-24   1.4e-22   77.4   0.3    24   224   367   565   363   575 0.87 NODE_3_length_193524_cov_75.578528_191 # 179544 # 181298 # 1 # ID=3_191;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.394
NODE_29_length_29482_cov_87.199667:5503-6588|+     -            362 18543                -            520   1.6e-22   77.1   0.1   1   1   6.2e-24   2.5e-22   76.6   0.1     7   224     5   217     2   243 0.88 NODE_29_length_29482_cov_87.199667_8 # 5503 # 6588 # 1 # ID=29_8;partial=00;start_type=GTG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.397
NODE_30_length_28698_cov_56.930508:12546-13451|+   -            302 18543                -            520   1.6e-21   73.9   1.9   1   1     2e-22   8.2e-21   71.6   1.9     9   233     5   217     2   240 0.86 NODE_30_length_28698_cov_56.930508_17 # 12546 # 13451 # 1 # ID=30_17;partial=00;start_type=TTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.401
NODE_4_length_185058_cov_63.073482:96234-96920|-   -            229 18543                -            520   1.8e-21   73.8   1.6   1   1   7.2e-23   2.9e-21   73.0   1.6     8   222     2   216     1   221 0.90 NODE_4_length_185058_cov_63.073482_87 # 96234 # 96920 # -1 # ID=4_87;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.422
NODE_10_length_113754_cov_99.095655:77382-78137|-  -            252 18543                -            520   2.2e-21   73.5   4.0   1   1   6.2e-23   2.5e-21   73.3   4.0     8   229     2   222     1   237 0.90 NODE_10_length_113754_cov_99.095655_76 # 77382 # 78137 # -1 # ID=10_76;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.362
NODE_20_length_58283_cov_65.610712:25856-27790|+   -            645 18543                -            520   2.4e-21   73.3   0.5   1   4   3.6e-10   1.4e-08   31.1   0.2     8    67     4    63     1    68 0.92 NODE_20_length_58283_cov_65.610712_34 # 25856 # 27790 # 1 # ID=20_34;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.402
NODE_20_length_58283_cov_65.610712:25856-27790|+   -            645 18543                -            520   2.4e-21   73.3   0.5   2   4   3.6e-05    0.0015   14.6   0.0   402   461   162   218   138   238 0.79 NODE_20_length_58283_cov_65.610712_34 # 25856 # 27790 # 1 # ID=20_34;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.402
NODE_20_length_58283_cov_65.610712:25856-27790|+   -            645 18543                -            520   2.4e-21   73.3   0.5   3   4   2.9e-05    0.0012   15.0   0.0     6    51   327   372   323   388 0.85 NODE_20_length_58283_cov_65.610712_34 # 25856 # 27790 # 1 # ID=20_34;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.402
NODE_20_length_58283_cov_65.610712:25856-27790|+   -            645 18543                -            520   2.4e-21   73.3   0.5   4   4    0.0051      0.21    7.5   0.0   401   461   442   499   432   552 0.81 NODE_20_length_58283_cov_65.610712_34 # 25856 # 27790 # 1 # ID=20_34;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.402
NODE_26_length_32562_cov_63.418796:13319-15061|+   -            581 18543                -            520   4.1e-21   72.5   0.2   1   1   1.5e-22   5.9e-21   72.0   0.2     6   224   328   545   325   555 0.86 NODE_26_length_32562_cov_63.418796_15 # 13319 # 15061 # 1 # ID=26_15;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.336
NODE_32_length_27950_cov_55.508185:11290-12036|+   -            249 18543                -            520   8.3e-21   71.5   0.2   1   1   2.4e-22   9.6e-21   71.3   0.2     8   230     6   224     1   241 0.85 NODE_32_length_27950_cov_55.508185_12 # 11290 # 12036 # 1 # ID=32_12;partial=00;start_type=TTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.386
NODE_6_length_133129_cov_71.626923:44325-44987|+   -            221 18543                -            520     6e-20   68.7   0.3   1   1   1.8e-21   7.4e-20   68.4   0.3    24   208    20   203    15   218 0.89 NODE_6_length_133129_cov_71.626923_41 # 44325 # 44987 # 1 # ID=6_41;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.379
NODE_17_length_62801_cov_60.881707:59341-60180|+   -            280 18543                -            520   6.9e-20   68.5   0.1   1   1     2e-21   8.2e-20   68.3   0.1    22   231    22   228     2   267 0.80 NODE_17_length_62801_cov_60.881707_72 # 59341 # 60180 # 1 # ID=17_72;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.413
NODE_9_length_122393_cov_61.758630:63224-65110|-   -            629 18543                -            520   9.2e-20   68.1   0.2   1   4   4.3e-05    0.0017   14.4   0.1    10    57     7    54     3   117 0.83 NODE_9_length_122393_cov_61.758630_67 # 63224 # 65110 # -1 # ID=9_67;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.387
NODE_9_length_122393_cov_61.758630:63224-65110|-   -            629 18543                -            520   9.2e-20   68.1   0.2   2   4   1.1e-06   4.5e-05   19.6   0.0   384   474   143   228   114   240 0.74 NODE_9_length_122393_cov_61.758630_67 # 63224 # 65110 # -1 # ID=9_67;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.387
NODE_9_length_122393_cov_61.758630:63224-65110|-   -            629 18543                -            520   9.2e-20   68.1   0.2   3   4     1e-06     4e-05   19.8   0.1    12    80   327   394   317   398 0.77 NODE_9_length_122393_cov_61.758630_67 # 63224 # 65110 # -1 # ID=9_67;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.387
NODE_9_length_122393_cov_61.758630:63224-65110|-   -            629 18543                -            520   9.2e-20   68.1   0.2   4   4    0.0018     0.073    9.0   0.0   141   216   442   514   434   532 0.78 NODE_9_length_122393_cov_61.758630_67 # 63224 # 65110 # -1 # ID=9_67;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.387
NODE_18_length_59342_cov_60.374412:12239-12919|+   -            227 18543                -            520   1.4e-19   67.5   0.0   1   1   4.1e-21   1.6e-19   67.3   0.0     8   214     4   209     1   218 0.86 NODE_18_length_59342_cov_60.374412_10 # 12239 # 12919 # 1 # ID=18_10;partial=00;start_type=GTG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.404
NODE_24_length_39856_cov_62.007358:11707-12513|-   -            269 18543                -            520   1.5e-19   67.4   1.1   1   1   4.1e-21   1.6e-19   67.3   1.1    11   235     8   242     1   265 0.81 NODE_24_length_39856_cov_62.007358_11 # 11707 # 12513 # -1 # ID=24_11;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.430
NODE_8_length_123234_cov_76.327838:16903-18123|+   -            407 18543                -            520   1.8e-19   67.1   1.3   1   2   1.3e-13   5.2e-12   42.5   0.2    19    70    39    90    28    98 0.91 NODE_8_length_123234_cov_76.327838_18 # 16903 # 18123 # 1 # ID=8_18;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.364
NODE_8_length_123234_cov_76.327838:16903-18123|+   -            407 18543                -            520   1.8e-19   67.1   1.3   2   2   7.3e-08   2.9e-06   23.5   0.1   378   494   122   237   104   260 0.80 NODE_8_length_123234_cov_76.327838_18 # 16903 # 18123 # 1 # ID=8_18;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.364
NODE_6_length_133129_cov_71.626923:82131-83201|-   -            357 18543                -            520   4.6e-19   65.8   2.5   1   1   1.6e-20   6.4e-19   65.3   2.5     9   224     6   236     2   244 0.78 NODE_6_length_133129_cov_71.626923_74 # 82131 # 83201 # -1 # ID=6_74;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.424
NODE_6_length_133129_cov_71.626923:81188-82141|-   -            318 18543                -            520   1.3e-18   64.3   0.3   1   2   8.3e-20   3.3e-18   62.9   0.2    19   222    22   231     3   242 0.83 NODE_6_length_133129_cov_71.626923_73 # 81188 # 82141 # -1 # ID=6_73;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.389
NODE_6_length_133129_cov_71.626923:81188-82141|-   -            318 18543                -            520   1.3e-18   64.3   0.3   2   2       4.1   1.7e+02   -2.0   0.0   392   430   279   317   276   317 0.91 NODE_6_length_133129_cov_71.626923_73 # 81188 # 82141 # -1 # ID=6_73;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.389
NODE_19_length_58687_cov_59.880605:32343-32981|+   -            213 18543                -            520   1.3e-18   64.3   0.1   1   1   3.9e-20   1.6e-18   64.0   0.1    31   202    28   199    16   209 0.88 NODE_19_length_58687_cov_59.880605_29 # 32343 # 32981 # 1 # ID=19_29;partial=00;start_type=TTG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.355
NODE_6_length_133129_cov_71.626923:69162-70271|+   -            370 18543                -            520   1.7e-18   63.9   0.2   1   1   1.5e-19   6.1e-18   62.1   0.3    10   224     6   219     1   236 0.84 NODE_6_length_133129_cov_71.626923_62 # 69162 # 70271 # 1 # ID=6_62;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.397
NODE_2_length_252901_cov_71.242866:35200-36006|+   -            269 18543                -            520   2.2e-18   63.5   0.2   1   1   6.8e-20   2.7e-18   63.2   0.2    13   230     9   227     3   243 0.87 NODE_2_length_252901_cov_71.242866_41 # 35200 # 36006 # 1 # ID=2_41;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.385
