#                                                                                                          --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                      accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                              ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NODE_4_length_185058_cov_63.073482:143682-144491|+ -            270 6417                 -            269  8.8e-147  484.9   4.9   1   1  3.7e-149  9.8e-147  484.8   4.9     1   269     1   269     1   269 1.00 NODE_4_length_185058_cov_63.073482_138 # 143682 # 144491 # 1 # ID=4_138;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.422
NODE_10_length_113754_cov_99.095655:56781-57554|-  -            258 6417                 -            269     4e-30  102.4   0.1   3   3   2.8e-22   7.4e-20   68.7   0.0   175   266   162   253   137   256 0.90 NODE_10_length_113754_cov_99.095655_53 # 56781 # 57554 # -1 # ID=10_53;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.416
NODE_3_length_193524_cov_75.578528:149243-150079|- -            279 6417                 -            269   9.7e-30  101.1   0.4   1   1   9.4e-32   2.5e-29   99.8   0.4     3   266     1   274     1   277 0.80 NODE_3_length_193524_cov_75.578528_171 # 149243 # 150079 # -1 # ID=3_171;partial=00;start_type=ATG;rbs_motif=AGGAG/GGAGG;rbs_spacer=11-12bp;gc_cont=0.300
NODE_7_length_127392_cov_103.596228:33225-33998|+  -            258 6417                 -            269   3.7e-25   86.1   0.0   1   1   7.9e-27   2.1e-24   83.7   0.0     8   267    10   254     5   256 0.89 NODE_7_length_127392_cov_103.596228_39 # 33225 # 33998 # 1 # ID=7_39;partial=00;start_type=GTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.390
NODE_39_length_14199_cov_51.426444:1809-3893|-     -            695 6417                 -            269    0.0026   14.5   0.3   1   1   1.9e-05     0.005   13.5   0.3   201   265   566   631   546   633 0.90 NODE_39_length_14199_cov_51.426444_2 # 1809 # 3893 # -1 # ID=39_2;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.393
NODE_9_length_122393_cov_61.758630:117821-120487|- -            889 6417                 -            269    0.0055   13.4   3.6   1   2     0.041        11    2.6   0.0    23    64   535   576   527   585 0.84 NODE_9_length_122393_cov_61.758630_116 # 117821 # 120487 # -1 # ID=9_116;partial=00;start_type=TTG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.408
NODE_9_length_122393_cov_61.758630:117821-120487|- -            889 6417                 -            269    0.0055   13.4   3.6   2   2   0.00025     0.067    9.9   1.7   218   258   627   667   619   675 0.84 NODE_9_length_122393_cov_61.758630_116 # 117821 # 120487 # -1 # ID=9_116;partial=00;start_type=TTG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.408
NODE_31_length_28084_cov_163.260775:1417-3603|+    -            729 6417                 -            269    0.0056   13.4   3.9   1   2     0.023       6.1    3.4   0.0    15    45   545   575   542   589 0.87 NODE_31_length_28084_cov_163.260775_4 # 1417 # 3603 # 1 # ID=31_4;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.416
NODE_31_length_28084_cov_163.260775:1417-3603|+    -            729 6417                 -            269    0.0056   13.4   3.9   2   2   0.00034      0.09    9.4   1.4   206   264   608   666   602   669 0.85 NODE_31_length_28084_cov_163.260775_4 # 1417 # 3603 # 1 # ID=31_4;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.416
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /sw/data/local/BUSCO_Data/v5/lineages/enterococcus_odb12/hmms/6417at1350.hmm
# Target file:     /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_manual_lineage/spades_scaffolds_isolate_enterococcus_odb12/prodigal_output/predicted_genes/predicted.faa
# Option settings: hmmsearch --domtblout /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_manual_lineage/spades_scaffolds_isolate_enterococcus_odb12/run_enterococcus_odb12/hmmer_output/6417at1350.out --cpu 1 /sw/data/local/BUSCO_Data/v5/lineages/enterococcus_odb12/hmms/6417at1350.hmm /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_manual_lineage/spades_scaffolds_isolate_enterococcus_odb12/prodigal_output/predicted_genes/predicted.faa 
# Current dir:     /gorilla/home/dich3309/rnaseq-tnseq-enterococcus-analysis/code
# Date:            Wed Apr 22 11:43:00 2026
# [ok]
