#                                                                                                          --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                      accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                              ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NODE_9_length_122393_cov_61.758630:54413-55273|-   -            287 20420                -            282  5.5e-169  558.0   0.4   1   1  1.8e-171  6.3e-169  557.8   0.4     1   281     1   281     1   282 1.00 NODE_9_length_122393_cov_61.758630_55 # 54413 # 55273 # -1 # ID=9_55;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.418
NODE_20_length_58283_cov_65.610712:39763-40992|-   -            410 20420                -            282     0.013   12.1   4.1   1   3       2.2   7.8e+02   -3.6   0.0   215   247    17    45    11    52 0.67 NODE_20_length_58283_cov_65.610712_44 # 39763 # 40992 # -1 # ID=20_44;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.415
NODE_20_length_58283_cov_65.610712:39763-40992|-   -            410 20420                -            282     0.013   12.1   4.1   2   3   0.00019     0.066    9.8   0.1    93   141   163   214   153   222 0.70 NODE_20_length_58283_cov_65.610712_44 # 39763 # 40992 # -1 # ID=20_44;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.415
NODE_20_length_58283_cov_65.610712:39763-40992|-   -            410 20420                -            282     0.013   12.1   4.1   3   3     0.024       8.5    2.9   0.4     3   104   252   352   250   361 0.67 NODE_20_length_58283_cov_65.610712_44 # 39763 # 40992 # -1 # ID=20_44;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.415
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /sw/data/local/BUSCO_Data/v5/lineages/enterococcus_odb12/hmms/20420at1350.hmm
# Target file:     /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_manual_lineage/spades_scaffolds_isolate_enterococcus_odb12/prodigal_output/predicted_genes/predicted.faa
# Option settings: hmmsearch --domtblout /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_manual_lineage/spades_scaffolds_isolate_enterococcus_odb12/run_enterococcus_odb12/hmmer_output/20420at1350.out --cpu 1 /sw/data/local/BUSCO_Data/v5/lineages/enterococcus_odb12/hmms/20420at1350.hmm /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_manual_lineage/spades_scaffolds_isolate_enterococcus_odb12/prodigal_output/predicted_genes/predicted.faa 
# Current dir:     /gorilla/home/dich3309/rnaseq-tnseq-enterococcus-analysis/code
# Date:            Wed Apr 22 11:42:39 2026
# [ok]
