#                                                                                           --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                       accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#               ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
tig00000001_pilon:2649867-2650727|- -            287 20420                -            282  5.4e-169  558.0   0.4   1   1  1.8e-171  6.2e-169  557.8   0.4     1   281     1   281     1   282 1.00 tig00000001_pilon_2542 # 2649867 # 2650727 # -1 # ID=1_2542;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.418
tig00000001_pilon:198650-200782|-   -            711 20420                -            282    0.0021   14.7   0.1   1   3   6.2e-06    0.0021   14.7   0.1   125   176     5    57     1    75 0.83 tig00000001_pilon_215 # 198650 # 200782 # -1 # ID=1_215;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.410
tig00000001_pilon:198650-200782|-   -            711 20420                -            282    0.0021   14.7   0.1   2   3      0.31   1.1e+02   -0.8   0.0    45   105    98   160    77   164 0.70 tig00000001_pilon_215 # 198650 # 200782 # -1 # ID=1_215;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.410
tig00000001_pilon:198650-200782|-   -            711 20420                -            282    0.0021   14.7   0.1   3   3      0.73   2.5e+02   -2.0   0.1    66   106   190   234   182   239 0.61 tig00000001_pilon_215 # 198650 # 200782 # -1 # ID=1_215;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.410
tig00000001_pilon:1625133-1626362|+ -            410 20420                -            282     0.013   12.1   4.1   1   3       2.2   7.6e+02   -3.6   0.0   215   247    17    45    11    52 0.67 tig00000001_pilon_1543 # 1625133 # 1626362 # 1 # ID=1_1543;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.415
tig00000001_pilon:1625133-1626362|+ -            410 20420                -            282     0.013   12.1   4.1   2   3   0.00019     0.064    9.8   0.1    93   141   163   214   153   222 0.70 tig00000001_pilon_1543 # 1625133 # 1626362 # 1 # ID=1_1543;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.415
tig00000001_pilon:1625133-1626362|+ -            410 20420                -            282     0.013   12.1   4.1   3   3     0.024       8.4    2.9   0.4     3   104   252   352   250   361 0.67 tig00000001_pilon_1543 # 1625133 # 1626362 # 1 # ID=1_1543;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.415
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /sw/data/local/BUSCO_Data/v5/lineages/enterococcus_odb12/hmms/20420at1350.hmm
# Target file:     /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_enterococcus_odb12/canu_pacbio_pilon_r1_enterococcus_odb12/prodigal_output/predicted_genes/predicted.faa
# Option settings: hmmsearch --domtblout /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_enterococcus_odb12/canu_pacbio_pilon_r1_enterococcus_odb12/run_enterococcus_odb12/hmmer_output/20420at1350.out --cpu 1 /sw/data/local/BUSCO_Data/v5/lineages/enterococcus_odb12/hmms/20420at1350.hmm /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_enterococcus_odb12/canu_pacbio_pilon_r1_enterococcus_odb12/prodigal_output/predicted_genes/predicted.faa 
# Current dir:     /gorilla/home/dich3309/rnaseq-tnseq-enterococcus-analysis/code
# Date:            Wed Apr 29 00:54:35 2026
# [ok]
