#                                                                                           --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                       accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#               ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
tig00000001_pilon:13506-15011|-     -            502 21416                -            488    2e-290  961.0  13.1   1   1  9.3e-293  2.4e-290  960.8  13.1     2   487     7   495     6   496 0.99 tig00000001_pilon_8 # 13506 # 15011 # -1 # ID=1_8;partial=00;start_type=GTG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.365
tig00000001_pilon:631496-632704|+   -            403 21416                -            488   1.9e-24   83.8   1.3   1   1   1.1e-26   2.7e-24   83.3   1.3   260   487   158   385   135   386 0.85 tig00000001_pilon_573 # 631496 # 632704 # 1 # ID=1_573;partial=00;start_type=TTG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.391
tig00000005_pilon:3617-4759|+       -            381 21416                -            488     3e-21   73.2   6.0   1   1   1.7e-23   4.3e-21   72.7   6.0   180   486    66   369    50   371 0.82 tig00000005_pilon_7 # 3617 # 4759 # 1 # ID=5_7;partial=00;start_type=TTG;rbs_motif=GGxGG;rbs_spacer=11-12bp;gc_cont=0.415
tig00000005_pilon:36816-37181|+     -            122 21416                -            488   4.4e-18   62.8   0.1   1   1     2e-20   5.1e-18   62.6   0.1   386   486    12   110     6   112 0.92 tig00000005_pilon_47 # 36816 # 37181 # 1 # ID=5_47;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.470
tig00000001_pilon:1120443-1121468|+ -            342 21416                -            488     3e-16   56.7   0.4   1   1   2.4e-18   6.2e-16   55.7   0.3   386   487   232   333    98   334 0.86 tig00000001_pilon_1047 # 1120443 # 1121468 # 1 # ID=1_1047;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.376
tig00000001_pilon:505700-506596|-   -            299 21416                -            488   2.1e-14   50.6   2.4   1   1   9.6e-17   2.5e-14   50.4   2.4   262   485    74   293     2   296 0.71 tig00000001_pilon_472 # 505700 # 506596 # -1 # ID=1_472;partial=00;start_type=TTG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.398
tig00000001_pilon:2600389-2601174|+ -            262 21416                -            488    0.0027   14.0   1.0   1   2      0.81   2.1e+02   -2.1   0.1   305   349    50    94    29   109 0.62 tig00000001_pilon_2493 # 2600389 # 2601174 # 1 # ID=1_2493;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.372
tig00000001_pilon:2600389-2601174|+ -            262 21416                -            488    0.0027   14.0   1.0   2   2   1.3e-05    0.0033   13.8   0.1   384   486   144   246   119   248 0.81 tig00000001_pilon_2493 # 2600389 # 2601174 # 1 # ID=1_2493;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.372
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /sw/data/local/BUSCO_Data/v5/lineages/enterococcus_odb12/hmms/21416at1350.hmm
# Target file:     /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_enterococcus_odb12/canu_pacbio_pilon_r1_enterococcus_odb12/prodigal_output/predicted_genes/predicted.faa
# Option settings: hmmsearch --domtblout /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_enterococcus_odb12/canu_pacbio_pilon_r1_enterococcus_odb12/run_enterococcus_odb12/hmmer_output/21416at1350.out --cpu 1 /sw/data/local/BUSCO_Data/v5/lineages/enterococcus_odb12/hmms/21416at1350.hmm /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_enterococcus_odb12/canu_pacbio_pilon_r1_enterococcus_odb12/prodigal_output/predicted_genes/predicted.faa 
# Current dir:     /gorilla/home/dich3309/rnaseq-tnseq-enterococcus-analysis/code
# Date:            Wed Apr 29 00:54:44 2026
# [ok]
