#                                                                                                        --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                    accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                            ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NODE_4_length_101830_cov_39.048283:67476-69038|+ -            521 18543                -            519         0 1013.3  19.6   1   1         0         0 1013.2  19.6     2   514     3   515     2   520 0.99 NODE_4_length_101830_cov_39.048283_60 # 67476 # 69038 # 1 # ID=4_60;partial=00;start_type=GTG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.406
NODE_47_length_17117_cov_34.327980:13017-14210|+ -            398 18543                -            519   2.5e-30  102.8   0.5   1   2   6.3e-32   2.5e-30  102.8   0.5    11   223    32   245    21   282 0.85 NODE_47_length_17117_cov_34.327980_12 # 13017 # 14210 # 1 # ID=47_12;partial=00;start_type=TTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.414
NODE_47_length_17117_cov_34.327980:13017-14210|+ -            398 18543                -            519   2.5e-30  102.8   0.5   2   2         7   2.8e+02   -2.9   0.1   446   485   335   378   296   383 0.70 NODE_47_length_17117_cov_34.327980_12 # 13017 # 14210 # 1 # ID=47_12;partial=00;start_type=TTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.414
NODE_16_length_53957_cov_35.398816:6718-7635|+   -            306 18543                -            519   1.3e-29  100.4   2.2   1   1   7.8e-31   3.1e-29   99.2   2.2     4   230     6   221     3   283 0.86 NODE_16_length_53957_cov_35.398816_7 # 6718 # 7635 # 1 # ID=16_7;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.417
NODE_31_length_29314_cov_34.815612:13396-14328|+ -            311 18543                -            519   1.9e-29   99.9   0.5   1   1   6.2e-31   2.4e-29   99.5   0.5     6   223     2   214     1   229 0.93 NODE_31_length_29314_cov_34.815612_15 # 13396 # 14328 # 1 # ID=31_15;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.395
NODE_16_length_53957_cov_35.398816:12418-13353|+ -            312 18543                -            519   3.6e-29   99.0   0.1   1   1   1.1e-30   4.4e-29   98.7   0.1     6   231     4   225     1   235 0.90 NODE_16_length_53957_cov_35.398816_13 # 12418 # 13353 # 1 # ID=16_13;partial=00;start_type=ATG;rbs_motif=AGGAG/GGAGG;rbs_spacer=11-12bp;gc_cont=0.409
NODE_2_length_109676_cov_33.984218:76832-77599|- -            256 18543                -            519     1e-28   97.5   0.5   1   1   2.9e-30   1.1e-28   97.3   0.5     5   216     3   218     1   240 0.84 NODE_2_length_109676_cov_33.984218_85 # 76832 # 77599 # -1 # ID=2_85;partial=00;start_type=TTG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.401
NODE_19_length_49767_cov_34.796387:32152-32853|+ -            234 18543                -            519   4.1e-28   95.5   0.2   1   1     2e-28   7.7e-27   91.3   0.2    17   219    18   215     2   226 0.83 NODE_19_length_49767_cov_34.796387_34 # 32152 # 32853 # 1 # ID=19_34;partial=00;start_type=GTG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.396
NODE_3_length_106498_cov_28.709525:33604-34290|- -            229 18543                -            519   3.1e-27   92.6   0.1   1   1   9.2e-29   3.6e-27   92.4   0.1     5   206     3   207     1   219 0.88 NODE_3_length_106498_cov_28.709525_31 # 33604 # 34290 # -1 # ID=3_31;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.364
NODE_21_length_44893_cov_38.330769:3825-5240|+   -            472 18543                -            519   9.1e-27   91.1   6.2   1   2   8.3e-15   3.3e-13   46.3   0.2    21   226    18   224     1   238 0.79 NODE_21_length_44893_cov_38.330769_7 # 3825 # 5240 # 1 # ID=21_7;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.294
NODE_21_length_44893_cov_38.330769:3825-5240|+   -            472 18543                -            519   9.1e-27   91.1   6.2   2   2   4.7e-15   1.8e-13   47.1   1.3    23   219   270   447   254   465 0.84 NODE_21_length_44893_cov_38.330769_7 # 3825 # 5240 # 1 # ID=21_7;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.294
NODE_75_length_7718_cov_38.049589:6549-7580|+    -            344 18543                -            519   2.8e-26   89.4   0.3   1   1   2.3e-27   9.2e-26   87.7   0.3    26   226    22   217     3   230 0.90 NODE_75_length_7718_cov_38.049589_9 # 6549 # 7580 # 1 # ID=75_9;partial=00;start_type=ATG;rbs_motif=AGGAG/GGAGG;rbs_spacer=11-12bp;gc_cont=0.435
NODE_47_length_17117_cov_34.327980:425-1957|-    -            511 18543                -            519   1.3e-25   87.3   4.1   1   4   6.9e-12   2.7e-10   36.7   0.2     6    66     3    63     1    70 0.93 NODE_47_length_17117_cov_34.327980_1 # 425 # 1957 # -1 # ID=47_1;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.389
NODE_47_length_17117_cov_34.327980:425-1957|-    -            511 18543                -            519   1.3e-25   87.3   4.1   2   4   8.2e-08   3.2e-06   23.3   0.0   402   483   158   236   134   267 0.83 NODE_47_length_17117_cov_34.327980_1 # 425 # 1957 # -1 # ID=47_1;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.389
NODE_47_length_17117_cov_34.327980:425-1957|-    -            511 18543                -            519   1.3e-25   87.3   4.1   3   4   2.9e-06   0.00011   18.1   0.0    25    66   339   380   335   391 0.90 NODE_47_length_17117_cov_34.327980_1 # 425 # 1957 # -1 # ID=47_1;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.389
NODE_47_length_17117_cov_34.327980:425-1957|-    -            511 18543                -            519   1.3e-25   87.3   4.1   4   4    0.0037      0.15    7.9   0.0   400   441   434   475   402   507 0.79 NODE_47_length_17117_cov_34.327980_1 # 425 # 1957 # -1 # ID=47_1;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.389
NODE_1_length_114283_cov_31.103635:43041-43676|- -            212 18543                -            519   2.3e-25   86.4   0.1   1   1     7e-27   2.8e-25   86.2   0.1     7   211     2   203     1   207 0.90 NODE_1_length_114283_cov_31.103635_37 # 43041 # 43676 # -1 # ID=1_37;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.379
NODE_102_length_3832_cov_28.177919:1518-2174|+   -            219 18543                -            519   8.8e-25   84.5   3.0   1   1   2.5e-25     1e-23   81.0   3.0     6   224     3   210     1   216 0.84 NODE_102_length_3832_cov_28.177919_2 # 1518 # 2174 # 1 # ID=102_2;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.277
NODE_6_length_99885_cov_29.307212:55283-55951|+  -            223 18543                -            519   1.2e-24   84.0   0.4   1   1   3.6e-26   1.4e-24   83.8   0.4     6   207     3   206     1   217 0.87 NODE_6_length_99885_cov_29.307212_56 # 55283 # 55951 # 1 # ID=6_56;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.369
NODE_19_length_49767_cov_34.796387:10801-13137|- -            779 18543                -            519   1.2e-24   84.0   0.4   1   2     1e-25     4e-24   82.3   0.4     9   219     4   217     1   223 0.81 NODE_19_length_49767_cov_34.796387_14 # 10801 # 13137 # -1 # ID=19_14;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.387
NODE_19_length_49767_cov_34.796387:10801-13137|- -            779 18543                -            519   1.2e-24   84.0   0.4   2   2       3.2   1.2e+02   -1.8   0.0   267   296   453   482   438   507 0.73 NODE_19_length_49767_cov_34.796387_14 # 10801 # 13137 # -1 # ID=19_14;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.387
NODE_3_length_106498_cov_28.709525:3244-4014|+   -            257 18543                -            519   1.4e-24   83.9   0.2   1   1   4.5e-26   1.8e-24   83.5   0.2    23   236    26   246    17   251 0.85 NODE_3_length_106498_cov_28.709525_5 # 3244 # 4014 # 1 # ID=3_5;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.398
NODE_14_length_56501_cov_33.217624:47220-47957|- -            246 18543                -            519   1.5e-24   83.7   0.1   1   1   5.1e-26     2e-24   83.3   0.1    10   219     6   210     2   218 0.93 NODE_14_length_56501_cov_33.217624_42 # 47220 # 47957 # -1 # ID=14_42;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.393
NODE_6_length_99885_cov_29.307212:65262-66161|+  -            300 18543                -            519   2.5e-24   83.0   0.9   1   1   8.5e-26   3.3e-24   82.6   0.9     7   229     2   216     1   255 0.93 NODE_6_length_99885_cov_29.307212_65 # 65262 # 66161 # 1 # ID=6_65;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.388
NODE_4_length_101830_cov_39.048283:37896-39518|- -            541 18543                -            519   5.6e-24   81.9   0.1   1   4   4.3e-12   1.7e-10   37.4   0.0     7    67     2    62     1   103 0.91 NODE_4_length_101830_cov_39.048283_32 # 37896 # 39518 # -1 # ID=4_32;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.375
NODE_4_length_101830_cov_39.048283:37896-39518|- -            541 18543                -            519   5.6e-24   81.9   0.1   2   4   2.3e-08   9.2e-07   25.0   0.0   394   481   146   230   125   265 0.84 NODE_4_length_101830_cov_39.048283_32 # 37896 # 39518 # -1 # ID=4_32;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.375
NODE_4_length_101830_cov_39.048283:37896-39518|- -            541 18543                -            519   5.6e-24   81.9   0.1   3   4     0.037       1.5    4.6   0.0     8    64   321   377   316   393 0.85 NODE_4_length_101830_cov_39.048283_32 # 37896 # 39518 # -1 # ID=4_32;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.375
NODE_4_length_101830_cov_39.048283:37896-39518|- -            541 18543                -            519   5.6e-24   81.9   0.1   4   4    0.0011     0.044    9.6   0.0   400   478   436   511   419   528 0.66 NODE_4_length_101830_cov_39.048283_32 # 37896 # 39518 # -1 # ID=4_32;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.375
NODE_6_length_99885_cov_29.307212:10945-12879|-  -            645 18543                -            519   2.3e-23   79.8   0.6   1   4   7.3e-11   2.9e-09   33.3   0.2     7    66     4    63     1    72 0.92 NODE_6_length_99885_cov_29.307212_9 # 10945 # 12879 # -1 # ID=6_9;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.403
NODE_6_length_99885_cov_29.307212:10945-12879|-  -            645 18543                -            519   2.3e-23   79.8   0.6   2   4   5.2e-06   0.00021   17.3   0.0   399   468   160   229   136   256 0.75 NODE_6_length_99885_cov_29.307212_9 # 10945 # 12879 # -1 # ID=6_9;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.403
NODE_6_length_99885_cov_29.307212:10945-12879|-  -            645 18543                -            519   2.3e-23   79.8   0.6   3   4   8.4e-06   0.00033   16.6   0.0     5    50   327   372   324   390 0.88 NODE_6_length_99885_cov_29.307212_9 # 10945 # 12879 # -1 # ID=6_9;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.403
NODE_6_length_99885_cov_29.307212:10945-12879|-  -            645 18543                -            519   2.3e-23   79.8   0.6   4   4    0.0045      0.18    7.6   0.0   403   462   445   501   426   560 0.77 NODE_6_length_99885_cov_29.307212_9 # 10945 # 12879 # -1 # ID=6_9;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.403
NODE_4_length_101830_cov_39.048283:96919-97788|+ -            290 18543                -            519   4.9e-23   78.7   0.0   1   1   1.7e-24   6.6e-23   78.3   0.0    23   225    24   229    16   239 0.83 NODE_4_length_101830_cov_39.048283_103 # 96919 # 97788 # 1 # ID=4_103;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.421
NODE_9_length_85202_cov_37.123657:23789-25543|+  -            585 18543                -            519   5.3e-23   78.6   0.5   1   1   2.2e-24   8.5e-23   78.0   0.5    23   225   367   567   363   575 0.87 NODE_9_length_85202_cov_37.123657_20 # 23789 # 25543 # 1 # ID=9_20;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.394
NODE_14_length_56501_cov_33.217624:34213-35796|+ -            528 18543                -            519   6.9e-23   78.2   3.3   1   3   5.7e-13   2.2e-11   40.3   1.0   274   466    17   218     1   236 0.77 NODE_14_length_56501_cov_33.217624_28 # 34213 # 35796 # 1 # ID=14_28;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.451
NODE_14_length_56501_cov_33.217624:34213-35796|+ -            528 18543                -            519   6.9e-23   78.2   3.3   2   3   3.7e-07   1.5e-05   21.1   0.0     9    66   330   387   323   398 0.84 NODE_14_length_56501_cov_33.217624_28 # 34213 # 35796 # 1 # ID=14_28;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.451
NODE_14_length_56501_cov_33.217624:34213-35796|+ -            528 18543                -            519   6.9e-23   78.2   3.3   3   3   8.6e-05    0.0034   13.3   0.0   133   183   433   486   417   496 0.81 NODE_14_length_56501_cov_33.217624_28 # 34213 # 35796 # 1 # ID=14_28;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.451
NODE_22_length_43520_cov_30.536294:30199-30885|+ -            229 18543                -            519   7.9e-23   78.1   1.7   1   1   2.4e-24   9.5e-23   77.8   1.7     7   221     2   216     1   221 0.90 NODE_22_length_43520_cov_30.536294_35 # 30199 # 30885 # 1 # ID=22_35;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.419
NODE_7_length_86709_cov_33.100688:24626-25531|+  -            302 18543                -            519   1.6e-22   77.1   3.3   1   1   4.5e-23   1.8e-21   73.6   3.3     8   231     5   217     2   240 0.84 NODE_7_length_86709_cov_33.100688_26 # 24626 # 25531 # 1 # ID=7_26;partial=00;start_type=TTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.401
NODE_33_length_26464_cov_31.883600:5525-6610|+   -            362 18543                -            519     2e-22   76.7   0.2   1   1   9.7e-24   3.8e-22   75.8   0.2     6   225     5   219     2   242 0.89 NODE_33_length_26464_cov_31.883600_8 # 5525 # 6610 # 1 # ID=33_8;partial=00;start_type=GTG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.397
NODE_44_length_19664_cov_36.992299:18598-19602|- -            335 18543                -            519   5.2e-22   75.3   1.0   1   1     3e-23   1.2e-21   74.2   1.0    18   228    22   243     1   247 0.75 NODE_44_length_19664_cov_36.992299_16 # 18598 # 19602 # -1 # ID=44_16;partial=00;start_type=TTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.426
NODE_4_length_101830_cov_39.048283:96104-96943|+ -            280 18543                -            519   2.9e-21   72.9   0.2   1   1   8.3e-23   3.3e-21   72.7   0.2    21   230    22   228     2   272 0.81 NODE_4_length_101830_cov_39.048283_102 # 96104 # 96943 # 1 # ID=4_102;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.413
NODE_1_length_114283_cov_31.103635:15385-16494|+ -            370 18543                -            519   3.2e-21   72.7   0.3   1   2   2.6e-16     1e-14   51.3   0.0     8   169     5   162     1   162 0.85 NODE_1_length_114283_cov_31.103635_14 # 15385 # 16494 # 1 # ID=1_14;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.397
NODE_1_length_114283_cov_31.103635:15385-16494|+ -            370 18543                -            519   3.2e-21   72.7   0.3   2   2   4.7e-09   1.8e-07   27.3   0.0   401   502   133   235   126   242 0.85 NODE_1_length_114283_cov_31.103635_14 # 15385 # 16494 # 1 # ID=1_14;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.397
NODE_44_length_19664_cov_36.992299:1683-2438|-   -            252 18543                -            519     4e-21   72.4   5.1   1   1   1.2e-22   4.7e-21   72.2   5.1     7   234     2   228     1   238 0.89 NODE_44_length_19664_cov_36.992299_3 # 1683 # 2438 # -1 # ID=44_3;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.362
NODE_21_length_44893_cov_38.330769:7675-9417|+   -            581 18543                -            519   4.2e-21   72.4   0.3   1   1   1.5e-22   6.1e-21   71.8   0.3     5   223   328   545   325   556 0.87 NODE_21_length_44893_cov_38.330769_10 # 7675 # 9417 # 1 # ID=21_10;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.336
NODE_29_length_31200_cov_30.116648:7105-7767|-   -            221 18543                -            519   8.6e-21   71.3   0.3   1   1   2.7e-22     1e-20   71.1   0.3    24   210    21   205    15   219 0.88 NODE_29_length_31200_cov_30.116648_7 # 7105 # 7767 # -1 # ID=29_7;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.380
NODE_32_length_28108_cov_33.161872:15937-16683|- -            249 18543                -            519   2.1e-20   70.0   0.3   1   1   6.3e-22   2.5e-20   69.8   0.3     7   229     6   224     1   242 0.86 NODE_32_length_28108_cov_33.161872_17 # 15937 # 16683 # -1 # ID=32_17;partial=00;start_type=TTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.386
NODE_11_length_80003_cov_31.743608:29672-31558|+ -            629 18543                -            519   2.5e-20   69.8   0.1   1   4   4.4e-05    0.0017   14.2   0.0     8    56     6    54     3   113 0.83 NODE_11_length_80003_cov_31.743608_31 # 29672 # 31558 # 1 # ID=11_31;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.387
NODE_11_length_80003_cov_31.743608:29672-31558|+ -            629 18543                -            519   2.5e-20   69.8   0.1   2   4     4e-07   1.6e-05   21.0   0.0   400   460   158   215   115   245 0.77 NODE_11_length_80003_cov_31.743608_31 # 29672 # 31558 # 1 # ID=11_31;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.387
NODE_11_length_80003_cov_31.743608:29672-31558|+ -            629 18543                -            519   2.5e-20   69.8   0.1   3   4     3e-07   1.2e-05   21.4   0.1    10    74   326   389   318   397 0.76 NODE_11_length_80003_cov_31.743608_31 # 29672 # 31558 # 1 # ID=11_31;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.387
NODE_11_length_80003_cov_31.743608:29672-31558|+ -            629 18543                -            519   2.5e-20   69.8   0.1   4   4    0.0035      0.14    8.0   0.0   140   442   442   483   420   534 0.57 NODE_11_length_80003_cov_31.743608_31 # 29672 # 31558 # 1 # ID=11_31;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.387
NODE_37_length_23788_cov_33.341002:18702-19922|+ -            407 18543                -            519   5.7e-20   68.6   1.8   1   2   5.5e-15   2.2e-13   46.9   0.2    18    70    39    91    27    98 0.91 NODE_37_length_23788_cov_33.341002_21 # 18702 # 19922 # 1 # ID=37_21;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.364
NODE_37_length_23788_cov_33.341002:18702-19922|+ -            407 18543                -            519   5.7e-20   68.6   1.8   2   2   3.7e-07   1.5e-05   21.1   0.1   380   493   125   237   107   269 0.70 NODE_37_length_23788_cov_33.341002_21 # 18702 # 19922 # 1 # ID=37_21;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.364
NODE_13_length_59599_cov_35.538241:12470-13150|+ -            227 18543                -            519   6.4e-20   68.5   0.0   1   1   2.2e-21   8.6e-20   68.0   0.0     7   216     4   213     2   218 0.86 NODE_13_length_59599_cov_35.538241_10 # 12470 # 13150 # 1 # ID=13_10;partial=00;start_type=GTG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.404
NODE_28_length_32648_cov_29.742705:25501-27261|+ -            587 18543                -            519   7.3e-20   68.3   0.4   1   1   2.8e-21   1.1e-19   67.7   0.4    24   223   363   560   359   569 0.89 NODE_28_length_32648_cov_29.742705_23 # 25501 # 27261 # 1 # ID=28_23;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.400
NODE_1_length_114283_cov_31.103635:28354-29424|- -            357 18543                -            519   2.2e-19   66.7   4.8   1   1   1.8e-20     7e-19   65.0   4.9     7   223     5   236     1   242 0.64 NODE_1_length_114283_cov_31.103635_26 # 28354 # 29424 # -1 # ID=1_26;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.424
NODE_7_length_86709_cov_33.100688:81579-82217|-  -            213 18543                -            519     5e-19   65.5   0.1   1   1   1.6e-20   6.3e-19   65.2   0.1    31   201    29   199    17   208 0.89 NODE_7_length_86709_cov_33.100688_79 # 81579 # 82217 # -1 # ID=7_79;partial=00;start_type=TTG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.355
NODE_21_length_44893_cov_38.330769:5937-7691|+   -            585 18543                -            519   6.4e-19   65.2   0.6   1   1   2.6e-20     1e-18   64.5   0.6    13   223   342   550   331   566 0.80 NODE_21_length_44893_cov_38.330769_9 # 5937 # 7691 # 1 # ID=21_9;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.318
NODE_17_length_53451_cov_37.688722:31653-32459|+ -            269 18543                -            519   7.6e-19   64.9   1.5   1   1   2.2e-20   8.7e-19   64.7   1.5     7   234     5   242     1   265 0.78 NODE_17_length_53451_cov_37.688722_24 # 31653 # 32459 # 1 # ID=17_24;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.431
NODE_9_length_85202_cov_37.123657:77900-79669|-  -            590 18543                -            519   7.8e-19   64.9   3.6   1   1     3e-20   1.2e-18   64.3   3.6    24   222   368   564   362   574 0.86 NODE_9_length_85202_cov_37.123657_58 # 77900 # 79669 # -1 # ID=9_58;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.385
