#                                                                                                        --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                    accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                            ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NODE_7_length_86709_cov_33.100688:15268-16137|+  -            290 23202                -            289  2.5e-142  470.9   7.8   1   1  1.1e-144  2.8e-142  470.7   7.8     1   289     1   289     1   289 1.00 NODE_7_length_86709_cov_33.100688_14 # 15268 # 16137 # 1 # ID=7_14;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.411
NODE_116_length_2764_cov_30.359911:113-922|-     -            270 23202                -            289   3.7e-28   96.2   0.1   2   2   6.3e-16   1.6e-13   48.2   0.0   202   284   183   266   154   269 0.87 NODE_116_length_2764_cov_30.359911_1 # 113 # 922 # -1 # ID=116_1;partial=00;start_type=TTG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.385
NODE_52_length_15383_cov_27.136547:13535-14308|+ -            258 23202                -            289   6.8e-26   88.8   0.1   1   2     2e-15   5.1e-13   46.5   0.2     8   133    11   134     6   145 0.93 NODE_52_length_15383_cov_27.136547_13 # 13535 # 14308 # 1 # ID=52_13;partial=00;start_type=GTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.390
NODE_52_length_15383_cov_27.136547:13535-14308|+ -            258 23202                -            289   6.8e-26   88.8   0.1   2   2   1.6e-13     4e-11   40.3   0.0   193   281   163   251   149   254 0.91 NODE_52_length_15383_cov_27.136547_13 # 13535 # 14308 # 1 # ID=52_13;partial=00;start_type=GTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.390
NODE_26_length_34327_cov_44.144053:28034-30325|+ -            764 23202                -            289    0.0027   14.6   2.4   1   4      0.83   2.1e+02   -1.5   0.0     4    21   212   229   210   242 0.88 NODE_26_length_34327_cov_44.144053_28 # 28034 # 30325 # 1 # ID=26_28;partial=00;start_type=ATG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.439
NODE_26_length_34327_cov_44.144053:28034-30325|+ -            764 23202                -            289    0.0027   14.6   2.4   2   4      0.86   2.2e+02   -1.5   0.0   154   174   238   258   221   272 0.77 NODE_26_length_34327_cov_44.144053_28 # 28034 # 30325 # 1 # ID=26_28;partial=00;start_type=ATG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.439
NODE_26_length_34327_cov_44.144053:28034-30325|+ -            764 23202                -            289    0.0027   14.6   2.4   3   4     0.006       1.5    5.6   0.0    24    58   402   436   399   457 0.89 NODE_26_length_34327_cov_44.144053_28 # 28034 # 30325 # 1 # ID=26_28;partial=00;start_type=ATG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.439
NODE_26_length_34327_cov_44.144053:28034-30325|+ -            764 23202                -            289    0.0027   14.6   2.4   4   4    0.0037      0.94    6.3   0.3   232   272   489   531   477   549 0.79 NODE_26_length_34327_cov_44.144053_28 # 28034 # 30325 # 1 # ID=26_28;partial=00;start_type=ATG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.439
NODE_60_length_13509_cov_28.953917:9885-12071|-  -            729 23202                -            289     0.004   14.0   2.3   1   2    0.0017      0.44    7.4   0.1    18    60   549   591   543   598 0.87 NODE_60_length_13509_cov_28.953917_11 # 9885 # 12071 # -1 # ID=60_11;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.416
NODE_60_length_13509_cov_28.953917:9885-12071|-  -            729 23202                -            289     0.004   14.0   2.3   2   2    0.0051       1.3    5.8   0.5   227   266   612   651   602   669 0.78 NODE_60_length_13509_cov_28.953917_11 # 9885 # 12071 # -1 # ID=60_11;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.416
NODE_15_length_55108_cov_29.376128:21635-24301|- -            889 23202                -            289     0.011   12.6   3.7   1   2     0.029       7.3    3.3   0.1    24    58   537   571   530   611 0.83 NODE_15_length_55108_cov_29.376128_18 # 21635 # 24301 # -1 # ID=15_18;partial=00;start_type=TTG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.408
NODE_15_length_55108_cov_29.376128:21635-24301|- -            889 23202                -            289     0.011   12.6   3.7   2   2   0.00053      0.14    9.0   0.9   235   278   627   671   616   682 0.85 NODE_15_length_55108_cov_29.376128_18 # 21635 # 24301 # -1 # ID=15_18;partial=00;start_type=TTG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.408
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /sw/data/local/BUSCO_Data/v5/lineages/enterococcaceae_odb12/hmms/23202at81852.hmm
# Target file:     /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_enterococcaceae_odb12/spades_scaffolds_illumina_enterococcaceae_odb12/prodigal_output/predicted_genes/predicted.faa
# Option settings: hmmsearch --domtblout /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_enterococcaceae_odb12/spades_scaffolds_illumina_enterococcaceae_odb12/run_enterococcaceae_odb12/hmmer_output/23202at81852.out --cpu 1 /sw/data/local/BUSCO_Data/v5/lineages/enterococcaceae_odb12/hmms/23202at81852.hmm /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_enterococcaceae_odb12/spades_scaffolds_illumina_enterococcaceae_odb12/prodigal_output/predicted_genes/predicted.faa 
# Current dir:     /gorilla/home/dich3309/rnaseq-tnseq-enterococcus-analysis/code
# Date:            Tue Apr 28 22:18:03 2026
# [ok]
