# BUSCO version is: 5.8.2 
# The lineage dataset is: archaea_odb12 (Creation date: 2025-05-14, number of genomes: 157, number of BUSCOs: 195)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length
52849at2157	Complete	tig00000001	1910726	1912144	+	378.0	405
53273at2157	Missing
55506at2157	Missing
56356at2157	Missing
60264at2157	Missing
65493at2157	Missing
65887at2157	Missing
84504at2157	Missing
84643at2157	Missing
84794at2157	Missing
84933at2157	Missing
85118at2157	Complete	tig00000001	2476750	2475809	-	174.1	183
85381at2157	Missing
85892at2157	Complete	tig00000001	1698485	1700488	+	174.7	376
94124at2157	Missing
115235at2157	Complete	tig00000001	1702906	1704687	+	840.7	542
117390at2157	Complete	tig00000001	1706063	1706698	+	181.5	200
129238at2157	Missing
146558at2157	Complete	tig00000001	2570601	2569327	-	385.2	421
147673at2157	Missing
204488at2157	Missing
275101at2157	Missing
295712at2157	Missing
314984at2157	Missing
371736at2157	Missing
371754at2157	Missing
371797at2157	Missing
371812at2157	Missing
371836at2157	Missing
371856at2157	Complete	tig00000001	1529222	1531231	+	321.7	445
371863at2157	Missing
371914at2157	Missing
371959at2157	Missing
371997at2157	Duplicated	tig00000001	1135318	1136292	+	131.3	232
371997at2157	Duplicated	tig00000001	444641	443670	-	148.7	229
372008at2157	Missing
372011at2157	Missing
372044at2157	Missing
372073at2157	Missing
372100at2157	Missing
372102at2157	Complete	tig00000001	2093446	2095137	+	441.7	574
372108at2157	Missing
372127at2157	Fragmented	tig00000001	722208	722573	+	73.4	110
372134at2157	Missing
372142at2157	Missing
372177at2157	Missing
372178at2157	Missing
372188at2157	Complete	tig00000001	758247	759245	+	271.3	267
372247at2157	Complete	tig00000001	663409	664701	+	527.2	414
372251at2157	Complete	tig00000001	2100305	2101027	+	104.7	222
372305at2157	Missing
