#                                                                                                           --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                       accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                               ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NODE_7_length_127392_cov_103.596228:122917-124653|+ -            579 1614                 -            563  9.8e-216  715.1  16.0   1   1  5.6e-218  1.2e-215  714.9  16.0     9   562    10   577     2   578 0.94 NODE_7_length_127392_cov_103.596228_128 # 122917 # 124653 # 1 # ID=7_128;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.408
NODE_37_length_17573_cov_153.551824:1616-2824|-     -            403 1614                 -            563   4.6e-41  138.5   1.8   2   2   2.2e-43   4.6e-41  138.5   1.8   338   562   158   385   149   386 0.93 NODE_37_length_17573_cov_153.551824_2 # 1616 # 2824 # -1 # ID=37_2;partial=00;start_type=TTG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.390
NODE_42_length_10417_cov_270.845628:8501-9643|-     -            381 1614                 -            563   3.8e-39  132.1   0.1   1   3      0.58   1.2e+02   -1.6   0.2   156   178    12    34     2    72 0.51 NODE_42_length_10417_cov_270.845628_12 # 8501 # 9643 # -1 # ID=42_12;partial=00;start_type=TTG;rbs_motif=GGxGG;rbs_spacer=11-12bp;gc_cont=0.413
NODE_42_length_10417_cov_270.845628:8501-9643|-     -            381 1614                 -            563   3.8e-39  132.1   0.1   2   3    0.0097         2    4.3   1.8   160   238    74   149    60   150 0.79 NODE_42_length_10417_cov_270.845628_12 # 8501 # 9643 # -1 # ID=42_12;partial=00;start_type=TTG;rbs_motif=GGxGG;rbs_spacer=11-12bp;gc_cont=0.413
NODE_42_length_10417_cov_270.845628:8501-9643|-     -            381 1614                 -            563   3.8e-39  132.1   0.1   3   3   1.8e-41   3.8e-39  132.1   0.1   341   562   148   370   145   371 0.93 NODE_42_length_10417_cov_270.845628_12 # 8501 # 9643 # -1 # ID=42_12;partial=00;start_type=TTG;rbs_motif=GGxGG;rbs_spacer=11-12bp;gc_cont=0.413
NODE_27_length_31036_cov_54.470116:19501-20526|+    -            342 1614                 -            563   1.6e-28   97.1   1.1   1   1   1.3e-30   2.7e-28   96.3   0.9   344   562   119   333   111   334 0.89 NODE_27_length_31036_cov_54.470116_20 # 19501 # 20526 # 1 # ID=27_20;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.376
NODE_12_length_79680_cov_63.087599:43955-44851|-    -            299 1614                 -            563   4.4e-23   79.1   2.7   1   2      0.21        44   -0.1   0.2    13   238     6    79     1    89 0.38 NODE_12_length_79680_cov_63.087599_49 # 43955 # 44851 # -1 # ID=12_49;partial=00;start_type=TTG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.398
NODE_12_length_79680_cov_63.087599:43955-44851|-    -            299 1614                 -            563   4.4e-23   79.1   2.7   2   2   2.1e-25   4.4e-23   79.1   2.7   350   545    87   281    73   295 0.87 NODE_12_length_79680_cov_63.087599_49 # 43955 # 44851 # -1 # ID=12_49;partial=00;start_type=TTG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.398
NODE_5_length_181677_cov_163.395180:100216-101535|+ -            440 1614                 -            563   3.1e-16   56.5  12.8   1   3      0.61   1.3e+02   -1.6   3.8   154   221     9    76     2    98 0.59 NODE_5_length_181677_cov_163.395180_99 # 100216 # 101535 # 1 # ID=5_99;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.208
NODE_5_length_181677_cov_163.395180:100216-101535|+ -            440 1614                 -            563   3.1e-16   56.5  12.8   2   3    0.0014       0.3    7.1   9.3   144   232   128   217    41   225 0.62 NODE_5_length_181677_cov_163.395180_99 # 100216 # 101535 # 1 # ID=5_99;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.208
NODE_5_length_181677_cov_163.395180:100216-101535|+ -            440 1614                 -            563   3.1e-16   56.5  12.8   3   3   1.5e-18   3.1e-16   56.5  12.8   336   483   224   369   212   416 0.90 NODE_5_length_181677_cov_163.395180_99 # 100216 # 101535 # 1 # ID=5_99;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.208
NODE_2_length_252901_cov_71.242866:168897-170633|-  -            579 1614                 -            563   2.6e-07   27.1  17.7   1   3      0.44        93   -1.2   0.3    49    53    52    56     3   112 0.49 NODE_2_length_252901_cov_71.242866_159 # 168897 # 170633 # -1 # ID=2_159;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.378
NODE_2_length_252901_cov_71.242866:168897-170633|-  -            579 1614                 -            563   2.6e-07   27.1  17.7   2   3   3.2e-06   0.00067   15.8   3.1    77   242   203   374   145   384 0.67 NODE_2_length_252901_cov_71.242866_159 # 168897 # 170633 # -1 # ID=2_159;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.378
NODE_2_length_252901_cov_71.242866:168897-170633|-  -            579 1614                 -            563   2.6e-07   27.1  17.7   3   3   2.7e-07   5.6e-05   19.4   1.7   414   562   433   568   394   569 0.77 NODE_2_length_252901_cov_71.242866_159 # 168897 # 170633 # -1 # ID=2_159;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.378
NODE_9_length_122393_cov_61.758630:4935-5720|+      -            262 1614                 -            563   9.7e-07   25.2   3.3   1   2      0.18        37    0.1   0.6   219   268    34    85    29   108 0.66 NODE_9_length_122393_cov_61.758630_6 # 4935 # 5720 # 1 # ID=9_6;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.372
NODE_9_length_122393_cov_61.758630:4935-5720|+      -            262 1614                 -            563   9.7e-07   25.2   3.3   2   2   4.6e-09   9.7e-07   25.2   3.3   448   563   132   248    77   248 0.79 NODE_9_length_122393_cov_61.758630_6 # 4935 # 5720 # 1 # ID=9_6;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.372
NODE_8_length_123234_cov_76.327838:40858-41925|+    -            356 1614                 -            563   5.4e-05   19.4   8.8   1   2   1.4e-06    0.0003   17.0   3.5   396   505   199   312   195   315 0.72 NODE_8_length_123234_cov_76.327838_38 # 40858 # 41925 # 1 # ID=8_38;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.377
NODE_8_length_123234_cov_76.327838:40858-41925|+    -            356 1614                 -            563   5.4e-05   19.4   8.8   2   2    0.0054       1.1    5.1   0.4   528   562   317   351   309   352 0.89 NODE_8_length_123234_cov_76.327838_38 # 40858 # 41925 # 1 # ID=8_38;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.377
NODE_10_length_113754_cov_99.095655:50430-52538|-   -            703 1614                 -            563   0.00094   15.3   1.6   1   2   5.3e-06    0.0011   15.1   0.2   459   511    25    75    10    81 0.90 NODE_10_length_113754_cov_99.095655_49 # 50430 # 52538 # -1 # ID=10_49;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.410
NODE_10_length_113754_cov_99.095655:50430-52538|-   -            703 1614                 -            563   0.00094   15.3   1.6   2   2         2   4.3e+02   -3.4   0.1   192   219   294   321   289   334 0.56 NODE_10_length_113754_cov_99.095655_49 # 50430 # 52538 # -1 # ID=10_49;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.410
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /sw/data/local/BUSCO_Data/v5/lineages/enterococcaceae_odb12/hmms/1614at81852.hmm
# Target file:     /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_enterococcaceae_odb12/spades_scaffolds_pacbio_illumina_isolate_enterococcaceae_odb12/prodigal_output/predicted_genes/predicted.faa
# Option settings: hmmsearch --domtblout /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_enterococcaceae_odb12/spades_scaffolds_pacbio_illumina_isolate_enterococcaceae_odb12/run_enterococcaceae_odb12/hmmer_output/1614at81852.out --cpu 1 /sw/data/local/BUSCO_Data/v5/lineages/enterococcaceae_odb12/hmms/1614at81852.hmm /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_enterococcaceae_odb12/spades_scaffolds_pacbio_illumina_isolate_enterococcaceae_odb12/prodigal_output/predicted_genes/predicted.faa 
# Current dir:     /gorilla/home/dich3309/rnaseq-tnseq-enterococcus-analysis/code
# Date:            Tue Apr 28 22:17:08 2026
# [ok]
