#                                                                                                          --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                      accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                              ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NODE_17_length_62801_cov_60.881707:30713-32275|+   -            521 18543                -            519         0 1013.3  19.6   1   1         0         0 1013.2  19.6     2   514     3   515     2   520 0.99 NODE_17_length_62801_cov_60.881707_30 # 30713 # 32275 # 1 # ID=17_30;partial=00;start_type=GTG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.406
NODE_4_length_185058_cov_63.073482:96234-96920|-   -            229 18543                -            519   8.1e-23   78.1   1.7   1   1   2.4e-24   9.7e-23   77.8   1.7     7   221     2   216     1   221 0.90 NODE_4_length_185058_cov_63.073482_87 # 96234 # 96920 # -1 # ID=4_87;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.422
NODE_30_length_28698_cov_56.930508:12546-13451|+   -            302 18543                -            519   1.6e-22   77.1   3.3   1   1   4.5e-23   1.8e-21   73.6   3.3     8   231     5   217     2   240 0.84 NODE_30_length_28698_cov_56.930508_17 # 12546 # 13451 # 1 # ID=30_17;partial=00;start_type=TTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.401
NODE_29_length_29482_cov_87.199667:5503-6588|+     -            362 18543                -            519     2e-22   76.7   0.2   1   1   9.7e-24   3.9e-22   75.8   0.2     6   225     5   219     2   242 0.89 NODE_29_length_29482_cov_87.199667_8 # 5503 # 6588 # 1 # ID=29_8;partial=00;start_type=GTG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.397
NODE_10_length_113754_cov_99.095655:94297-95301|-  -            335 18543                -            519   5.4e-22   75.3   1.0   1   1     3e-23   1.2e-21   74.2   1.0    18   228    22   243     1   247 0.75 NODE_10_length_113754_cov_99.095655_89 # 94297 # 95301 # -1 # ID=10_89;partial=00;start_type=TTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.426
NODE_17_length_62801_cov_60.881707:59341-60180|+   -            280 18543                -            519   2.9e-21   72.9   0.2   1   1   8.3e-23   3.4e-21   72.7   0.2    21   230    22   228     2   272 0.81 NODE_17_length_62801_cov_60.881707_72 # 59341 # 60180 # 1 # ID=17_72;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.413
NODE_6_length_133129_cov_71.626923:69162-70271|+   -            370 18543                -            519   3.3e-21   72.7   0.3   1   2   2.6e-16     1e-14   51.3   0.0     8   169     5   162     1   162 0.85 NODE_6_length_133129_cov_71.626923_62 # 69162 # 70271 # 1 # ID=6_62;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.397
NODE_6_length_133129_cov_71.626923:69162-70271|+   -            370 18543                -            519   3.3e-21   72.7   0.3   2   2   4.7e-09   1.9e-07   27.3   0.0   401   502   133   235   126   242 0.85 NODE_6_length_133129_cov_71.626923_62 # 69162 # 70271 # 1 # ID=6_62;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.397
NODE_10_length_113754_cov_99.095655:77382-78137|-  -            252 18543                -            519   4.2e-21   72.4   5.1   1   1   1.2e-22   4.8e-21   72.2   5.1     7   234     2   228     1   238 0.89 NODE_10_length_113754_cov_99.095655_76 # 77382 # 78137 # -1 # ID=10_76;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.362
NODE_26_length_32562_cov_63.418796:13319-15061|+   -            581 18543                -            519   4.3e-21   72.4   0.3   1   1   1.5e-22   6.2e-21   71.8   0.3     5   223   328   545   325   556 0.87 NODE_26_length_32562_cov_63.418796_15 # 13319 # 15061 # 1 # ID=26_15;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.336
NODE_6_length_133129_cov_71.626923:44325-44987|+   -            221 18543                -            519   8.8e-21   71.3   0.3   1   1   2.7e-22   1.1e-20   71.1   0.3    24   210    21   205    15   219 0.88 NODE_6_length_133129_cov_71.626923_41 # 44325 # 44987 # 1 # ID=6_41;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.379
NODE_32_length_27950_cov_55.508185:11290-12036|+   -            249 18543                -            519   2.2e-20   70.0   0.3   1   1   6.3e-22   2.5e-20   69.8   0.3     7   229     6   224     1   242 0.86 NODE_32_length_27950_cov_55.508185_12 # 11290 # 12036 # 1 # ID=32_12;partial=00;start_type=TTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.386
NODE_9_length_122393_cov_61.758630:63224-65110|-   -            629 18543                -            519   2.6e-20   69.8   0.1   1   4   4.4e-05    0.0018   14.2   0.0     8    56     6    54     3   113 0.83 NODE_9_length_122393_cov_61.758630_67 # 63224 # 65110 # -1 # ID=9_67;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.387
NODE_9_length_122393_cov_61.758630:63224-65110|-   -            629 18543                -            519   2.6e-20   69.8   0.1   2   4     4e-07   1.6e-05   21.0   0.0   400   460   158   215   115   245 0.77 NODE_9_length_122393_cov_61.758630_67 # 63224 # 65110 # -1 # ID=9_67;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.387
NODE_9_length_122393_cov_61.758630:63224-65110|-   -            629 18543                -            519   2.6e-20   69.8   0.1   3   4     3e-07   1.2e-05   21.4   0.1    10    74   326   389   318   397 0.76 NODE_9_length_122393_cov_61.758630_67 # 63224 # 65110 # -1 # ID=9_67;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.387
NODE_9_length_122393_cov_61.758630:63224-65110|-   -            629 18543                -            519   2.6e-20   69.8   0.1   4   4    0.0035      0.14    8.0   0.0   140   442   442   483   420   534 0.57 NODE_9_length_122393_cov_61.758630_67 # 63224 # 65110 # -1 # ID=9_67;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.387
NODE_8_length_123234_cov_76.327838:16903-18123|+   -            407 18543                -            519   5.9e-20   68.6   1.8   1   2   5.5e-15   2.2e-13   46.9   0.2    18    70    39    91    27    98 0.91 NODE_8_length_123234_cov_76.327838_18 # 16903 # 18123 # 1 # ID=8_18;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.364
NODE_8_length_123234_cov_76.327838:16903-18123|+   -            407 18543                -            519   5.9e-20   68.6   1.8   2   2   3.7e-07   1.5e-05   21.1   0.1   380   493   125   237   107   269 0.70 NODE_8_length_123234_cov_76.327838_18 # 16903 # 18123 # 1 # ID=8_18;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.364
NODE_18_length_59342_cov_60.374412:12239-12919|+   -            227 18543                -            519   6.6e-20   68.5   0.0   1   1   2.2e-21   8.8e-20   68.0   0.0     7   216     4   213     2   218 0.86 NODE_18_length_59342_cov_60.374412_10 # 12239 # 12919 # 1 # ID=18_10;partial=00;start_type=GTG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.404
NODE_20_length_58283_cov_65.610712:45077-46837|-   -            587 18543                -            519   7.4e-20   68.3   0.4   1   1   2.8e-21   1.1e-19   67.7   0.4    24   223   363   560   359   569 0.89 NODE_20_length_58283_cov_65.610712_51 # 45077 # 46837 # -1 # ID=20_51;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.401
NODE_6_length_133129_cov_71.626923:82131-83201|-   -            357 18543                -            519   2.3e-19   66.7   4.8   1   1   1.8e-20   7.2e-19   65.0   4.9     7   223     5   236     1   242 0.64 NODE_6_length_133129_cov_71.626923_74 # 82131 # 83201 # -1 # ID=6_74;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.424
NODE_19_length_58687_cov_59.880605:32343-32981|+   -            213 18543                -            519   5.1e-19   65.5   0.1   1   1   1.6e-20   6.5e-19   65.2   0.1    31   201    29   199    17   208 0.89 NODE_19_length_58687_cov_59.880605_29 # 32343 # 32981 # 1 # ID=19_29;partial=00;start_type=TTG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.355
NODE_26_length_32562_cov_63.418796:11581-13335|+   -            585 18543                -            519   6.5e-19   65.2   0.6   1   1   2.6e-20     1e-18   64.5   0.6    13   223   342   550   331   566 0.80 NODE_26_length_32562_cov_63.418796_14 # 11581 # 13335 # 1 # ID=26_14;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.318
NODE_24_length_39856_cov_62.007358:11707-12513|-   -            269 18543                -            519   7.8e-19   64.9   1.5   1   1   2.2e-20   8.9e-19   64.7   1.5     7   234     5   242     1   265 0.78 NODE_24_length_39856_cov_62.007358_11 # 11707 # 12513 # -1 # ID=24_11;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.430
NODE_28_length_29579_cov_95.650511:18486-20255|-   -            590 18543                -            519     8e-19   64.9   3.6   1   1     3e-20   1.2e-18   64.3   3.6    24   222   368   564   362   574 0.86 NODE_28_length_29579_cov_95.650511_12 # 18486 # 20255 # -1 # ID=28_12;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.385
