#                                                                                                           --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                       accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                               ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NODE_7_length_127392_cov_103.596228:30586-32034|-   -            483 23003                -            483  5.9e-236  781.5  18.8   1   1  2.9e-238  6.6e-236  781.4  18.8     1   481     1   481     1   482 1.00 NODE_7_length_127392_cov_103.596228_36 # 30586 # 32034 # -1 # ID=7_36;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.369
NODE_42_length_10417_cov_270.845628:8501-9643|-     -            381 23003                -            483   7.2e-32  108.5   3.5   1   2       1.2   2.8e+02   -2.3   0.1     8    31    15    38    11    74 0.66 NODE_42_length_10417_cov_270.845628_12 # 8501 # 9643 # -1 # ID=42_12;partial=00;start_type=TTG;rbs_motif=GGxGG;rbs_spacer=11-12bp;gc_cont=0.413
NODE_42_length_10417_cov_270.845628:8501-9643|-     -            381 23003                -            483   7.2e-32  108.5   3.5   2   2   3.2e-34   7.2e-32  108.5   3.5   217   477   114   371    60   377 0.83 NODE_42_length_10417_cov_270.845628_12 # 8501 # 9643 # -1 # ID=42_12;partial=00;start_type=TTG;rbs_motif=GGxGG;rbs_spacer=11-12bp;gc_cont=0.413
NODE_12_length_79680_cov_63.087599:43955-44851|-    -            299 23003                -            483   2.1e-24   83.9   4.0   1   1   1.1e-26   2.4e-24   83.7   4.0   183   458     8   280     1   294 0.87 NODE_12_length_79680_cov_63.087599_49 # 43955 # 44851 # -1 # ID=12_49;partial=00;start_type=TTG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.398
NODE_27_length_31036_cov_54.470116:19501-20526|+    -            342 23003                -            483   3.8e-18   63.2   0.9   1   1   2.1e-20   4.7e-18   62.9   0.9   235   477    98   334    76   340 0.86 NODE_27_length_31036_cov_54.470116_20 # 19501 # 20526 # 1 # ID=27_20;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.376
NODE_5_length_181677_cov_163.395180:100216-101535|+ -            440 23003                -            483   1.8e-16   57.7  32.2   1   2    0.0059       1.3    5.4   5.3    10   144    14   145     4   148 0.64 NODE_5_length_181677_cov_163.395180_99 # 100216 # 101535 # 1 # ID=5_99;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.208
NODE_5_length_181677_cov_163.395180:100216-101535|+ -            440 23003                -            483   1.8e-16   57.7  32.2   2   2   2.4e-17   5.4e-15   52.8  30.5    79   401    55   375    39   429 0.69 NODE_5_length_181677_cov_163.395180_99 # 100216 # 101535 # 1 # ID=5_99;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.208
NODE_9_length_122393_cov_61.758630:4935-5720|+      -            262 23003                -            483     1e-10   38.7   1.2   1   2      0.28        64   -0.2   0.0   138   171     8    41     2    48 0.86 NODE_9_length_122393_cov_61.758630_6 # 4935 # 5720 # 1 # ID=9_6;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.372
NODE_9_length_122393_cov_61.758630:4935-5720|+      -            262 23003                -            483     1e-10   38.7   1.2   2   2   2.4e-12   5.4e-10   36.3   0.3   347   481   115   252   107   254 0.74 NODE_9_length_122393_cov_61.758630_6 # 4935 # 5720 # 1 # ID=9_6;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.372
NODE_1_length_304474_cov_63.252055:28610-30061|-    -            484 23003                -            483   5.1e-05   19.9  12.2   1   2   0.00043     0.097    9.1   7.4   109   248   109   257    31   268 0.49 NODE_1_length_304474_cov_63.252055_28 # 28610 # 30061 # -1 # ID=1_28;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.374
NODE_1_length_304474_cov_63.252055:28610-30061|-    -            484 23003                -            483   5.1e-05   19.9  12.2   2   2     4e-05    0.0091   12.5   0.1   377   475   369   471   362   477 0.79 NODE_1_length_304474_cov_63.252055_28 # 28610 # 30061 # -1 # ID=1_28;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.374
NODE_9_length_122393_cov_61.758630:4072-4944|+      -            291 23003                -            483   0.00071   16.2   1.3   1   1   4.1e-06   0.00092   15.8   1.3    15   197    24   200    10   257 0.68 NODE_9_length_122393_cov_61.758630_5 # 4072 # 4944 # 1 # ID=9_5;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.363
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /sw/data/local/BUSCO_Data/v5/lineages/enterococcaceae_odb12/hmms/23003at81852.hmm
# Target file:     /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_auto_lineage/spades_scaffolds_isolate_auto/prodigal_output/predicted_genes/predicted.faa
# Option settings: hmmsearch --domtblout /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_auto_lineage/spades_scaffolds_isolate_auto/run_enterococcaceae_odb12/hmmer_output/23003at81852.out --cpu 1 /sw/data/local/BUSCO_Data/v5/lineages/enterococcaceae_odb12/hmms/23003at81852.hmm /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_auto_lineage/spades_scaffolds_isolate_auto/prodigal_output/predicted_genes/predicted.faa 
# Current dir:     /gorilla/home/dich3309/rnaseq-tnseq-enterococcus-analysis/code
# Date:            Wed Apr 22 11:45:43 2026
# [ok]
