gene_id	gene	Preferred_name	product	Description	direction	baseMean	log2FoldChange	lfcSE	pvalue	padj	log2FoldChange_raw	stat_raw	COG_category	KEGG_Pathway	KEGG_ko	EC_number	COG	KEGG_Module	GOs	PFAMs
EFM745_00060	cfiB	accC	2-oxoglutarate carboxylase small subunit	acetyl-CoA carboxylase, biotin carboxylase	down_in_bhi_relative	27445.1294240294	-5.21043763506703	0.0630621998802289	0	0	-5.21180168914361	-82.6460518047958	I	ko00061,ko00620,ko00640,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,ko01212,map00061,map00620,map00640,map00720,map01100,map01110,map01120,map01130,map01200,map01212	ko:K01961	6.4.1.7	COG0439	M00082,M00376	GO:0003674,GO:0003824,GO:0004075,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006629,GO:0006631,GO:0006633,GO:0008150,GO:0008152,GO:0008610,GO:0009058,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010565,GO:0016053,GO:0016874,GO:0016879,GO:0019216,GO:0019217,GO:0019222,GO:0019752,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0032787,GO:0042304,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0045717,GO:0045833,GO:0045922,GO:0046394,GO:0046890,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051055,GO:0062012,GO:0062014,GO:0065007,GO:0071704,GO:0072330,GO:0080090,GO:1901576	Biotin_carb_C,Biotin_carb_N,CPSase_L_D2
EFM745_00061	fabZ_1	fabZ	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ	Involved in unsaturated fatty acids biosynthesis. Catalyzes the dehydration of short chain beta-hydroxyacyl-ACPs and long chain saturated and unsaturated beta-hydroxyacyl-ACPs	down_in_bhi_relative	8064.44178826291	-5.34648034291736	0.0954272699423463	0	0	-5.35017167345379	-56.0849649308342	I	ko00061,ko00540,ko00780,ko01100,ko01212,map00061,map00540,map00780,map01100,map01212	ko:K02372,ko:K16363	4.2.1.59	COG0764	M00060,M00083,M00572		FabA
EFM745_00062	accB	accB	Biotin carboxyl carrier protein of acetyl-CoA carboxylase	first, biotin carboxylase catalyzes the carboxylation of the carrier protein and then the transcarboxylase transfers the carboxyl group to form malonyl-CoA	down_in_bhi_relative	10214.4437690554	-5.22455289939685	0.0890872405893294	0	0	-5.23172730975293	-58.7392410364524	I	ko00010,ko00020,ko00061,ko00620,ko00640,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,ko01212,map00010,map00020,map00061,map00620,map00640,map00720,map01100,map01110,map01120,map01130,map01200,map01212	ko:K00627,ko:K01571,ko:K02160			M00082,M00307,M00376		Biotin_lipoyl
EFM745_00063	fabF	fabF	3-oxoacyl-[acyl-carrier-protein] synthase 2	Catalyzes the condensation reaction of fatty acid synthesis by the addition to an acyl acceptor of two carbons from malonyl-ACP	down_in_bhi_relative	19511.9796757009	-5.24424932439581	0.0759736589047603	0	0	-5.24651611307187	-69.0632767912157	I	ko00061,ko00780,ko01100,ko01212,map00061,map00780,map01100,map01212	ko:K09458	2.3.1.179	COG0304	M00083,M00572		Ketoacyl-synt_C,ketoacyl-synt
EFM745_00064	fabG_1	fabG	3-oxoacyl-[acyl-carrier-protein] reductase FabG	Enoyl-(Acyl carrier protein) reductase	down_in_bhi_relative	18029.114420381	-5.48863461411609	0.0689435212536429	0	0	-5.490060260938	-79.6353139603098	IQ	ko00061,ko00333,ko00780,ko01040,ko01100,ko01130,ko01212,map00061,map00333,map00780,map01040,map01100,map01130,map01212	ko:K00059	1.1.1.100		M00083,M00572	GO:0000166,GO:0003674,GO:0003824,GO:0004312,GO:0004316,GO:0005488,GO:0006082,GO:0006629,GO:0006631,GO:0006633,GO:0008150,GO:0008152,GO:0008610,GO:0009058,GO:0009987,GO:0016053,GO:0016491,GO:0016614,GO:0016616,GO:0016740,GO:0016746,GO:0016747,GO:0019752,GO:0030497,GO:0032787,GO:0036094,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044283,GO:0046394,GO:0048037,GO:0050661,GO:0050662,GO:0055114,GO:0071704,GO:0072330,GO:0097159,GO:1901265,GO:1901363,GO:1901576	adh_short_C2
EFM745_00065	fabD	fabD	Malonyl CoA-acyl carrier protein transacylase	Malonyl CoA-acyl carrier protein transacylase	down_in_bhi_relative	16636.118607807	-5.64201906606012	0.0749737317009484	0	0	-5.64370889145644	-75.2722864414965	I	ko00061,ko00333,ko01100,ko01130,ko01212,map00061,map00333,map01100,map01130,map01212	ko:K00645,ko:K15327,ko:K15329	2.3.1.39	COG0331	M00082		Acyl_transf_1
EFM745_00066	acpA	acpP	Acyl carrier protein	Carrier of the growing fatty acid chain in fatty acid biosynthesis	down_in_bhi_relative	11837.5389990937	-5.69653685086528	0.0861398783835217	0	0	-5.69912030792297	-66.1723928177266	IQ		ko:K02078		COG0236		GO:0000035,GO:0000036,GO:0003674,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0006082,GO:0006629,GO:0006631,GO:0006633,GO:0006643,GO:0006644,GO:0006664,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0008610,GO:0008654,GO:0009058,GO:0009245,GO:0009247,GO:0009311,GO:0009312,GO:0009987,GO:0016051,GO:0016053,GO:0019637,GO:0019752,GO:0019842,GO:0031177,GO:0032787,GO:0033218,GO:0036094,GO:0043167,GO:0043168,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0044620,GO:0046394,GO:0046467,GO:0046493,GO:0048037,GO:0051192,GO:0071704,GO:0072330,GO:0072341,GO:0090407,GO:0140104,GO:1901135,GO:1901137,GO:1901269,GO:1901271,GO:1901576,GO:1903509	PP-binding
EFM745_00067	fabH	fabH	3-oxoacyl-[acyl-carrier-protein] synthase 3	Catalyzes the condensation reaction of fatty acid synthesis by the addition to an acyl acceptor of two carbons from malonyl-ACP. Catalyzes the first condensation reaction which initiates fatty acid synthesis and may therefore play a role in governing the total rate of fatty acid production. Possesses both acetoacetyl-ACP synthase and acetyl transacylase activities. Its substrate specificity determines the biosynthesis of branched- chain and or straight-chain of fatty acids	down_in_bhi_relative	18453.5781452391	-4.469891041725	0.070477625121928	0	0	-4.47195512401863	-63.4566926603332	I	ko00061,ko01100,ko01212,map00061,map01100,map01212	ko:K00648	2.3.1.180	COG0332	M00082,M00083		ACP_syn_III,ACP_syn_III_C
EFM745_00068		fabT	hypothetical protein	helix_turn_helix multiple antibiotic resistance protein	down_in_bhi_relative	10072.8456569429	-4.46236399062113	0.0691176928005002	0	0	-4.46449042631597	-64.5910245502838	K							HTH_27,MarR,MarR_2
EFM745_00077		XK27_09445	hypothetical protein	Domain of unknown function (DUF1827)	up_in_serum	22439.3904477323	4.35315276882645	0.0750310858108553	0	0	4.35541321007644	58.0563741678643	S							DUF1827
EFM745_00104	greA	greA	Transcription elongation factor GreA	Necessary for efficient RNA polymerase transcription elongation past template-encoded arresting sites. The arresting sites in DNA have the property of trapping a certain fraction of elongating RNA polymerases that pass through, resulting in locked ternary complexes. Cleavage of the nascent transcript by cleavage factors such as GreA or GreB allows the resumption of elongation from the new 3'terminus. GreA releases sequences of 2 to 3 nucleotides	down_in_bhi_relative	11399.0042155209	-2.26070351453082	0.0550577362671468	0	0	-2.26273178817963	-41.1033330640274	K		ko:K03624		COG0782		GO:0006139,GO:0006351,GO:0006354,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0018130,GO:0019438,GO:0032774,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0046483,GO:0071704,GO:0090304,GO:0097659,GO:1901360,GO:1901362,GO:1901576	GreA_GreB,GreA_GreB_N
EFM745_00157			hypothetical protein	Phage tail tape measure protein, TP901 family	up_in_serum	948.369937895626	4.52737861517635	0.117263906395423	0	0	4.53275854926825	38.6460218479342	D							PhageMin_Tail
EFM745_00193			hypothetical protein	Phage replisome organizer, N-terminal domain protein	up_in_serum	2798.79353125425	4.58736777612171	0.0837212993279942	0	0	4.59075921643429	54.8256107993005	L							Phage_rep_org_N
EFM745_00194			hypothetical protein	NUMOD4 motif	up_in_serum	1370.49150874146	4.52523645868547	0.102014105647993	0	0	4.52931971506121	44.3950571400306	L							HNH_3,NUMOD4
EFM745_00204			hypothetical protein	BRO family, N-terminal domain	up_in_serum	3244.75961085218	5.18506782055817	0.0859308052898883	0	0	5.187636357451	60.3652317197823	K		ko:K07741					ANT,AntA,Bro-N
EFM745_00206			hypothetical protein		up_in_serum	1329.6382249539	5.4579552258213	0.126830485879706	0	0	5.46270032579492	43.0626912036217								
EFM745_00207			hypothetical protein	zinc-ribbon domain	up_in_serum	1815.3762510381	3.89770569120393	0.0894901550669013	0	0	3.90123179566913	43.5974247593027	S							zf-ribbon_3
EFM745_00247	rplL	rplL	50S ribosomal protein L7/L12	Forms part of the ribosomal stalk which helps the ribosome interact with GTP-bound translation factors. Is thus essential for accurate translation	down_in_bhi_relative	50088.3752054369	-3.09092085897024	0.050226956817451	0	0	-3.09351290949782	-61.5685631299667	J	ko03010,map03010	ko:K02935		COG0222	M00178		Ribosomal_L12,Ribosomal_L12_N
EFM745_00248	rplJ	rplJ	50S ribosomal protein L10	Forms part of the ribosomal stalk, playing a central role in the interaction of the ribosome with GTP-bound translation factors	down_in_bhi_relative	109927.696655467	-2.88175114428474	0.0738467657567638	0	0	-2.8796643658691	-38.9559955736185	J	ko03010,map03010	ko:K02864,ko:K02935			M00178,M00179	GO:0003674,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0005886,GO:0006412,GO:0006417,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010608,GO:0010629,GO:0015934,GO:0016020,GO:0017148,GO:0019222,GO:0019538,GO:0022625,GO:0022626,GO:0030312,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0032268,GO:0032269,GO:0032991,GO:0034248,GO:0034249,GO:0034641,GO:0034645,GO:0040007,GO:0043021,GO:0043022,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0044877,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051246,GO:0051248,GO:0060255,GO:0065007,GO:0071704,GO:0071944,GO:0080090,GO:1901564,GO:1901566,GO:1901576,GO:1990904,GO:2000112,GO:2000113	Ribosomal_L10
EFM745_00250	rplA	rplA	50S ribosomal protein L1	Binds directly to 23S rRNA. The L1 stalk is quite mobile in the ribosome, and is involved in E site tRNA release	down_in_bhi_relative	25762.611573119	-2.5515660589385	0.058017733476314	0	0	-2.55371650810941	-44.025845662326	J	ko03010,map03010	ko:K02863			M00178,M00179	GO:0000027,GO:0000470,GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0005886,GO:0006139,GO:0006364,GO:0006396,GO:0006412,GO:0006417,GO:0006446,GO:0006518,GO:0006725,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010608,GO:0010629,GO:0015934,GO:0016020,GO:0016043,GO:0016070,GO:0016072,GO:0017148,GO:0019222,GO:0019538,GO:0022607,GO:0022613,GO:0022618,GO:0022625,GO:0022626,GO:0030312,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0032268,GO:0032269,GO:0032991,GO:0034248,GO:0034249,GO:0034470,GO:0034622,GO:0034641,GO:0034645,GO:0034660,GO:0042254,GO:0042255,GO:0042273,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0045947,GO:0046483,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051246,GO:0051248,GO:0060255,GO:0065003,GO:0065007,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:0071944,GO:0080090,GO:0090304,GO:0097159,GO:1901360,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904,GO:2000112,GO:2000113	Ribosomal_L1
EFM745_00251	rplK	rplK	50S ribosomal protein L11	Forms part of the ribosomal stalk which helps the ribosome interact with GTP-bound translation factors	down_in_bhi_relative	30393.6383184345	-2.62376763809359	0.0568361757972412	0	0	-2.62578580451005	-46.2064171611497	J	ko03010,map03010	ko:K02867			M00178,M00179	GO:0000027,GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006415,GO:0006518,GO:0006807,GO:0006950,GO:0006996,GO:0007154,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009267,GO:0009605,GO:0009987,GO:0009991,GO:0010467,GO:0015934,GO:0015968,GO:0016043,GO:0019538,GO:0019843,GO:0022411,GO:0022607,GO:0022613,GO:0022618,GO:0022625,GO:0022626,GO:0030312,GO:0031667,GO:0031668,GO:0031669,GO:0032984,GO:0032991,GO:0033554,GO:0034622,GO:0034641,GO:0034645,GO:0040007,GO:0042254,GO:0042255,GO:0042273,GO:0042594,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0043624,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0050896,GO:0051716,GO:0065003,GO:0070925,GO:0071496,GO:0071704,GO:0071826,GO:0071840,GO:0071944,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904	Ribosomal_L11,Ribosomal_L11_N
EFM745_00311	ackA	ackA	Acetate kinase	Catalyzes the formation of acetyl phosphate from acetate and ATP. Can also catalyze the reverse reaction	down_in_bhi_relative	4830.13571145886	-2.43310091692854	0.0622317820704402	0	0	-2.43580087394146	-39.15035621043	F	ko00430,ko00620,ko00640,ko00680,ko00720,ko01100,ko01120,ko01200,map00430,map00620,map00640,map00680,map00720,map01100,map01120,map01200	ko:K00925	2.7.2.1	COG0282	M00357,M00579	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464	Acetate_kinase
EFM745_00312		ytxK	hypothetical protein	N-6 DNA Methylase	down_in_bhi_relative	4094.84185493783	-3.49114372749879	0.0711173727300902	0	0	-3.49354011359516	-49.1308626457513	L		ko:K00571					N6_Mtase
EFM745_00320	adeC	ade	Adenine deaminase	Adenine deaminase C-terminal domain	up_in_serum	2532.29961420037	2.86391089469057	0.0742026993930764	0	0	2.86691082804169	38.6508880666565	F	ko00230,ko01100,map00230,map01100	ko:K01486	3.5.4.2			GO:0000034,GO:0003674,GO:0003824,GO:0004096,GO:0004601,GO:0005488,GO:0005506,GO:0006040,GO:0006044,GO:0006046,GO:0006139,GO:0006144,GO:0006145,GO:0006146,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008198,GO:0008448,GO:0009056,GO:0009058,GO:0009112,GO:0009113,GO:0009636,GO:0009987,GO:0016209,GO:0016491,GO:0016684,GO:0016787,GO:0016810,GO:0016811,GO:0016814,GO:0018130,GO:0019213,GO:0019239,GO:0019438,GO:0019439,GO:0030145,GO:0034641,GO:0042221,GO:0042440,GO:0043167,GO:0043169,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044270,GO:0044271,GO:0044281,GO:0046083,GO:0046100,GO:0046101,GO:0046112,GO:0046113,GO:0046148,GO:0046348,GO:0046483,GO:0046700,GO:0046872,GO:0046914,GO:0050896,GO:0051716,GO:0055086,GO:0055114,GO:0070887,GO:0071704,GO:0072521,GO:0072522,GO:0072523,GO:0097237,GO:0098754,GO:0098869,GO:1901071,GO:1901072,GO:1901135,GO:1901136,GO:1901360,GO:1901361,GO:1901362,GO:1901564,GO:1901565,GO:1901566,GO:1901575,GO:1901576,GO:1990748	Adenine_deam_C,Amidohydro_1
EFM745_00384			putative ABC transporter ATP-binding protein	ABC transporter transmembrane region	down_in_bhi_relative	21670.4190954494	-4.37808160867264	0.0628478975480314	0	0	-4.37963463292257	-69.6937010355736	V		ko:K06147		COG1132			ABC_membrane,ABC_tran
EFM745_00385			putative ABC transporter ATP-binding protein	ABC transporter transmembrane region	down_in_bhi_relative	16066.680672336	-4.16167010108109	0.067260129118271	0	0	-4.16333428728376	-61.9084238838692	V		ko:K06147		COG1132			ABC_membrane,ABC_tran
EFM745_00389		acmA	Muramidase-2	defense response to other organism	up_in_serum	24767.69923029	2.44611664361282	0.0520681037376027	0	0	2.44727486960981	46.9970134349131	MNU		ko:K02395,ko:K19220,ko:K19223	3.2.1.17			GO:0005575,GO:0005576	Glucosaminidase,LysM
EFM745_00448		cwlO	hypothetical protein	NlpC/P60 family	up_in_serum	163563.826555892	2.00064403713946	0.0501734862515307	0	0	2.00166408754261	39.8663514688969	M		ko:K19224,ko:K21471					LysM,NLPC_P60,SH3_3
EFM745_00600	rpsI	rpsI	30S ribosomal protein S9	Belongs to the universal ribosomal protein uS9 family	down_in_bhi_relative	18558.9910339981	-3.00277712802939	0.0648153651699789	0	0	-3.00586181748303	-46.3824765134373	J	ko03010,map03010	ko:K02996		COG0103	M00178,M00179	GO:0000462,GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006139,GO:0006364,GO:0006396,GO:0006412,GO:0006518,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015935,GO:0016070,GO:0016072,GO:0019538,GO:0022613,GO:0022626,GO:0022627,GO:0030490,GO:0032991,GO:0034470,GO:0034641,GO:0034645,GO:0034660,GO:0042254,GO:0042274,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0046483,GO:0071704,GO:0071840,GO:0090304,GO:0097159,GO:1901360,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904	Ribosomal_S9
EFM745_00601	rplM	rplM	50S ribosomal protein L13	This protein is one of the early assembly proteins of the 50S ribosomal subunit, although it is not seen to bind rRNA by itself. It is important during the early stages of 50S assembly	down_in_bhi_relative	29371.6753313178	-4.017949181561	0.060931410629152	0	0	-4.01662025639578	-65.9207524952268	J	ko03010,map03010	ko:K02871			M00178,M00179	GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0005886,GO:0006412,GO:0006417,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0008270,GO:0009058,GO:0009059,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010608,GO:0010629,GO:0015934,GO:0016020,GO:0017148,GO:0019222,GO:0019538,GO:0019843,GO:0022625,GO:0022626,GO:0030312,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0032268,GO:0032269,GO:0032991,GO:0034248,GO:0034249,GO:0034641,GO:0034645,GO:0040007,GO:0043043,GO:0043167,GO:0043169,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0046872,GO:0046914,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051246,GO:0051248,GO:0060255,GO:0065007,GO:0070180,GO:0071704,GO:0071944,GO:0080090,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904,GO:2000112,GO:2000113	Ribosomal_L13
EFM745_00720	rpsL	rpsL	30S ribosomal protein S12	Interacts with and stabilizes bases of the 16S rRNA that are involved in tRNA selection in the A site and with the mRNA backbone. Located at the interface of the 30S and 50S subunits, it traverses the body of the 30S subunit contacting proteins on the other side and probably holding the rRNA structure together. The combined cluster of proteins S8, S12 and S17 appears to hold together the shoulder and platform of the 30S subunit	down_in_bhi_relative	34908.4846782297	-2.31086694049836	0.0520984588482615	0	0	-2.31263371102141	-44.3978534994147	J	ko03010,map03010	ko:K02950		COG0048	M00178,M00179	GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0019538,GO:0032991,GO:0034641,GO:0034645,GO:0040007,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1990904	Ribosom_S12_S23
