#                                                                                                          --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                      accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                              ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NODE_2_length_252901_cov_71.242866:195422-196051|+ -            210 9812943              -            178   1.7e-46  155.9   0.0   1   1   1.6e-48   2.3e-46  155.5   0.0     2   167    14   195    13   205 0.88 NODE_2_length_252901_cov_71.242866_185 # 195422 # 196051 # 1 # ID=2_185;partial=00;start_type=TTG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.411
NODE_2_length_252901_cov_71.242866:167492-168001|+ -            170 9812943              -            178    0.0035   14.8   0.3   1   2   0.00034     0.049   11.1   0.0     1    40     1    41     1    70 0.77 NODE_2_length_252901_cov_71.242866_157 # 167492 # 168001 # 1 # ID=2_157;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.376
NODE_2_length_252901_cov_71.242866:167492-168001|+ -            170 9812943              -            178    0.0035   14.8   0.3   2   2      0.19        27    2.2   0.1   131   175   125   167    95   169 0.78 NODE_2_length_252901_cov_71.242866_157 # 167492 # 168001 # 1 # ID=2_157;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.376
NODE_9_length_122393_cov_61.758630:77867-78547|-   -            227 9812943              -            178    0.0042   14.6   0.0   1   1   5.8e-05    0.0083   13.6   0.0     3    33     5    34     3    43 0.86 NODE_9_length_122393_cov_61.758630_80 # 77867 # 78547 # -1 # ID=9_80;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.407
NODE_2_length_252901_cov_71.242866:108418-109302|+ -            295 9812943              -            178    0.0042   14.6   0.3   1   2    0.0013      0.18    9.3   0.0     4    30     8    34     6    41 0.92 NODE_2_length_252901_cov_71.242866_108 # 108418 # 109302 # 1 # ID=2_108;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.407
NODE_2_length_252901_cov_71.242866:108418-109302|+ -            295 9812943              -            178    0.0042   14.6   0.3   2   2     0.093        13    3.2   0.1    87   172    71   155    66   161 0.68 NODE_2_length_252901_cov_71.242866_108 # 108418 # 109302 # 1 # ID=2_108;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.407
NODE_19_length_58687_cov_59.880605:53479-54180|+   -            234 9812943              -            178     0.005   14.4   0.7   1   2   0.00013     0.018   12.5   0.3     1    23     1    23     1    27 0.90 NODE_19_length_58687_cov_59.880605_52 # 53479 # 54180 # 1 # ID=19_52;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.376
NODE_19_length_58687_cov_59.880605:53479-54180|+   -            234 9812943              -            178     0.005   14.4   0.7   2   2       1.7   2.5e+02   -0.9   0.0   111   133   124   146   120   155 0.85 NODE_19_length_58687_cov_59.880605_52 # 53479 # 54180 # 1 # ID=19_52;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.376
NODE_14_length_67873_cov_82.007916:25460-26167|-   -            236 9812943              -            178    0.0055   14.2   0.4   1   2   0.00017     0.024   12.1   0.1     4    23     2    21     1    25 0.89 NODE_14_length_67873_cov_82.007916_20 # 25460 # 26167 # -1 # ID=14_20;partial=00;start_type=GTG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.384
NODE_14_length_67873_cov_82.007916:25460-26167|-   -            236 9812943              -            178    0.0055   14.2   0.4   2   2       1.5   2.1e+02   -0.7   0.0   112   133   123   144   118   153 0.83 NODE_14_length_67873_cov_82.007916_20 # 25460 # 26167 # -1 # ID=14_20;partial=00;start_type=GTG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.384
NODE_20_length_58283_cov_65.610712:25856-27790|+   -            645 9812943              -            178    0.0056   14.2   1.0   1   3    0.0036      0.51    7.8   0.0     3    39    31    65    30    99 0.87 NODE_20_length_58283_cov_65.610712_34 # 25856 # 27790 # 1 # ID=20_34;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.402
NODE_20_length_58283_cov_65.610712:25856-27790|+   -            645 9812943              -            178    0.0056   14.2   1.0   2   3       1.3   1.9e+02   -0.6   0.1    31    67   224   260   217   296 0.79 NODE_20_length_58283_cov_65.610712_34 # 25856 # 27790 # 1 # ID=20_34;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.402
NODE_20_length_58283_cov_65.610712:25856-27790|+   -            645 9812943              -            178    0.0056   14.2   1.0   3   3      0.13        18    2.8   0.0     4    22   357   375   355   383 0.80 NODE_20_length_58283_cov_65.610712_34 # 25856 # 27790 # 1 # ID=20_34;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.402
NODE_12_length_79680_cov_63.087599:19950-21428|-   -            493 9812943              -            178    0.0069   13.9   7.4   1   2    0.0033      0.48    7.9   0.0     3    22    33    52    32    69 0.88 NODE_12_length_79680_cov_63.087599_24 # 19950 # 21428 # -1 # ID=12_24;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.389
NODE_12_length_79680_cov_63.087599:19950-21428|-   -            493 9812943              -            178    0.0069   13.9   7.4   2   2    0.0011      0.16    9.4   0.0     2    42   324   364   323   388 0.85 NODE_12_length_79680_cov_63.087599_24 # 19950 # 21428 # -1 # ID=12_24;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.389
NODE_6_length_133129_cov_71.626923:60180-62948|-   -            923 9812943              -            178    0.0075   13.8   0.0   1   2     0.092        13    3.2   0.0     4    21   133   149   131   159 0.81 NODE_6_length_133129_cov_71.626923_56 # 60180 # 62948 # -1 # ID=6_56;partial=00;start_type=TTG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.377
NODE_6_length_133129_cov_71.626923:60180-62948|-   -            923 9812943              -            178    0.0075   13.8   0.0   2   2    0.0046      0.66    7.4   0.0    22    62   373   411   368   428 0.87 NODE_6_length_133129_cov_71.626923_56 # 60180 # 62948 # -1 # ID=6_56;partial=00;start_type=TTG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.377
NODE_22_length_43876_cov_92.621673:7659-8312|-     -            218 9812943              -            178    0.0097   13.4   0.1   1   2   0.00047     0.068   10.7   0.0     4    23     2    21     1    29 0.89 NODE_22_length_43876_cov_92.621673_9 # 7659 # 8312 # -1 # ID=22_9;partial=00;start_type=GTG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.373
NODE_22_length_43876_cov_92.621673:7659-8312|-     -            218 9812943              -            178    0.0097   13.4   0.1   2   2      0.75   1.1e+02    0.2   0.0   100   133   111   144    64   151 0.84 NODE_22_length_43876_cov_92.621673_9 # 7659 # 8312 # -1 # ID=22_9;partial=00;start_type=GTG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.373
NODE_49_length_5891_cov_181.737794:3043-5067|+     -            675 9812943              -            178      0.02   12.4   0.5   1   2   0.00067     0.096   10.2   0.0     5    25   271   291   268   316 0.88 NODE_49_length_5891_cov_181.737794_5 # 3043 # 5067 # 1 # ID=49_5;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.384
NODE_49_length_5891_cov_181.737794:3043-5067|+     -            675 9812943              -            178      0.02   12.4   0.5   2   2       3.3   4.7e+02   -1.9   0.1   123   147   562   586   557   590 0.85 NODE_49_length_5891_cov_181.737794_5 # 3043 # 5067 # 1 # ID=49_5;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.384
NODE_26_length_32562_cov_63.418796:11581-13335|+   -            585 9812943              -            178     0.021   12.3   0.2   1   1   0.00034     0.049   11.1   0.2     3    27   363   385   361   393 0.76 NODE_26_length_32562_cov_63.418796_14 # 11581 # 13335 # 1 # ID=26_14;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.318
NODE_14_length_67873_cov_82.007916:48684-49436|-   -            251 9812943              -            178     0.022   12.2   0.1   1   1    0.0003     0.042   11.3   0.1     4    23    38    57    36    63 0.88 NODE_14_length_67873_cov_82.007916_39 # 48684 # 49436 # -1 # ID=14_39;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.394
NODE_9_length_122393_cov_61.758630:63224-65110|-   -            629 9812943              -            178     0.028   11.9   9.8   1   3     0.023       3.2    5.2   0.3     3    30    32    57    30    63 0.81 NODE_9_length_122393_cov_61.758630_67 # 63224 # 65110 # -1 # ID=9_67;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.387
NODE_9_length_122393_cov_61.758630:63224-65110|-   -            629 9812943              -            178     0.028   11.9   9.8   2   3       1.7   2.4e+02   -0.9   1.3   118   151   256   289   252   302 0.85 NODE_9_length_122393_cov_61.758630_67 # 63224 # 65110 # -1 # ID=9_67;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.387
NODE_9_length_122393_cov_61.758630:63224-65110|-   -            629 9812943              -            178     0.028   11.9   9.8   3   3   0.00039     0.056   10.9   0.1     3    23   350   370   349   376 0.87 NODE_9_length_122393_cov_61.758630_67 # 63224 # 65110 # -1 # ID=9_67;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.387
NODE_3_length_193524_cov_75.578528:128185-129768|+ -            528 9812943              -            178     0.041   11.4   2.0   1   2     0.016       2.2    5.7   0.6     3    35    30    60    29    69 0.81 NODE_3_length_193524_cov_75.578528_150 # 128185 # 129768 # 1 # ID=3_150;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.451
NODE_3_length_193524_cov_75.578528:128185-129768|+ -            528 9812943              -            178     0.041   11.4   2.0   2   2     0.075        11    3.5   0.0     4    21   356   373   355   377 0.85 NODE_3_length_193524_cov_75.578528_150 # 128185 # 129768 # 1 # ID=3_150;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.451
NODE_20_length_58283_cov_65.610712:39763-40992|-   -            410 9812943              -            178     0.041   11.3   2.5   1   3       4.4   6.3e+02   -2.3   0.0   149   166    68    84    54   111 0.61 NODE_20_length_58283_cov_65.610712_44 # 39763 # 40992 # -1 # ID=20_44;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.415
NODE_20_length_58283_cov_65.610712:39763-40992|-   -            410 9812943              -            178     0.041   11.3   2.5   2   3       1.2   1.7e+02   -0.5   0.3    57    79   156   177   153   192 0.75 NODE_20_length_58283_cov_65.610712_44 # 39763 # 40992 # -1 # ID=20_44;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.415
NODE_20_length_58283_cov_65.610712:39763-40992|-   -            410 9812943              -            178     0.041   11.3   2.5   3   3   0.00072       0.1   10.0   0.0     3    34   195   224   193   229 0.86 NODE_20_length_58283_cov_65.610712_44 # 39763 # 40992 # -1 # ID=20_44;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.415
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /sw/data/local/BUSCO_Data/v5/lineages/bacteria_odb12/hmms/9812943at2.hmm
# Target file:     /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_auto_lineage/spades_scaffolds_isolate_auto/prodigal_output/predicted_genes/predicted.faa
# Option settings: hmmsearch --domtblout /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_auto_lineage/spades_scaffolds_isolate_auto/auto_lineage/run_bacteria_odb12/hmmer_output/9812943at2.out --cpu 1 /sw/data/local/BUSCO_Data/v5/lineages/bacteria_odb12/hmms/9812943at2.hmm /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_auto_lineage/spades_scaffolds_isolate_auto/prodigal_output/predicted_genes/predicted.faa 
# Current dir:     /gorilla/home/dich3309/rnaseq-tnseq-enterococcus-analysis/code
# Date:            Wed Apr 22 11:43:23 2026
# [ok]
