#                                                                                     --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                 accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#         ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
tig00000001:696060-697622|+   -            521 18543                -            519         0 1013.3  19.6   1   1         0         0 1013.2  19.6     2   514     3   515     2   520 0.99 tig00000001_637 # 696060 # 697622 # 1 # ID=1_637;partial=00;start_type=GTG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.406
tig00000001:196387-197580|-   -            398 18543                -            519   2.5e-30  102.8   0.5   1   2   6.5e-32   2.5e-30  102.8   0.5    11   223    32   245    21   282 0.85 tig00000001_215 # 196387 # 197580 # -1 # ID=1_215;partial=00;start_type=TTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.415
tig00000001:196387-197580|-   -            398 18543                -            519   2.5e-30  102.8   0.5   2   2       7.3   2.8e+02   -2.9   0.1   446   485   335   378   296   383 0.70 tig00000001_215 # 196387 # 197580 # -1 # ID=1_215;partial=00;start_type=TTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.415
tig00000001:508028-508945|-   -            306 18543                -            519   1.4e-29  100.4   2.2   1   1   8.1e-31   3.1e-29   99.2   2.2     4   230     6   221     3   283 0.86 tig00000001_480 # 508028 # 508945 # -1 # ID=1_480;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.418
tig00000001:226518-227450|-   -            311 18543                -            519     2e-29   99.9   0.5   1   1   6.4e-31   2.5e-29   99.5   0.5     6   223     2   214     1   229 0.93 tig00000001_246 # 226518 # 227450 # -1 # ID=1_246;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.395
tig00000001:502310-503245|-   -            312 18543                -            519   3.6e-29   99.0   0.1   1   1   1.2e-30   4.5e-29   98.7   0.1     6   231     4   225     1   235 0.90 tig00000001_474 # 502310 # 503245 # -1 # ID=1_474;partial=00;start_type=ATG;rbs_motif=AGGAG/GGAGG;rbs_spacer=11-12bp;gc_cont=0.409
tig00000001:1326504-1327271|+ -            256 18543                -            519     1e-28   97.5   0.5   1   1     3e-30   1.2e-28   97.3   0.5     5   216     3   218     1   240 0.84 tig00000001_1247 # 1326504 # 1327271 # 1 # ID=1_1247;partial=00;start_type=TTG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.401
tig00000001:1033073-1033774|+ -            234 18543                -            519   4.1e-28   95.5   0.2   1   1     2e-28   7.8e-27   91.3   0.2    17   219    18   215     2   226 0.83 tig00000001_976 # 1033073 # 1033774 # 1 # ID=1_976;partial=00;start_type=GTG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.396
tig00000002:141354-142385|-   -            344 18543                -            519   2.9e-26   89.4   0.3   1   1   2.4e-27   9.4e-26   87.7   0.3    26   226    22   217     3   230 0.90 tig00000002_134 # 141354 # 142385 # -1 # ID=2_134;partial=00;start_type=ATG;rbs_motif=AGGAG/GGAGG;rbs_spacer=11-12bp;gc_cont=0.433
tig00000001:208640-210172|+   -            511 18543                -            519   1.3e-25   87.3   4.1   1   4   7.2e-12   2.8e-10   36.7   0.2     6    66     3    63     1    70 0.93 tig00000001_226 # 208640 # 210172 # 1 # ID=1_226;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.389
tig00000001:208640-210172|+   -            511 18543                -            519   1.3e-25   87.3   4.1   2   4   8.5e-08   3.3e-06   23.3   0.0   402   483   158   236   134   267 0.83 tig00000001_226 # 208640 # 210172 # 1 # ID=1_226;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.389
tig00000001:208640-210172|+   -            511 18543                -            519   1.3e-25   87.3   4.1   3   4     3e-06   0.00012   18.1   0.0    25    66   339   380   335   391 0.90 tig00000001_226 # 208640 # 210172 # 1 # ID=1_226;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.389
tig00000001:208640-210172|+   -            511 18543                -            519   1.3e-25   87.3   4.1   4   4    0.0039      0.15    7.9   0.0   400   441   434   475   402   507 0.79 tig00000001_226 # 208640 # 210172 # 1 # ID=1_226;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.389
tig00000001:1510186-1510821|+ -            212 18543                -            519   2.4e-25   86.4   0.1   1   1   7.3e-27   2.8e-25   86.2   0.1     7   211     2   203     1   207 0.90 tig00000001_1453 # 1510186 # 1510821 # 1 # ID=1_1453;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.379
tig00000002:156595-157251|-   -            219 18543                -            519     9e-25   84.5   3.0   1   1   2.6e-25     1e-23   81.0   3.0     6   224     3   210     1   216 0.84 tig00000002_150 # 156595 # 157251 # -1 # ID=2_150;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.277
tig00000001:1682618-1683286|+ -            223 18543                -            519   1.2e-24   84.0   0.4   1   1   3.7e-26   1.4e-24   83.8   0.4     6   207     3   206     1   217 0.87 tig00000001_1614 # 1682618 # 1683286 # 1 # ID=1_1614;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.369
tig00000001:1011722-1014058|- -            779 18543                -            519   1.3e-24   84.0   0.4   1   2   1.1e-25   4.1e-24   82.3   0.4     9   219     4   217     1   223 0.81 tig00000001_956 # 1011722 # 1014058 # -1 # ID=1_956;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.387
tig00000001:1011722-1014058|- -            779 18543                -            519   1.3e-24   84.0   0.4   2   2       3.3   1.3e+02   -1.8   0.0   267   296   453   482   438   507 0.73 tig00000001_956 # 1011722 # 1014058 # -1 # ID=1_956;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.387
tig00000001:2407557-2408327|- -            257 18543                -            519   1.4e-24   83.9   0.2   1   1   4.7e-26   1.8e-24   83.5   0.2    23   236    26   246    17   251 0.85 tig00000001_2336 # 2407557 # 2408327 # -1 # ID=1_2336;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.398
tig00000001:289357-290094|-   -            246 18543                -            519   1.5e-24   83.7   0.1   1   1   5.3e-26     2e-24   83.3   0.1    10   219     6   210     2   218 0.93 tig00000001_304 # 289357 # 290094 # -1 # ID=1_304;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.393
tig00000001:1692597-1693496|+ -            300 18543                -            519   2.5e-24   83.0   0.9   1   1   8.8e-26   3.4e-24   82.6   0.9     7   229     2   216     1   255 0.93 tig00000001_1623 # 1692597 # 1693496 # 1 # ID=1_1623;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.388
tig00000001:666480-668102|-   -            541 18543                -            519   5.7e-24   81.9   0.1   1   4   4.5e-12   1.7e-10   37.4   0.0     7    67     2    62     1   103 0.91 tig00000001_609 # 666480 # 668102 # -1 # ID=1_609;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.375
tig00000001:666480-668102|-   -            541 18543                -            519   5.7e-24   81.9   0.1   2   4   2.4e-08   9.4e-07   25.0   0.0   394   481   146   230   125   265 0.84 tig00000001_609 # 666480 # 668102 # -1 # ID=1_609;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.375
tig00000001:666480-668102|-   -            541 18543                -            519   5.7e-24   81.9   0.1   3   4     0.039       1.5    4.6   0.0     8    64   321   377   316   393 0.85 tig00000001_609 # 666480 # 668102 # -1 # ID=1_609;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.375
tig00000001:666480-668102|-   -            541 18543                -            519   5.7e-24   81.9   0.1   4   4    0.0011     0.044    9.6   0.0   400   478   436   511   419   528 0.66 tig00000001_609 # 666480 # 668102 # -1 # ID=1_609;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.375
tig00000001:1638283-1640217|- -            645 18543                -            519   2.4e-23   79.8   0.6   1   4   7.6e-11   2.9e-09   33.3   0.2     7    66     4    63     1    72 0.92 tig00000001_1566 # 1638283 # 1640217 # -1 # ID=1_1566;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.403
tig00000001:1638283-1640217|- -            645 18543                -            519   2.4e-23   79.8   0.6   2   4   5.5e-06   0.00021   17.3   0.0   399   468   160   229   136   256 0.75 tig00000001_1566 # 1638283 # 1640217 # -1 # ID=1_1566;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.403
tig00000001:1638283-1640217|- -            645 18543                -            519   2.4e-23   79.8   0.6   3   4   8.7e-06   0.00034   16.6   0.0     5    50   327   372   324   390 0.88 tig00000001_1566 # 1638283 # 1640217 # -1 # ID=1_1566;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.403
tig00000001:1638283-1640217|- -            645 18543                -            519   2.4e-23   79.8   0.6   4   4    0.0046      0.18    7.6   0.0   403   462   445   501   426   560 0.77 tig00000001_1566 # 1638283 # 1640217 # -1 # ID=1_1566;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.403
tig00000001:725503-726372|+   -            290 18543                -            519     5e-23   78.7   0.0   1   1   1.7e-24   6.7e-23   78.3   0.0    23   225    24   229    16   239 0.83 tig00000001_680 # 725503 # 726372 # 1 # ID=1_680;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.421
tig00000001:327707-329461|+   -            585 18543                -            519   5.4e-23   78.6   0.5   1   1   2.2e-24   8.7e-23   78.0   0.5    23   225   367   567   363   575 0.87 tig00000001_332 # 327707 # 329461 # 1 # ID=1_332;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.394
tig00000001:276350-277933|+   -            528 18543                -            519   7.1e-23   78.2   3.3   1   3   5.9e-13   2.3e-11   40.3   1.0   274   466    17   218     1   236 0.77 tig00000001_290 # 276350 # 277933 # 1 # ID=1_290;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.451
tig00000001:276350-277933|+   -            528 18543                -            519   7.1e-23   78.2   3.3   2   3   3.8e-07   1.5e-05   21.1   0.0     9    66   330   387   323   398 0.84 tig00000001_290 # 276350 # 277933 # 1 # ID=1_290;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.451
tig00000001:276350-277933|+   -            528 18543                -            519   7.1e-23   78.2   3.3   3   3   8.9e-05    0.0034   13.3   0.0   133   183   433   486   417   496 0.81 tig00000001_290 # 276350 # 277933 # 1 # ID=1_290;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.451
tig00000001:1760242-1760928|+ -            229 18543                -            519     8e-23   78.1   1.7   1   1   2.5e-24   9.7e-23   77.8   1.7     7   221     2   216     1   221 0.90 tig00000001_1693 # 1760242 # 1760928 # 1 # ID=1_1693;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.419
tig00000001:1241620-1242525|- -            302 18543                -            519   1.6e-22   77.1   3.3   1   1   4.7e-23   1.8e-21   73.6   3.3     8   231     5   217     2   240 0.84 tig00000001_1164 # 1241620 # 1242525 # -1 # ID=1_1164;partial=00;start_type=TTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.401
tig00000001:1272872-1273957|+ -            362 18543                -            519     2e-22   76.7   0.2   1   1     1e-23   3.9e-22   75.8   0.2     6   225     5   219     2   242 0.89 tig00000001_1197 # 1272872 # 1273957 # 1 # ID=1_1197;partial=00;start_type=GTG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.397
tig00000001:747123-748127|+   -            335 18543                -            519   5.3e-22   75.3   1.0   1   1   3.1e-23   1.2e-21   74.2   1.0    18   228    22   243     1   247 0.75 tig00000001_699 # 747123 # 748127 # 1 # ID=1_699;partial=00;start_type=TTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.426
tig00000001:565326-566291|-   -            322 18543                -            519   5.8e-22   75.2   2.4   1   2   3.1e-15   1.2e-13   47.8   0.3    21   226    18   224     1   240 0.79 tig00000001_529 # 565326 # 566291 # -1 # ID=1_529;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.295
tig00000001:565326-566291|-   -            322 18543                -            519   5.8e-22   75.2   2.4   2   2   3.9e-09   1.5e-07   27.7   0.1    23    68   270   315   252   319 0.89 tig00000001_529 # 565326 # 566291 # -1 # ID=1_529;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.295
tig00000001:724688-725527|+   -            280 18543                -            519   2.9e-21   72.9   0.2   1   1   8.7e-23   3.4e-21   72.7   0.2    21   230    22   228     2   272 0.81 tig00000001_679 # 724688 # 725527 # 1 # ID=1_679;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.413
tig00000001:1537367-1538476|- -            370 18543                -            519   3.3e-21   72.7   0.3   1   2   2.7e-16     1e-14   51.3   0.0     8   169     5   162     1   162 0.85 tig00000001_1476 # 1537367 # 1538476 # -1 # ID=1_1476;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.396
tig00000001:1537367-1538476|- -            370 18543                -            519   3.3e-21   72.7   0.3   2   2   4.9e-09   1.9e-07   27.3   0.0   401   502   133   235   126   242 0.85 tig00000001_1476 # 1537367 # 1538476 # -1 # ID=1_1476;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.396
tig00000001:764287-765042|+   -            252 18543                -            519   4.1e-21   72.4   5.1   1   1   1.2e-22   4.8e-21   72.2   5.1     7   234     2   228     1   238 0.89 tig00000001_712 # 764287 # 765042 # 1 # ID=1_712;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.362
tig00000001:560700-562442|-   -            581 18543                -            519   4.3e-21   72.4   0.3   1   1   1.6e-22   6.2e-21   71.8   0.3     5   223   328   545   325   556 0.87 tig00000001_525 # 560700 # 562442 # -1 # ID=1_525;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.336
tig00000001:1562651-1563313|- -            221 18543                -            519   8.8e-21   71.3   0.3   1   1   2.8e-22   1.1e-20   71.1   0.3    24   210    21   205    15   219 0.88 tig00000001_1497 # 1562651 # 1563313 # -1 # ID=1_1497;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.380
tig00000001:1083709-1084455|+ -            249 18543                -            519   2.2e-20   70.0   0.3   1   1   6.5e-22   2.5e-20   69.8   0.3     7   229     6   224     1   242 0.86 tig00000001_1019 # 1083709 # 1084455 # 1 # ID=1_1019;partial=00;start_type=TTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.386
tig00000001:2658589-2660475|- -            629 18543                -            519   2.6e-20   69.8   0.1   1   4   4.6e-05    0.0018   14.2   0.0     8    56     6    54     3   113 0.83 tig00000001_2580 # 2658589 # 2660475 # -1 # ID=1_2580;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.387
tig00000001:2658589-2660475|- -            629 18543                -            519   2.6e-20   69.8   0.1   2   4   4.1e-07   1.6e-05   21.0   0.0   400   460   158   215   115   245 0.77 tig00000001_2580 # 2658589 # 2660475 # -1 # ID=1_2580;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.387
tig00000001:2658589-2660475|- -            629 18543                -            519   2.6e-20   69.8   0.1   3   4   3.1e-07   1.2e-05   21.4   0.1    10    74   326   389   318   397 0.76 tig00000001_2580 # 2658589 # 2660475 # -1 # ID=1_2580;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.387
tig00000001:2658589-2660475|- -            629 18543                -            519   2.6e-20   69.8   0.1   4   4    0.0037      0.14    8.0   0.0   140   442   442   483   420   534 0.57 tig00000001_2580 # 2658589 # 2660475 # -1 # ID=1_2580;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.387
tig00000001:118034-119254|-   -            407 18543                -            519   5.8e-20   68.6   1.8   1   2   5.7e-15   2.2e-13   46.9   0.2    18    70    39    91    27    98 0.91 tig00000001_107 # 118034 # 119254 # -1 # ID=1_107;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.364
tig00000001:118034-119254|-   -            407 18543                -            519   5.8e-20   68.6   1.8   2   2   3.9e-07   1.5e-05   21.1   0.1   380   493   125   237   107   269 0.70 tig00000001_107 # 118034 # 119254 # -1 # ID=1_107;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.364
tig00000001:448393-449073|-   -            227 18543                -            519   6.6e-20   68.5   0.0   1   1   2.3e-21   8.7e-20   68.0   0.0     7   216     4   213     2   218 0.86 tig00000001_419 # 448393 # 449073 # -1 # ID=1_419;partial=00;start_type=GTG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.404
tig00000001:1619239-1620999|+ -            587 18543                -            519   7.4e-20   68.3   0.4   1   1   2.9e-21   1.1e-19   67.7   0.4    24   223   363   560   359   569 0.89 tig00000001_1548 # 1619239 # 1620999 # 1 # ID=1_1548;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.400
tig00000001:1524438-1525508|+ -            357 18543                -            519   2.3e-19   66.7   4.8   1   1   1.8e-20   7.1e-19   65.0   4.9     7   223     5   236     1   242 0.64 tig00000001_1464 # 1524438 # 1525508 # 1 # ID=1_1464;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.422
tig00000001:1184934-1185572|+ -            213 18543                -            519   5.1e-19   65.5   0.1   1   1   1.7e-20   6.5e-19   65.2   0.1    31   201    29   199    17   208 0.89 tig00000001_1111 # 1184934 # 1185572 # 1 # ID=1_1111;partial=00;start_type=TTG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.355
tig00000001:562426-564180|-   -            585 18543                -            519   6.5e-19   65.2   0.6   1   1   2.7e-20     1e-18   64.5   0.6    13   223   342   550   331   566 0.80 tig00000001_526 # 562426 # 564180 # -1 # ID=1_526;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.318
tig00000001:603282-604088|+   -            269 18543                -            519   7.8e-19   64.9   1.5   1   1   2.3e-20   8.9e-19   64.7   1.5     7   234     5   242     1   265 0.78 tig00000001_561 # 603282 # 604088 # 1 # ID=1_561;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.431
tig00000001:382654-384423|-   -            590 18543                -            519     8e-19   64.9   3.6   1   1   3.1e-20   1.2e-18   64.3   3.6    24   222   368   564   362   574 0.86 tig00000001_370 # 382654 # 384423 # -1 # ID=1_370;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.385
tig00000001:1767355-1768113|+ -            253 18543                -            519   8.7e-19   64.8   0.0   1   1   8.5e-20   3.3e-18   62.8   0.0     5   229     4   234     1   250 0.75 tig00000001_1700 # 1767355 # 1768113 # 1 # ID=1_1700;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.381
tig00000001:1472347-1473984|+ -            546 18543                -            519   2.8e-18   63.1   0.1   1   1   1.1e-19   4.2e-18   62.5   0.1    24   225   321   520   302   534 0.82 tig00000001_1414 # 1472347 # 1473984 # 1 # ID=1_1414;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=3-4bp;gc_cont=0.401
tig00000001:1483398-1484075|- -            226 18543                -            519   3.4e-18   62.8   0.2   1   2   3.3e-07   1.3e-05   21.3   0.1     9    65     5    61     1    70 0.88 tig00000001_1423 # 1483398 # 1484075 # -1 # ID=1_1423;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.381
tig00000001:1483398-1484075|- -            226 18543                -            519   3.4e-18   62.8   0.2   2   2   8.3e-13   3.2e-11   39.8   0.0   120   221   105   206    96   215 0.90 tig00000001_1423 # 1483398 # 1484075 # -1 # ID=1_1423;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.381
tig00000001:2072836-2073642|+ -            269 18543                -            519   7.6e-18   61.6   0.2   1   1   2.4e-19   9.3e-18   61.4   0.2    11   233     8   231     3   252 0.86 tig00000001_2010 # 2072836 # 2073642 # 1 # ID=1_2010;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.385
tig00000001:1525498-1526451|+ -            318 18543                -            519   2.3e-17   60.1   0.7   1   1   3.1e-18   1.2e-16   57.7   0.7    18   220    22   230     4   239 0.80 tig00000001_1465 # 1525498 # 1526451 # 1 # ID=1_1465;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.389
tig00000001:748128-749072|+   -            315 18543                -            519   2.3e-17   60.1   0.9   1   1   2.6e-18     1e-16   57.9   0.9   272   485    28   237    22   247 0.66 tig00000001_700 # 748128 # 749072 # 1 # ID=1_700;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.405
tig00000001:1540006-1541769|- -            588 18543                -            519   2.8e-17   59.8   0.2   1   1   1.2e-18   4.5e-17   59.1   0.2    24   222   366   562   360   573 0.78 tig00000001_1479 # 1540006 # 1541769 # -1 # ID=1_1479;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.399
tig00000001:571651-572391|-   -            247 18543                -            519   1.8e-16   57.1   2.6   1   1   7.3e-18   2.8e-16   56.5   2.6     7   218     2   209     1   233 0.82 tig00000001_538 # 571651 # 572391 # -1 # ID=1_538;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.305
tig00000001:1766533-1767339|+ -            269 18543                -            519     3e-16   56.4   0.1   1   2   2.4e-06   9.1e-05   18.5   0.0    10    88    25   109    16   115 0.71 tig00000001_1699 # 1766533 # 1767339 # 1 # ID=1_1699;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.401
tig00000001:1766533-1767339|+ -            269 18543                -            519     3e-16   56.4   0.1   2   2     3e-12   1.2e-10   37.9   0.0   339   483    97   243    95   251 0.82 tig00000001_1699 # 1766533 # 1767339 # 1 # ID=1_1699;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.401
