#                                                                                                          --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                      accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                              ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NODE_5_length_185063_cov_65.589034:40573-41382|-   -            270 6417                 -            269  8.6e-147  484.9   4.9   1   1  3.7e-149  9.6e-147  484.8   4.9     1   269     1   269     1   269 1.00 NODE_5_length_185063_cov_65.589034_37 # 40573 # 41382 # -1 # ID=5_37;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.421
NODE_11_length_113754_cov_100.754285:56781-57554|- -            258 6417                 -            269   3.9e-30  102.4   0.1   3   3   2.8e-22   7.3e-20   68.7   0.0   175   266   162   253   137   256 0.90 NODE_11_length_113754_cov_100.754285_53 # 56781 # 57554 # -1 # ID=11_53;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.416
NODE_4_length_193524_cov_77.069373:43446-44282|+   -            279 6417                 -            269   9.5e-30  101.1   0.4   1   1   9.4e-32   2.4e-29   99.8   0.4     3   266     1   274     1   277 0.80 NODE_4_length_193524_cov_77.069373_29 # 43446 # 44282 # 1 # ID=4_29;partial=00;start_type=ATG;rbs_motif=AGGAG/GGAGG;rbs_spacer=11-12bp;gc_cont=0.300
NODE_1_length_385945_cov_86.278628:93394-94167|-   -            258 6417                 -            269   3.6e-25   86.1   0.0   1   1   7.9e-27     2e-24   83.7   0.0     8   267    10   254     5   256 0.89 NODE_1_length_385945_cov_86.278628_92 # 93394 # 94167 # -1 # ID=1_92;partial=00;start_type=GTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.390
NODE_33_length_14199_cov_51.636595:1809-3893|-     -            695 6417                 -            269    0.0026   14.5   0.3   1   1   1.9e-05    0.0049   13.5   0.3   201   265   566   631   546   633 0.90 NODE_33_length_14199_cov_51.636595_2 # 1809 # 3893 # -1 # ID=33_2;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.393
NODE_9_length_122393_cov_64.141746:1907-4573|+     -            889 6417                 -            269    0.0054   13.4   3.6   1   2     0.041        10    2.6   0.0    23    64   535   576   527   585 0.84 NODE_9_length_122393_cov_64.141746_2 # 1907 # 4573 # 1 # ID=9_2;partial=00;start_type=TTG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.408
NODE_9_length_122393_cov_64.141746:1907-4573|+     -            889 6417                 -            269    0.0054   13.4   3.6   2   2   0.00025     0.065    9.9   1.7   218   258   627   667   619   675 0.84 NODE_9_length_122393_cov_64.141746_2 # 1907 # 4573 # 1 # ID=9_2;partial=00;start_type=TTG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.408
NODE_28_length_28084_cov_171.365477:1417-3603|+    -            729 6417                 -            269    0.0055   13.4   3.9   1   2     0.023         6    3.4   0.0    15    45   545   575   542   589 0.87 NODE_28_length_28084_cov_171.365477_4 # 1417 # 3603 # 1 # ID=28_4;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.416
NODE_28_length_28084_cov_171.365477:1417-3603|+    -            729 6417                 -            269    0.0055   13.4   3.9   2   2   0.00034     0.088    9.4   1.4   206   264   608   666   602   669 0.85 NODE_28_length_28084_cov_171.365477_4 # 1417 # 3603 # 1 # ID=28_4;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.416
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /sw/data/local/BUSCO_Data/v5/lineages/enterococcus_odb12/hmms/6417at1350.hmm
# Target file:     /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_manual_lineage/spades_scaffolds_enterococcus_odb12/prodigal_output/predicted_genes/predicted.faa
# Option settings: hmmsearch --domtblout /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_manual_lineage/spades_scaffolds_enterococcus_odb12/run_enterococcus_odb12/hmmer_output/6417at1350.out --cpu 1 /sw/data/local/BUSCO_Data/v5/lineages/enterococcus_odb12/hmms/6417at1350.hmm /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_manual_lineage/spades_scaffolds_enterococcus_odb12/prodigal_output/predicted_genes/predicted.faa 
# Current dir:     /gorilla/home/dich3309/rnaseq-tnseq-enterococcus-analysis/code
# Date:            Wed Apr 22 11:35:42 2026
# [ok]
