#                                                                                                          --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                      accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                              ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NODE_16_length_62801_cov_61.371830:30713-32275|+   -            521 18543                -            519         0 1013.3  19.6   1   1         0         0 1013.2  19.6     2   514     3   515     2   520 0.99 NODE_16_length_62801_cov_61.371830_30 # 30713 # 32275 # 1 # ID=16_30;partial=00;start_type=GTG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.406
NODE_4_length_193524_cov_77.069373:131523-133055|- -            511 18543                -            519   1.3e-25   87.3   4.1   1   4   6.9e-12   2.7e-10   36.7   0.2     6    66     3    63     1    70 0.93 NODE_4_length_193524_cov_77.069373_113 # 131523 # 133055 # -1 # ID=4_113;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.389
NODE_4_length_193524_cov_77.069373:131523-133055|- -            511 18543                -            519   1.3e-25   87.3   4.1   2   4   8.2e-08   3.2e-06   23.3   0.0   402   483   158   236   134   267 0.83 NODE_4_length_193524_cov_77.069373_113 # 131523 # 133055 # -1 # ID=4_113;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.389
NODE_4_length_193524_cov_77.069373:131523-133055|- -            511 18543                -            519   1.3e-25   87.3   4.1   3   4   2.9e-06   0.00011   18.1   0.0    25    66   339   380   335   391 0.90 NODE_4_length_193524_cov_77.069373_113 # 131523 # 133055 # -1 # ID=4_113;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.389
NODE_4_length_193524_cov_77.069373:131523-133055|- -            511 18543                -            519   1.3e-25   87.3   4.1   4   4    0.0037      0.15    7.9   0.0   400   441   434   475   402   507 0.79 NODE_4_length_193524_cov_77.069373_113 # 131523 # 133055 # -1 # ID=4_113;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.389
NODE_8_length_133129_cov_72.724935:96818-97453|-   -            212 18543                -            519   2.3e-25   86.4   0.1   1   1     7e-27   2.8e-25   86.2   0.1     7   211     2   203     1   207 0.90 NODE_8_length_133129_cov_72.724935_85 # 96818 # 97453 # -1 # ID=8_85;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.379
NODE_3_length_223274_cov_181.317177:33260-33916|-  -            219 18543                -            519   8.9e-25   84.5   3.0   1   1   2.5e-25     1e-23   81.0   3.0     6   224     3   210     1   216 0.84 NODE_3_length_223274_cov_181.317177_29 # 33260 # 33916 # -1 # ID=3_29;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.277
NODE_5_length_185063_cov_65.589034:10519-11187|+   -            223 18543                -            519   1.2e-24   84.0   0.4   1   1   3.6e-26   1.4e-24   83.8   0.4     6   207     3   206     1   217 0.87 NODE_5_length_185063_cov_65.589034_9 # 10519 # 11187 # 1 # ID=5_9;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.369
NODE_12_length_96937_cov_75.325559:86311-88647|+   -            779 18543                -            519   1.2e-24   84.0   0.4   1   2     1e-25     4e-24   82.3   0.4     9   219     4   217     1   223 0.81 NODE_12_length_96937_cov_75.325559_80 # 86311 # 88647 # 1 # ID=12_80;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.387
NODE_12_length_96937_cov_75.325559:86311-88647|+   -            779 18543                -            519   1.2e-24   84.0   0.4   2   2       3.2   1.2e+02   -1.8   0.0   267   296   453   482   438   507 0.73 NODE_12_length_96937_cov_75.325559_80 # 86311 # 88647 # 1 # ID=12_80;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.387
NODE_2_length_304403_cov_65.784473:186884-187654|+ -            257 18543                -            519   1.4e-24   83.9   0.2   1   1   4.5e-26   1.8e-24   83.5   0.2    23   236    26   246    17   251 0.85 NODE_2_length_304403_cov_65.784473_178 # 186884 # 187654 # 1 # ID=2_178;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.398
NODE_4_length_193524_cov_77.069373:51596-52333|+   -            246 18543                -            519   1.5e-24   83.7   0.1   1   1   5.1e-26     2e-24   83.3   0.1    10   219     6   210     2   218 0.93 NODE_4_length_193524_cov_77.069373_36 # 51596 # 52333 # 1 # ID=4_36;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.393
NODE_5_length_185063_cov_65.589034:20498-21397|+   -            300 18543                -            519   2.5e-24   83.0   0.9   1   1   8.5e-26   3.3e-24   82.6   0.9     7   229     2   216     1   255 0.93 NODE_5_length_185063_cov_65.589034_18 # 20498 # 21397 # 1 # ID=5_18;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.388
NODE_16_length_62801_cov_61.371830:1133-2755|-     -            541 18543                -            519   5.6e-24   81.9   0.1   1   4   4.3e-12   1.7e-10   37.4   0.0     7    67     2    62     1   103 0.91 NODE_16_length_62801_cov_61.371830_2 # 1133 # 2755 # -1 # ID=16_2;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.375
NODE_16_length_62801_cov_61.371830:1133-2755|-     -            541 18543                -            519   5.6e-24   81.9   0.1   2   4   2.3e-08   9.2e-07   25.0   0.0   394   481   146   230   125   265 0.84 NODE_16_length_62801_cov_61.371830_2 # 1133 # 2755 # -1 # ID=16_2;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.375
NODE_16_length_62801_cov_61.371830:1133-2755|-     -            541 18543                -            519   5.6e-24   81.9   0.1   3   4     0.037       1.5    4.6   0.0     8    64   321   377   316   393 0.85 NODE_16_length_62801_cov_61.371830_2 # 1133 # 2755 # -1 # ID=16_2;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.375
NODE_16_length_62801_cov_61.371830:1133-2755|-     -            541 18543                -            519   5.6e-24   81.9   0.1   4   4    0.0011     0.044    9.6   0.0   400   478   436   511   419   528 0.66 NODE_16_length_62801_cov_61.371830_2 # 1133 # 2755 # -1 # ID=16_2;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.375
NODE_18_length_58283_cov_66.770060:25856-27790|+   -            645 18543                -            519   2.3e-23   79.8   0.6   1   4   7.3e-11   2.9e-09   33.3   0.2     7    66     4    63     1    72 0.92 NODE_18_length_58283_cov_66.770060_34 # 25856 # 27790 # 1 # ID=18_34;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.402
NODE_18_length_58283_cov_66.770060:25856-27790|+   -            645 18543                -            519   2.3e-23   79.8   0.6   2   4   5.2e-06   0.00021   17.3   0.0   399   468   160   229   136   256 0.75 NODE_18_length_58283_cov_66.770060_34 # 25856 # 27790 # 1 # ID=18_34;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.402
NODE_18_length_58283_cov_66.770060:25856-27790|+   -            645 18543                -            519   2.3e-23   79.8   0.6   3   4   8.4e-06   0.00033   16.6   0.0     5    50   327   372   324   390 0.88 NODE_18_length_58283_cov_66.770060_34 # 25856 # 27790 # 1 # ID=18_34;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.402
NODE_18_length_58283_cov_66.770060:25856-27790|+   -            645 18543                -            519   2.3e-23   79.8   0.6   4   4    0.0045      0.18    7.6   0.0   403   462   445   501   426   560 0.77 NODE_18_length_58283_cov_66.770060_34 # 25856 # 27790 # 1 # ID=18_34;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.402
NODE_16_length_62801_cov_61.371830:60156-61025|+   -            290 18543                -            519   4.9e-23   78.7   0.0   1   1   1.7e-24   6.6e-23   78.3   0.0    23   225    24   229    16   239 0.83 NODE_16_length_62801_cov_61.371830_73 # 60156 # 61025 # 1 # ID=16_73;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.421
NODE_4_length_193524_cov_77.069373:12227-13981|-   -            585 18543                -            519   5.3e-23   78.6   0.5   1   1   2.2e-24   8.5e-23   78.0   0.5    23   225   367   567   363   575 0.87 NODE_4_length_193524_cov_77.069373_9 # 12227 # 13981 # -1 # ID=4_9;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.394
NODE_4_length_193524_cov_77.069373:63757-65340|-   -            528 18543                -            519   6.9e-23   78.2   3.3   1   3   5.7e-13   2.2e-11   40.3   1.0   274   466    17   218     1   236 0.77 NODE_4_length_193524_cov_77.069373_50 # 63757 # 65340 # -1 # ID=4_50;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.451
NODE_4_length_193524_cov_77.069373:63757-65340|-   -            528 18543                -            519   6.9e-23   78.2   3.3   2   3   3.7e-07   1.5e-05   21.1   0.0     9    66   330   387   323   398 0.84 NODE_4_length_193524_cov_77.069373_50 # 63757 # 65340 # -1 # ID=4_50;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.451
NODE_4_length_193524_cov_77.069373:63757-65340|-   -            528 18543                -            519   6.9e-23   78.2   3.3   3   3   8.6e-05    0.0034   13.3   0.0   133   183   433   486   417   496 0.81 NODE_4_length_193524_cov_77.069373_50 # 63757 # 65340 # -1 # ID=4_50;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.451
NODE_5_length_185063_cov_65.589034:88144-88830|+   -            229 18543                -            519   7.9e-23   78.1   1.7   1   1   2.4e-24   9.5e-23   77.8   1.7     7   221     2   216     1   221 0.90 NODE_5_length_185063_cov_65.589034_88 # 88144 # 88830 # 1 # ID=5_88;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.419
NODE_27_length_28698_cov_57.404326:15248-16153|-   -            302 18543                -            519   1.6e-22   77.1   3.3   1   1   4.5e-23   1.8e-21   73.6   3.3     8   231     5   217     2   240 0.84 NODE_27_length_28698_cov_57.404326_14 # 15248 # 16153 # -1 # ID=27_14;partial=00;start_type=TTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.401
NODE_26_length_29482_cov_89.132840:5503-6588|+     -            362 18543                -            519     2e-22   76.7   0.2   1   1   9.7e-24   3.8e-22   75.8   0.2     6   225     5   219     2   242 0.89 NODE_26_length_29482_cov_89.132840_8 # 5503 # 6588 # 1 # ID=26_8;partial=00;start_type=GTG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.397
NODE_11_length_113754_cov_100.754285:94297-95301|- -            335 18543                -            519   5.3e-22   75.3   1.0   1   1     3e-23   1.2e-21   74.2   1.0    18   228    22   243     1   247 0.75 NODE_11_length_113754_cov_100.754285_89 # 94297 # 95301 # -1 # ID=11_89;partial=00;start_type=TTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.426
NODE_16_length_62801_cov_61.371830:59341-60180|+   -            280 18543                -            519   2.9e-21   72.9   0.2   1   1   8.3e-23   3.3e-21   72.7   0.2    21   230    22   228     2   272 0.81 NODE_16_length_62801_cov_61.371830_72 # 59341 # 60180 # 1 # ID=16_72;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.413
NODE_8_length_133129_cov_72.724935:69162-70271|+   -            370 18543                -            519   3.2e-21   72.7   0.3   1   2   2.6e-16     1e-14   51.3   0.0     8   169     5   162     1   162 0.85 NODE_8_length_133129_cov_72.724935_62 # 69162 # 70271 # 1 # ID=8_62;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.397
NODE_8_length_133129_cov_72.724935:69162-70271|+   -            370 18543                -            519   3.2e-21   72.7   0.3   2   2   4.7e-09   1.9e-07   27.3   0.0   401   502   133   235   126   242 0.85 NODE_8_length_133129_cov_72.724935_62 # 69162 # 70271 # 1 # ID=8_62;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.397
NODE_11_length_113754_cov_100.754285:77382-78137|- -            252 18543                -            519   4.1e-21   72.4   5.1   1   1   1.2e-22   4.7e-21   72.2   5.1     7   234     2   228     1   238 0.89 NODE_11_length_113754_cov_100.754285_76 # 77382 # 78137 # -1 # ID=11_76;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.362
NODE_24_length_31976_cov_58.492972:13319-15061|+   -            581 18543                -            519   4.2e-21   72.4   0.3   1   1   1.5e-22   6.1e-21   71.8   0.3     5   223   328   545   325   556 0.87 NODE_24_length_31976_cov_58.492972_15 # 13319 # 15061 # 1 # ID=24_15;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.336
NODE_8_length_133129_cov_72.724935:44325-44987|+   -            221 18543                -            519   8.6e-21   71.3   0.3   1   1   2.7e-22   1.1e-20   71.1   0.3    24   210    21   205    15   219 0.88 NODE_8_length_133129_cov_72.724935_41 # 44325 # 44987 # 1 # ID=8_41;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.379
NODE_12_length_96937_cov_75.325559:15915-16661|-   -            249 18543                -            519   2.1e-20   70.0   0.3   1   1   6.3e-22   2.5e-20   69.8   0.3     7   229     6   224     1   242 0.86 NODE_12_length_96937_cov_75.325559_17 # 15915 # 16661 # -1 # ID=12_17;partial=00;start_type=TTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.386
NODE_9_length_122393_cov_64.141746:57284-59170|+   -            629 18543                -            519   2.5e-20   69.8   0.1   1   4   4.4e-05    0.0017   14.2   0.0     8    56     6    54     3   113 0.83 NODE_9_length_122393_cov_64.141746_51 # 57284 # 59170 # 1 # ID=9_51;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.387
NODE_9_length_122393_cov_64.141746:57284-59170|+   -            629 18543                -            519   2.5e-20   69.8   0.1   2   4     4e-07   1.6e-05   21.0   0.0   400   460   158   215   115   245 0.77 NODE_9_length_122393_cov_64.141746_51 # 57284 # 59170 # 1 # ID=9_51;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.387
NODE_9_length_122393_cov_64.141746:57284-59170|+   -            629 18543                -            519   2.5e-20   69.8   0.1   3   4     3e-07   1.2e-05   21.4   0.1    10    74   326   389   318   397 0.76 NODE_9_length_122393_cov_64.141746_51 # 57284 # 59170 # 1 # ID=9_51;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.387
NODE_9_length_122393_cov_64.141746:57284-59170|+   -            629 18543                -            519   2.5e-20   69.8   0.1   4   4    0.0035      0.14    8.0   0.0   140   442   442   483   420   534 0.57 NODE_9_length_122393_cov_64.141746_51 # 57284 # 59170 # 1 # ID=9_51;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.387
NODE_6_length_183174_cov_88.861183:165052-166272|- -            407 18543                -            519   5.7e-20   68.6   1.8   1   2   5.5e-15   2.2e-13   46.9   0.2    18    70    39    91    27    98 0.91 NODE_6_length_183174_cov_88.861183_152 # 165052 # 166272 # -1 # ID=6_152;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.364
NODE_6_length_183174_cov_88.861183:165052-166272|- -            407 18543                -            519   5.7e-20   68.6   1.8   2   2   3.7e-07   1.5e-05   21.1   0.1   380   493   125   237   107   269 0.70 NODE_6_length_183174_cov_88.861183_152 # 165052 # 166272 # -1 # ID=6_152;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.364
NODE_10_length_119333_cov_96.609128:12239-12919|+  -            227 18543                -            519   6.5e-20   68.5   0.0   1   1   2.2e-21   8.6e-20   68.0   0.0     7   216     4   213     2   218 0.86 NODE_10_length_119333_cov_96.609128_10 # 12239 # 12919 # 1 # ID=10_10;partial=00;start_type=GTG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.404
NODE_18_length_58283_cov_66.770060:45077-46837|-   -            587 18543                -            519   7.3e-20   68.3   0.4   1   1   2.8e-21   1.1e-19   67.7   0.4    24   223   363   560   359   569 0.89 NODE_18_length_58283_cov_66.770060_51 # 45077 # 46837 # -1 # ID=18_51;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.401
NODE_8_length_133129_cov_72.724935:82131-83201|-   -            357 18543                -            519   2.2e-19   66.7   4.8   1   1   1.8e-20     7e-19   65.0   4.9     7   223     5   236     1   242 0.64 NODE_8_length_133129_cov_72.724935_74 # 82131 # 83201 # -1 # ID=8_74;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.424
NODE_17_length_58686_cov_60.941844:32343-32981|+   -            213 18543                -            519     5e-19   65.5   0.1   1   1   1.6e-20   6.3e-19   65.2   0.1    31   201    29   199    17   208 0.89 NODE_17_length_58686_cov_60.941844_29 # 32343 # 32981 # 1 # ID=17_29;partial=00;start_type=TTG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.355
NODE_24_length_31976_cov_58.492972:11581-13335|+   -            585 18543                -            519   6.4e-19   65.2   0.6   1   1   2.6e-20     1e-18   64.5   0.6    13   223   342   550   331   566 0.80 NODE_24_length_31976_cov_58.492972_14 # 11581 # 13335 # 1 # ID=24_14;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.318
NODE_22_length_39913_cov_63.265070:27344-28150|+   -            269 18543                -            519   7.7e-19   64.9   1.5   1   1   2.2e-20   8.8e-19   64.7   1.5     7   234     5   242     1   265 0.78 NODE_22_length_39913_cov_63.265070_20 # 27344 # 28150 # 1 # ID=22_20;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.431
NODE_10_length_119333_cov_96.609128:76888-78657|+  -            590 18543                -            519   7.8e-19   64.9   3.6   1   1     3e-20   1.2e-18   64.3   3.6    24   222   368   564   362   574 0.86 NODE_10_length_119333_cov_96.609128_59 # 76888 # 78657 # 1 # ID=10_59;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.384
