#                                                                                                           --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                       accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                               ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NODE_1_length_385945_cov_86.278628:2740-4476|-      -            579 1614                 -            563  9.6e-216  715.1  16.0   1   1    6e-218  1.2e-215  714.9  16.0     9   562    10   577     2   578 0.94 NODE_1_length_385945_cov_86.278628_2 # 2740 # 4476 # -1 # ID=1_2;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.408
NODE_31_length_17573_cov_156.005131:1616-2824|-     -            403 1614                 -            563   4.5e-41  138.5   1.8   2   2   2.3e-43   4.5e-41  138.5   1.8   338   562   158   385   149   386 0.93 NODE_31_length_17573_cov_156.005131_2 # 1616 # 2824 # -1 # ID=31_2;partial=00;start_type=TTG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.390
NODE_20_length_42062_cov_371.455566:37852-38994|+   -            381 1614                 -            563   3.7e-39  132.1   0.1   1   3      0.62   1.2e+02   -1.6   0.2   156   178    12    34     2    72 0.51 NODE_20_length_42062_cov_371.455566_47 # 37852 # 38994 # 1 # ID=20_47;partial=00;start_type=TTG;rbs_motif=GGxGG;rbs_spacer=11-12bp;gc_cont=0.415
NODE_20_length_42062_cov_371.455566:37852-38994|+   -            381 1614                 -            563   3.7e-39  132.1   0.1   2   3      0.01         2    4.3   1.8   160   238    74   149    60   150 0.79 NODE_20_length_42062_cov_371.455566_47 # 37852 # 38994 # 1 # ID=20_47;partial=00;start_type=TTG;rbs_motif=GGxGG;rbs_spacer=11-12bp;gc_cont=0.415
NODE_20_length_42062_cov_371.455566:37852-38994|+   -            381 1614                 -            563   3.7e-39  132.1   0.1   3   3   1.9e-41   3.7e-39  132.1   0.1   341   562   148   370   145   371 0.93 NODE_20_length_42062_cov_371.455566_47 # 37852 # 38994 # 1 # ID=20_47;partial=00;start_type=TTG;rbs_motif=GGxGG;rbs_spacer=11-12bp;gc_cont=0.415
NODE_20_length_42062_cov_371.455566:5429-6571|+     -            381 1614                 -            563   3.7e-39  132.1   0.1   1   3      0.62   1.2e+02   -1.6   0.2   156   178    12    34     2    72 0.51 NODE_20_length_42062_cov_371.455566_7 # 5429 # 6571 # 1 # ID=20_7;partial=00;start_type=TTG;rbs_motif=GGxGG;rbs_spacer=11-12bp;gc_cont=0.415
NODE_20_length_42062_cov_371.455566:5429-6571|+     -            381 1614                 -            563   3.7e-39  132.1   0.1   2   3      0.01         2    4.3   1.8   160   238    74   149    60   150 0.79 NODE_20_length_42062_cov_371.455566_7 # 5429 # 6571 # 1 # ID=20_7;partial=00;start_type=TTG;rbs_motif=GGxGG;rbs_spacer=11-12bp;gc_cont=0.415
NODE_20_length_42062_cov_371.455566:5429-6571|+     -            381 1614                 -            563   3.7e-39  132.1   0.1   3   3   1.9e-41   3.7e-39  132.1   0.1   341   562   148   370   145   371 0.93 NODE_20_length_42062_cov_371.455566_7 # 5429 # 6571 # 1 # ID=20_7;partial=00;start_type=TTG;rbs_motif=GGxGG;rbs_spacer=11-12bp;gc_cont=0.415
NODE_25_length_31036_cov_54.889785:10511-11536|-    -            342 1614                 -            563   1.6e-28   97.1   1.1   1   1   1.4e-30   2.7e-28   96.3   0.9   344   562   119   333   111   334 0.89 NODE_25_length_31036_cov_54.889785_10 # 10511 # 11536 # -1 # ID=25_10;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.376
NODE_13_length_81038_cov_67.502957:43955-44851|-    -            299 1614                 -            563   4.3e-23   79.1   2.7   1   2      0.22        43   -0.1   0.2    13   238     6    79     1    89 0.38 NODE_13_length_81038_cov_67.502957_49 # 43955 # 44851 # -1 # ID=13_49;partial=00;start_type=TTG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.398
NODE_13_length_81038_cov_67.502957:43955-44851|-    -            299 1614                 -            563   4.3e-23   79.1   2.7   2   2   2.2e-25   4.3e-23   79.1   2.7   350   545    87   281    73   295 0.87 NODE_13_length_81038_cov_67.502957_49 # 43955 # 44851 # -1 # ID=13_49;partial=00;start_type=TTG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.398
NODE_3_length_223274_cov_181.317177:221221-222540|- -            440 1614                 -            563     3e-16   56.5  12.8   1   3      0.65   1.2e+02   -1.6   3.8   154   221     9    76     2    98 0.59 NODE_3_length_223274_cov_181.317177_217 # 221221 # 222540 # -1 # ID=3_217;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.208
NODE_3_length_223274_cov_181.317177:221221-222540|- -            440 1614                 -            563     3e-16   56.5  12.8   2   3    0.0015      0.29    7.1   9.3   144   232   128   217    41   225 0.62 NODE_3_length_223274_cov_181.317177_217 # 221221 # 222540 # -1 # ID=3_217;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.208
NODE_3_length_223274_cov_181.317177:221221-222540|- -            440 1614                 -            563     3e-16   56.5  12.8   3   3   1.6e-18     3e-16   56.5  12.8   336   483   224   369   212   416 0.90 NODE_3_length_223274_cov_181.317177_217 # 221221 # 222540 # -1 # ID=3_217;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.208
NODE_1_length_385945_cov_86.278628:301943-303679|-  -            579 1614                 -            563   2.5e-07   27.1  17.7   1   3      0.47        91   -1.2   0.3    49    53    52    56     3   112 0.49 NODE_1_length_385945_cov_86.278628_302 # 301943 # 303679 # -1 # ID=1_302;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.378
NODE_1_length_385945_cov_86.278628:301943-303679|-  -            579 1614                 -            563   2.5e-07   27.1  17.7   2   3   3.4e-06   0.00066   15.8   3.1    77   242   203   374   145   384 0.67 NODE_1_length_385945_cov_86.278628_302 # 301943 # 303679 # -1 # ID=1_302;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.378
NODE_1_length_385945_cov_86.278628:301943-303679|-  -            579 1614                 -            563   2.5e-07   27.1  17.7   3   3   2.8e-07   5.5e-05   19.4   1.7   414   562   433   568   394   569 0.77 NODE_1_length_385945_cov_86.278628_302 # 301943 # 303679 # -1 # ID=1_302;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.378
NODE_9_length_122393_cov_64.141746:116674-117459|-  -            262 1614                 -            563   9.5e-07   25.2   3.3   1   2      0.19        37    0.1   0.6   219   268    34    85    29   108 0.66 NODE_9_length_122393_cov_64.141746_112 # 116674 # 117459 # -1 # ID=9_112;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.373
NODE_9_length_122393_cov_64.141746:116674-117459|-  -            262 1614                 -            563   9.5e-07   25.2   3.3   2   2   4.9e-09   9.5e-07   25.2   3.3   448   563   132   248    77   248 0.79 NODE_9_length_122393_cov_64.141746_112 # 116674 # 117459 # -1 # ID=9_112;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.373
NODE_6_length_183174_cov_88.861183:141250-142317|-  -            356 1614                 -            563   5.3e-05   19.4   8.8   1   2   1.5e-06   0.00029   17.0   3.5   396   505   199   312   195   315 0.72 NODE_6_length_183174_cov_88.861183_132 # 141250 # 142317 # -1 # ID=6_132;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.376
NODE_6_length_183174_cov_88.861183:141250-142317|-  -            356 1614                 -            563   5.3e-05   19.4   8.8   2   2    0.0058       1.1    5.1   0.4   528   562   317   351   309   352 0.89 NODE_6_length_183174_cov_88.861183_132 # 141250 # 142317 # -1 # ID=6_132;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.376
NODE_11_length_113754_cov_100.754285:50430-52538|-  -            703 1614                 -            563   0.00092   15.3   1.6   1   2   5.6e-06    0.0011   15.1   0.2   459   511    25    75    10    81 0.90 NODE_11_length_113754_cov_100.754285_49 # 50430 # 52538 # -1 # ID=11_49;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.410
NODE_11_length_113754_cov_100.754285:50430-52538|-  -            703 1614                 -            563   0.00092   15.3   1.6   2   2       2.2   4.2e+02   -3.4   0.1   192   219   294   321   289   334 0.56 NODE_11_length_113754_cov_100.754285_49 # 50430 # 52538 # -1 # ID=11_49;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.410
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /sw/data/local/BUSCO_Data/v5/lineages/enterococcaceae_odb12/hmms/1614at81852.hmm
# Target file:     /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_auto_lineage/spades_scaffolds_auto/prodigal_output/predicted_genes/predicted.faa
# Option settings: hmmsearch --domtblout /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_auto_lineage/spades_scaffolds_auto/run_enterococcaceae_odb12/hmmer_output/1614at81852.out --cpu 1 /sw/data/local/BUSCO_Data/v5/lineages/enterococcaceae_odb12/hmms/1614at81852.hmm /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_auto_lineage/spades_scaffolds_auto/prodigal_output/predicted_genes/predicted.faa 
# Current dir:     /gorilla/home/dich3309/rnaseq-tnseq-enterococcus-analysis/code
# Date:            Wed Apr 22 11:41:32 2026
# [ok]
