# BUSCO version is: 5.8.2 
# The lineage dataset is: archaea_odb12 (Creation date: 2025-05-14, number of genomes: 157, number of BUSCOs: 195)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length
36608at2157	Complete	NODE_2_length_304403_cov_65.784473	175864	176796	+	279.3	296
38155at2157	Missing
38238at2157	Complete	NODE_12_length_96937_cov_75.325559	35240	34239	-	176.4	343
39019at2157	Missing
39139at2157	Missing
39189at2157	Missing
39992at2157	Complete	NODE_8_length_133129_cov_72.724935	109053	108028	-	203.7	188
43788at2157	Complete	NODE_1_length_385945_cov_86.278628	299250	300545	+	307.4	411
44091at2157	Missing
45138at2157	Missing
45154at2157	Missing
45195at2157	Missing
45346at2157	Missing
45383at2157	Missing
45909at2157	Missing
46081at2157	Missing
52456at2157	Missing
52479at2157	Missing
52677at2157	Missing
52769at2157	Complete	NODE_34_length_13809_cov_53.503775	13090	11480	-	673.8	481
52849at2157	Complete	NODE_1_length_385945_cov_86.278628	6129	7547	+	378.0	405
53273at2157	Missing
55506at2157	Missing
56356at2157	Missing
60264at2157	Missing
65493at2157	Missing
65887at2157	Missing
84504at2157	Missing
84643at2157	Missing
84794at2157	Missing
84933at2157	Missing
85118at2157	Complete	NODE_2_length_304403_cov_65.784473	118461	119402	+	174.1	183
85381at2157	Missing
85892at2157	Complete	NODE_5_length_185063_cov_65.589034	26387	28390	+	174.7	376
94124at2157	Missing
115235at2157	Complete	NODE_5_length_185063_cov_65.589034	30808	32589	+	840.7	542
117390at2157	Complete	NODE_5_length_185063_cov_65.589034	33965	34600	+	181.5	200
129238at2157	Missing
146558at2157	Complete	NODE_2_length_304403_cov_65.784473	24609	25883	+	385.2	421
147673at2157	Missing
204488at2157	Missing
275101at2157	Missing
295712at2157	Missing
314984at2157	Missing
371736at2157	Missing
371754at2157	Missing
371797at2157	Missing
371812at2157	Missing
371836at2157	Missing
371856at2157	Complete	NODE_8_length_133129_cov_72.724935	78417	76408	-	321.7	445
371863at2157	Missing
371914at2157	Missing
371959at2157	Missing
371997at2157	Duplicated	NODE_30_length_20136_cov_58.816694	3036	4010	+	131.3	232
371997at2157	Duplicated	NODE_10_length_119333_cov_96.609128	16671	17642	+	148.7	229
372008at2157	Missing
372011at2157	Missing
372044at2157	Missing
372073at2157	Missing
372100at2157	Missing
372102at2157	Complete	NODE_1_length_385945_cov_86.278628	188856	190547	+	441.7	574
372108at2157	Missing
372127at2157	Fragmented	NODE_16_length_62801_cov_61.371830	56861	57226	+	73.4	110
372134at2157	Missing
372142at2157	Missing
372177at2157	Missing
372178at2157	Missing
372188at2157	Complete	NODE_11_length_113754_cov_100.754285	84177	83179	-	271.3	267
372247at2157	Complete	NODE_43_length_1695_cov_58.453069	1506	214	-	527.2	414
372251at2157	Complete	NODE_1_length_385945_cov_86.278628	195715	196437	+	104.7	222
372305at2157	Missing
