#                                                                                        --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                    accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#            ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
contig_1_pilon:1284325-1285773|- -            483 21277                -            475  3.5e-263  871.0  17.7   1   1  1.9e-265    4e-263  870.8  17.7     1   475     1   480     1   480 0.98 contig_1_pilon_1240 # 1284325 # 1285773 # -1 # ID=1_1240;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.369
contig_1_pilon:14186-15082|+     -            299 21277                -            475   4.4e-21   72.6   3.4   1   1   2.3e-23     5e-21   72.5   3.4   179   454     9   281     1   294 0.81 contig_1_pilon_18 # 14186 # 15082 # 1 # ID=1_18;partial=00;start_type=TTG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.398
contig_2_pilon:603839-604864|+   -            342 21277                -            475   1.2e-17   61.4   0.9   1   1   7.3e-20   1.6e-17   60.9   0.9   224   470    91   332    83   336 0.84 contig_2_pilon_565 # 603839 # 604864 # 1 # ID=5_565;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.376
contig_11_pilon:113544-114863|+  -            440 21277                -            475   1.3e-10   38.2  16.7   1   2     0.042       9.1    2.4   3.5    11   139    15   145     9   148 0.63 contig_11_pilon_113 # 113544 # 114863 # 1 # ID=3_113;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.208
contig_11_pilon:113544-114863|+  -            440 21277                -            475   1.3e-10   38.2  16.7   2   2   5.8e-13   1.3e-10   38.2  16.7   172   445   146   414   128   436 0.74 contig_11_pilon_113 # 113544 # 114863 # 1 # ID=3_113;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.208
contig_1_pilon:684624-685409|-   -            262 21277                -            475   6.1e-08   29.3   0.4   1   2       1.3   2.9e+02   -2.6   0.0   255   281    51    77    33    83 0.77 contig_1_pilon_649 # 684624 # 685409 # -1 # ID=1_649;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.373
contig_1_pilon:684624-685409|-   -            262 21277                -            475   6.1e-08   29.3   0.4   2   2   4.8e-10     1e-07   28.5   0.3   363   473   139   249    68   251 0.75 contig_1_pilon_649 # 684624 # 685409 # -1 # ID=1_649;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.373
contig_1_pilon:685400-686272|-   -            291 21277                -            475   0.00094   15.5   0.7   1   1     6e-06    0.0013   15.0   0.7    11   192    25   200    12   228 0.76 contig_1_pilon_650 # 685400 # 686272 # -1 # ID=1_650;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.364
contig_1_pilon:314344-315483|+   -            380 21277                -            475     0.017   11.3   2.7   1   1   0.00017     0.037   10.2   2.7     7    77    76   144    72   176 0.79 contig_1_pilon_270 # 314344 # 315483 # 1 # ID=1_270;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.354
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /sw/data/local/BUSCO_Data/v5/lineages/enterococcus_odb12/hmms/21277at1350.hmm
# Target file:     /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_enterococcus_odb12/flye_pacbio_pilon_enterococcus_odb12/prodigal_output/predicted_genes/predicted.faa
# Option settings: hmmsearch --domtblout /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_enterococcus_odb12/flye_pacbio_pilon_enterococcus_odb12/run_enterococcus_odb12/hmmer_output/21277at1350.out --cpu 1 /sw/data/local/BUSCO_Data/v5/lineages/enterococcus_odb12/hmms/21277at1350.hmm /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_enterococcus_odb12/flye_pacbio_pilon_enterococcus_odb12/prodigal_output/predicted_genes/predicted.faa 
# Current dir:     /gorilla/home/dich3309/rnaseq-tnseq-enterococcus-analysis/code
# Date:            Wed Apr 29 00:55:53 2026
# [ok]
