#                                                                                     --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                 accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#         ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
tig00000001:2233053-2233682|+ -            210 9812943              -            178   1.7e-46  155.9   0.0   1   1   1.7e-48   2.3e-46  155.5   0.0     2   167    14   195    13   205 0.88 tig00000001_2157 # 2233053 # 2233682 # 1 # ID=1_2157;partial=00;start_type=TTG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.411
tig00000001:2146054-2146938|+ -            295 9812943              -            178    0.0042   14.6   0.3   1   2    0.0013      0.18    9.3   0.0     4    30     8    34     6    41 0.92 tig00000001_2078 # 2146054 # 2146938 # 1 # ID=1_2078;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.407
tig00000001:2146054-2146938|+ -            295 9812943              -            178    0.0042   14.6   0.3   2   2     0.097        13    3.2   0.1    87   172    71   155    66   161 0.68 tig00000001_2078 # 2146054 # 2146938 # 1 # ID=1_2078;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.407
tig00000001:1206070-1206771|+ -            234 9812943              -            178    0.0049   14.4   0.7   1   2   0.00013     0.018   12.5   0.3     1    23     1    23     1    27 0.90 tig00000001_1134 # 1206070 # 1206771 # 1 # ID=1_1134;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.376
tig00000001:1206070-1206771|+ -            234 9812943              -            178    0.0049   14.4   0.7   2   2       1.8   2.5e+02   -0.9   0.0   111   133   124   146   120   155 0.85 tig00000001_1134 # 1206070 # 1206771 # 1 # ID=1_1134;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.376
tig00000001:1045204-1045911|+ -            236 9812943              -            178    0.0054   14.2   0.4   1   2   0.00018     0.024   12.1   0.1     4    23     2    21     1    25 0.89 tig00000001_986 # 1045204 # 1045911 # 1 # ID=1_986;partial=00;start_type=GTG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.384
tig00000001:1045204-1045911|+ -            236 9812943              -            178    0.0054   14.2   0.4   2   2       1.5   2.1e+02   -0.7   0.0   112   133   123   144   118   153 0.83 tig00000001_986 # 1045204 # 1045911 # 1 # ID=1_986;partial=00;start_type=GTG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.384
tig00000001:1638283-1640217|- -            645 9812943              -            178    0.0056   14.2   1.0   1   3    0.0037      0.51    7.8   0.0     3    39    31    65    30    99 0.87 tig00000001_1566 # 1638283 # 1640217 # -1 # ID=1_1566;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.403
tig00000001:1638283-1640217|- -            645 9812943              -            178    0.0056   14.2   1.0   2   3       1.4   1.9e+02   -0.6   0.1    31    67   224   260   217   296 0.79 tig00000001_1566 # 1638283 # 1640217 # -1 # ID=1_1566;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.403
tig00000001:1638283-1640217|- -            645 9812943              -            178    0.0056   14.2   1.0   3   3      0.13        18    2.8   0.0     4    22   357   375   355   383 0.80 tig00000001_1566 # 1638283 # 1640217 # -1 # ID=1_1566;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.403
tig00000001:481679-483157|-   -            493 9812943              -            178    0.0069   13.9   7.4   1   2    0.0035      0.48    7.9   0.0     3    22    33    52    32    69 0.88 tig00000001_452 # 481679 # 483157 # -1 # ID=1_452;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.389
tig00000001:481679-483157|-   -            493 9812943              -            178    0.0069   13.9   7.4   2   2    0.0012      0.16    9.4   0.0     2    42   324   364   323   388 0.85 tig00000001_452 # 481679 # 483157 # -1 # ID=1_452;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.389
tig00000001:1544690-1547458|+ -            923 9812943              -            178    0.0075   13.8   0.0   1   2     0.096        13    3.2   0.0     4    21   133   149   131   159 0.81 tig00000001_1482 # 1544690 # 1547458 # 1 # ID=1_1482;partial=00;start_type=TTG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.377
tig00000001:1544690-1547458|+ -            923 9812943              -            178    0.0075   13.8   0.0   2   2    0.0048      0.65    7.4   0.0    22    62   373   411   368   428 0.87 tig00000001_1482 # 1544690 # 1547458 # 1 # ID=1_1482;partial=00;start_type=TTG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.377
tig00000001:878197-878850|+   -            218 9812943              -            178    0.0096   13.4   0.1   1   2   0.00049     0.067   10.7   0.0     4    23     2    21     1    29 0.89 tig00000001_824 # 878197 # 878850 # 1 # ID=1_824;partial=00;start_type=GTG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.370
tig00000001:878197-878850|+   -            218 9812943              -            178    0.0096   13.4   0.1   2   2      0.79   1.1e+02    0.2   0.0   100   133   111   144    64   151 0.84 tig00000001_824 # 878197 # 878850 # 1 # ID=1_824;partial=00;start_type=GTG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.370
tig00000002:28228-30252|+     -            675 9812943              -            178      0.02   12.4   0.5   1   2    0.0007     0.095   10.2   0.0     5    25   271   291   268   316 0.88 tig00000002_27 # 28228 # 30252 # 1 # ID=2_27;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.384
tig00000002:28228-30252|+     -            675 9812943              -            178      0.02   12.4   0.5   2   2       3.4   4.7e+02   -1.9   0.1   123   147   562   586   557   590 0.85 tig00000002_27 # 28228 # 30252 # 1 # ID=2_27;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.384
tig00000006:1475-3499|-       -            675 9812943              -            178      0.02   12.4   0.5   1   2    0.0007     0.095   10.2   0.0     5    25   271   291   268   316 0.88 tig00000006_5 # 1475 # 3499 # -1 # ID=6_5;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.384
tig00000006:1475-3499|-       -            675 9812943              -            178      0.02   12.4   0.5   2   2       3.4   4.7e+02   -1.9   0.1   123   147   562   586   557   590 0.85 tig00000006_5 # 1475 # 3499 # -1 # ID=6_5;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.384
tig00000001:562426-564180|-   -            585 9812943              -            178     0.021   12.3   0.2   1   1   0.00036     0.049   11.1   0.2     3    27   363   385   361   393 0.76 tig00000001_526 # 562426 # 564180 # -1 # ID=1_526;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.318
tig00000001:1021935-1022687|+ -            251 9812943              -            178     0.022   12.2   0.1   1   1   0.00031     0.042   11.3   0.1     4    23    38    57    36    63 0.88 tig00000001_967 # 1021935 # 1022687 # 1 # ID=1_967;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.396
tig00000001:2658589-2660475|- -            629 9812943              -            178     0.028   11.9   9.8   1   3     0.024       3.2    5.2   0.3     3    30    32    57    30    63 0.81 tig00000001_2580 # 2658589 # 2660475 # -1 # ID=1_2580;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.387
tig00000001:2658589-2660475|- -            629 9812943              -            178     0.028   11.9   9.8   2   3       1.7   2.4e+02   -0.9   1.3   118   151   256   289   252   302 0.85 tig00000001_2580 # 2658589 # 2660475 # -1 # ID=1_2580;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.387
tig00000001:2658589-2660475|- -            629 9812943              -            178     0.028   11.9   9.8   3   3   0.00041     0.055   10.9   0.1     3    23   350   370   349   376 0.87 tig00000001_2580 # 2658589 # 2660475 # -1 # ID=1_2580;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.387
tig00000001:276350-277933|+   -            528 9812943              -            178     0.041   11.4   2.0   1   2     0.016       2.2    5.7   0.6     3    35    30    60    29    69 0.81 tig00000001_290 # 276350 # 277933 # 1 # ID=1_290;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.451
tig00000001:276350-277933|+   -            528 9812943              -            178     0.041   11.4   2.0   2   2     0.078        11    3.5   0.0     4    21   356   373   355   377 0.85 tig00000001_290 # 276350 # 277933 # 1 # ID=1_290;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.451
tig00000001:1625083-1626312|+ -            410 9812943              -            178     0.041   11.3   2.5   1   3       4.6   6.3e+02   -2.3   0.0   149   166    68    84    54   111 0.61 tig00000001_1555 # 1625083 # 1626312 # 1 # ID=1_1555;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.415
tig00000001:1625083-1626312|+ -            410 9812943              -            178     0.041   11.3   2.5   2   3       1.3   1.7e+02   -0.5   0.3    57    79   156   177   153   192 0.75 tig00000001_1555 # 1625083 # 1626312 # 1 # ID=1_1555;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.415
tig00000001:1625083-1626312|+ -            410 9812943              -            178     0.041   11.3   2.5   3   3   0.00076       0.1   10.0   0.0     3    34   195   224   193   229 0.86 tig00000001_1555 # 1625083 # 1626312 # 1 # ID=1_1555;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.415
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /sw/data/local/BUSCO_Data/v5/lineages/bacteria_odb12/hmms/9812943at2.hmm
# Target file:     /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_auto_lineage/canu_pacbio_auto/prodigal_output/predicted_genes/predicted.faa
# Option settings: hmmsearch --domtblout /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_auto_lineage/canu_pacbio_auto/auto_lineage/run_bacteria_odb12/hmmer_output/9812943at2.out --cpu 1 /sw/data/local/BUSCO_Data/v5/lineages/bacteria_odb12/hmms/9812943at2.hmm /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_auto_lineage/canu_pacbio_auto/prodigal_output/predicted_genes/predicted.faa 
# Current dir:     /gorilla/home/dich3309/rnaseq-tnseq-enterococcus-analysis/code
# Date:            Wed Apr 22 11:36:15 2026
# [ok]
