#                                                                                       --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                   accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#           ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NZ_CP014529.1:47684-49246|+     -            521 18543                -            520         0 1065.2  18.8   1   1         0         0 1065.1  18.8     1   518     1   518     1   520 0.99 NZ_CP014529.1_43 # 47684 # 49246 # 1 # ID=1_43;partial=00;start_type=GTG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.406
NZ_CP014529.1:201222-202397|-   -            392 18543                -            520   1.8e-30  103.4   3.1   2   2       2.4        97   -1.3   0.1    93   144   279   331   248   338 0.71 NZ_CP014529.1_202 # 201222 # 202397 # -1 # ID=1_202;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.416
NZ_CP014529.1:996345-997088|+   -            248 18543                -            520   3.4e-30  102.5   0.0   1   1   1.1e-31   4.4e-30  102.1   0.0     8   227     2   216     1   225 0.89 NZ_CP014529.1_970 # 996345 # 997088 # 1 # ID=1_970;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.366
NZ_CP014529.1:2343136-2344068|- -            311 18543                -            520     1e-28   97.6   0.5   1   1   3.3e-30   1.3e-28   97.2   0.5     7   224     2   214     1   236 0.94 NZ_CP014529.1_2307 # 2343136 # 2344068 # -1 # ID=1_2307;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.395
NZ_CP014529.1:2618939-2619874|- -            312 18543                -            520   1.3e-28   97.2   0.1   1   1   4.2e-30   1.7e-28   96.9   0.1     7   233     4   226     1   235 0.91 NZ_CP014529.1_2533 # 2618939 # 2619874 # -1 # ID=1_2533;partial=00;start_type=ATG;rbs_motif=AGGAG/GGAGG;rbs_spacer=11-12bp;gc_cont=0.409
NZ_CP014529.1:373571-374323|+   -            251 18543                -            520   4.1e-28   95.6   0.2   1   1   1.2e-29   4.7e-28   95.4   0.2     5   202     2   205     1   231 0.87 NZ_CP014529.1_371 # 373571 # 374323 # 1 # ID=1_371;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.396
NZ_CP014529.1:678143-678910|+   -            256 18543                -            520   6.2e-28   95.0   0.2   1   1   1.8e-29   7.2e-28   94.8   0.2     6   219     3   220     1   236 0.85 NZ_CP014529.1_650 # 678143 # 678910 # 1 # ID=1_650;partial=00;start_type=TTG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.401
NZ_CP014529.1:2624657-2625574|- -            306 18543                -            520   1.3e-27   93.9   1.3   1   1   1.2e-28   4.6e-27   92.1   1.2     5   229     6   219     3   231 0.91 NZ_CP014529.1_2539 # 2624657 # 2625574 # -1 # ID=1_2539;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.418
NZ_CP014529.1:2681507-2682922|- -            472 18543                -            520     8e-27   91.4   4.7   1   2   9.2e-15   3.7e-13   46.3   0.2    22   226    18   223     1   236 0.79 NZ_CP014529.1_2588 # 2681507 # 2682922 # -1 # ID=1_2588;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.294
NZ_CP014529.1:2681507-2682922|- -            472 18543                -            520     8e-27   91.4   4.7   2   2   9.8e-15   3.9e-13   46.2   0.9    24   220   270   447   259   464 0.84 NZ_CP014529.1_2588 # 2681507 # 2682922 # -1 # ID=1_2588;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.294
NZ_CP014529.1:1728961-1729647|+ -            229 18543                -            520   2.4e-26   89.8   0.1   1   1   7.2e-28   2.9e-26   89.5   0.1     6   207     3   207     1   220 0.87 NZ_CP014529.1_1696 # 1728961 # 1729647 # 1 # ID=1_1696;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.364
NZ_CP014529.1:384709-385410|+   -            234 18543                -            520   4.6e-26   88.8   0.1   1   1   2.1e-27   8.3e-26   88.0   0.1    18   229    18   223     2   229 0.84 NZ_CP014529.1_380 # 384709 # 385410 # 1 # ID=1_380;partial=00;start_type=GTG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.396
NZ_CP014529.1:861832-862467|+   -            212 18543                -            520   4.9e-26   88.8   0.1   1   1   1.4e-27   5.7e-26   88.6   0.1     8   212     2   203     1   208 0.91 NZ_CP014529.1_853 # 861832 # 862467 # 1 # ID=1_853;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.379
NZ_CP014529.1:2325258-2326790|+ -            511 18543                -            520   9.2e-26   87.9   3.7   1   4   2.1e-11   8.2e-10   35.2   0.2     7    67     3    63     1    68 0.93 NZ_CP014529.1_2287 # 2325258 # 2326790 # 1 # ID=1_2287;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.389
NZ_CP014529.1:2325258-2326790|+ -            511 18543                -            520   9.2e-26   87.9   3.7   2   4   1.4e-07   5.6e-06   22.6   0.0   403   483   158   235   131   251 0.78 NZ_CP014529.1_2287 # 2325258 # 2326790 # 1 # ID=1_2287;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.389
NZ_CP014529.1:2325258-2326790|+ -            511 18543                -            520   9.2e-26   87.9   3.7   3   4   1.1e-06   4.5e-05   19.6   0.0    26    66   339   379   336   391 0.90 NZ_CP014529.1_2287 # 2325258 # 2326790 # 1 # ID=1_2287;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.389
NZ_CP014529.1:2325258-2326790|+ -            511 18543                -            520   9.2e-26   87.9   3.7   4   4    0.0024     0.097    8.6   0.0   400   443   433   476   403   507 0.78 NZ_CP014529.1_2287 # 2325258 # 2326790 # 1 # ID=1_2287;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.389
NZ_CP014529.1:1759237-1760007|- -            257 18543                -            520   3.5e-25   86.0   0.2   1   1   1.1e-26   4.4e-25   85.6   0.2    24   234    26   243    14   250 0.87 NZ_CP014529.1_1722 # 1759237 # 1760007 # -1 # ID=1_1722;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.398
NZ_CP014530.1:113065-114096|-   -            344 18543                -            520   1.1e-24   84.3   0.1   1   1     4e-26   1.6e-24   83.8   0.1    27   226    22   216     3   234 0.88 NZ_CP014530.1_108 # 113065 # 114096 # -1 # ID=2_108;partial=00;start_type=ATG;rbs_motif=AGGAG/GGAGG;rbs_spacer=11-12bp;gc_cont=0.433
NZ_CP014529.1:2392973-2394556|+ -            528 18543                -            520   1.8e-24   83.6   3.0   1   3   1.4e-14   5.5e-13   45.7   0.8   264   472     5   223     1   238 0.74 NZ_CP014529.1_2350 # 2392973 # 2394556 # 1 # ID=1_2350;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.451
NZ_CP014529.1:2392973-2394556|+ -            528 18543                -            520   1.8e-24   83.6   3.0   2   3   1.1e-06   4.5e-05   19.6   0.0     7    66   327   386   322   396 0.86 NZ_CP014529.1_2350 # 2392973 # 2394556 # 1 # ID=1_2350;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.451
NZ_CP014529.1:2392973-2394556|+ -            528 18543                -            520   1.8e-24   83.6   3.0   3   3   1.2e-05   0.00046   16.3   0.0   132   184   431   486   415   498 0.79 NZ_CP014529.1_2350 # 2392973 # 2394556 # 1 # ID=1_2350;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.451
NZ_CP014529.1:2405980-2406717|- -            246 18543                -            520   3.1e-24   82.8   0.1   1   1   9.3e-26   3.7e-24   82.6   0.1    10   220     5   210     1   220 0.93 NZ_CP014529.1_2364 # 2405980 # 2406717 # -1 # ID=1_2364;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.393
NZ_CP014529.1:363358-365694|-   -            779 18543                -            520   4.6e-24   82.3   0.2   1   2   9.3e-25   3.7e-23   79.3   0.3    18   220    16   217     1   223 0.82 NZ_CP014529.1_360 # 363358 # 365694 # -1 # ID=1_360;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.387
NZ_CP014529.1:363358-365694|-   -            779 18543                -            520   4.6e-24   82.3   0.2   2   2      0.73        29    0.4   0.0   254   312   442   496   432   527 0.76 NZ_CP014529.1_360 # 363358 # 365694 # -1 # ID=1_360;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.387
NZ_CP014529.1:1044251-1045150|+ -            300 18543                -            520   5.9e-24   81.9   0.4   1   1   3.1e-25   1.2e-23   80.8   0.4     8   231     2   217     1   256 0.91 NZ_CP014529.1_1020 # 1044251 # 1045150 # 1 # ID=1_1020;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.388
NZ_CP014529.1:1034272-1034940|+ -            223 18543                -            520   1.1e-23   81.1   0.3   1   1   3.1e-25   1.3e-23   80.8   0.3     7   208     3   206     1   217 0.87 NZ_CP014529.1_1011 # 1034272 # 1034940 # 1 # ID=1_1011;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.369
NZ_CP014530.1:128306-128962|-   -            219 18543                -            520   1.3e-23   80.8   2.7   1   1   3.1e-24   1.2e-22   77.5   2.7     7   226     3   211     1   217 0.85 NZ_CP014530.1_124 # 128306 # 128962 # -1 # ID=2_124;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.277
NZ_CP014529.1:18104-19726|-     -            541 18543                -            520   1.4e-23   80.7   0.2   1   4   3.4e-12   1.4e-10   37.8   0.0     8    67     2    61     1   114 0.91 NZ_CP014529.1_15 # 18104 # 19726 # -1 # ID=1_15;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.375
NZ_CP014529.1:18104-19726|-     -            541 18543                -            520   1.4e-23   80.7   0.2   2   4   8.7e-08   3.4e-06   23.3   0.0   402   483   153   231   126   266 0.86 NZ_CP014529.1_15 # 18104 # 19726 # -1 # ID=1_15;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.375
NZ_CP014529.1:18104-19726|-     -            541 18543                -            520   1.4e-23   80.7   0.2   3   4     0.092       3.6    3.4   0.0     9    64   321   376   315   386 0.88 NZ_CP014529.1_15 # 18104 # 19726 # -1 # ID=1_15;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.375
NZ_CP014529.1:18104-19726|-     -            541 18543                -            520   1.4e-23   80.7   0.2   4   4   0.00047     0.019   10.9   0.0   143   218   439   511   418   529 0.57 NZ_CP014529.1_15 # 18104 # 19726 # -1 # ID=1_15;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.375
NZ_CP014529.1:98747-99751|+     -            335 18543                -            520   6.6e-23   78.4   0.3   1   1     2e-24   7.8e-23   78.2   0.3    19   230    22   244     1   248 0.78 NZ_CP014529.1_105 # 98747 # 99751 # 1 # ID=1_105;partial=00;start_type=TTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.426
NZ_CP014529.1:77127-77996|+     -            290 18543                -            520   9.1e-23   78.0   0.0   1   1   3.1e-24   1.2e-22   77.5   0.0    22   229    22   232    14   239 0.83 NZ_CP014529.1_86 # 77127 # 77996 # 1 # ID=1_86;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.421
NZ_CP014529.1:2444332-2446086|+ -            585 18543                -            520   9.3e-23   77.9   0.3   1   1   3.5e-24   1.4e-22   77.4   0.3    24   224   367   565   363   575 0.87 NZ_CP014529.1_2391 # 2444332 # 2446086 # 1 # ID=1_2391;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.394
NZ_CP014529.1:624510-625595|+   -            362 18543                -            520   1.6e-22   77.1   0.1   1   1   6.2e-24   2.5e-22   76.6   0.1     7   224     5   217     2   243 0.88 NZ_CP014529.1_600 # 624510 # 625595 # 1 # ID=1_600;partial=00;start_type=GTG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.397
NZ_CP014529.1:593258-594163|-   -            302 18543                -            520   1.5e-21   73.9   1.9   1   1     2e-22   8.1e-21   71.6   1.9     9   233     5   217     2   240 0.86 NZ_CP014529.1_567 # 593258 # 594163 # -1 # ID=1_567;partial=00;start_type=TTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.401
NZ_CP014529.1:1111897-1112583|+ -            229 18543                -            520   1.7e-21   73.8   1.6   1   1   7.2e-23   2.9e-21   73.0   1.6     8   222     2   216     1   221 0.90 NZ_CP014529.1_1090 # 1111897 # 1112583 # 1 # ID=1_1090;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.419
NZ_CP014529.1:115911-116666|+   -            252 18543                -            520   2.1e-21   73.5   4.0   1   1   6.2e-23   2.5e-21   73.3   4.0     8   229     2   222     1   237 0.90 NZ_CP014529.1_118 # 115911 # 116666 # 1 # ID=1_118;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.362
NZ_CP014529.1:989934-991868|-   -            645 18543                -            520   2.3e-21   73.3   0.5   1   4   3.6e-10   1.4e-08   31.1   0.2     8    67     4    63     1    68 0.92 NZ_CP014529.1_964 # 989934 # 991868 # -1 # ID=1_964;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.403
NZ_CP014529.1:989934-991868|-   -            645 18543                -            520   2.3e-21   73.3   0.5   2   4   3.6e-05    0.0014   14.6   0.0   402   461   162   218   138   238 0.79 NZ_CP014529.1_964 # 989934 # 991868 # -1 # ID=1_964;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.403
NZ_CP014529.1:989934-991868|-   -            645 18543                -            520   2.3e-21   73.3   0.5   3   4   2.9e-05    0.0011   15.0   0.0     6    51   327   372   323   388 0.85 NZ_CP014529.1_964 # 989934 # 991868 # -1 # ID=1_964;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.403
NZ_CP014529.1:989934-991868|-   -            645 18543                -            520   2.3e-21   73.3   0.5   4   4    0.0051       0.2    7.5   0.0   401   461   442   499   432   552 0.81 NZ_CP014529.1_964 # 989934 # 991868 # -1 # ID=1_964;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.403
NZ_CP014529.1:2677330-2679072|- -            581 18543                -            520   4.1e-21   72.5   0.2   1   1   1.5e-22   5.8e-21   72.0   0.2     6   224   328   545   325   555 0.86 NZ_CP014529.1_2585 # 2677330 # 2679072 # -1 # ID=1_2585;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.336
NZ_CP014529.1:435345-436091|+   -            249 18543                -            520   8.2e-21   71.5   0.2   1   1   2.4e-22   9.4e-21   71.3   0.2     8   230     6   224     1   241 0.85 NZ_CP014529.1_423 # 435345 # 436091 # 1 # ID=1_423;partial=00;start_type=TTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.386
NZ_CP014529.1:914298-914960|-   -            221 18543                -            520   5.9e-20   68.7   0.3   1   1   1.8e-21   7.3e-20   68.4   0.3    24   208    20   203    15   218 0.89 NZ_CP014529.1_897 # 914298 # 914960 # -1 # ID=1_897;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.380
NZ_CP014529.1:76312-77151|+     -            280 18543                -            520   6.8e-20   68.5   0.1   1   1     2e-21     8e-20   68.3   0.1    22   231    22   228     2   267 0.80 NZ_CP014529.1_85 # 76312 # 77151 # 1 # ID=1_85;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.413
NZ_CP014529.1:2010271-2012157|- -            629 18543                -            520   9.1e-20   68.1   0.2   1   4   4.3e-05    0.0017   14.4   0.1    10    57     7    54     3   117 0.83 NZ_CP014529.1_1966 # 2010271 # 2012157 # -1 # ID=1_1966;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.387
NZ_CP014529.1:2010271-2012157|- -            629 18543                -            520   9.1e-20   68.1   0.2   2   4   1.1e-06   4.4e-05   19.6   0.0   384   474   143   228   114   240 0.74 NZ_CP014529.1_1966 # 2010271 # 2012157 # -1 # ID=1_1966;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.387
NZ_CP014529.1:2010271-2012157|- -            629 18543                -            520   9.1e-20   68.1   0.2   3   4     1e-06     4e-05   19.8   0.1    12    80   327   394   317   398 0.77 NZ_CP014529.1_1966 # 2010271 # 2012157 # -1 # ID=1_1966;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.387
NZ_CP014529.1:2010271-2012157|- -            629 18543                -            520   9.1e-20   68.1   0.2   4   4    0.0018     0.072    9.0   0.0   141   216   442   514   434   532 0.78 NZ_CP014529.1_1966 # 2010271 # 2012157 # -1 # ID=1_1966;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.387
NZ_CP014529.1:2565021-2565701|- -            227 18543                -            520   1.4e-19   67.5   0.0   1   1   4.1e-21   1.6e-19   67.3   0.0     8   214     4   209     1   218 0.86 NZ_CP014529.1_2478 # 2565021 # 2565701 # -1 # ID=1_2478;partial=00;start_type=GTG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.404
NZ_CP014529.1:2719916-2720722|+ -            269 18543                -            520   1.5e-19   67.4   1.1   1   1   4.1e-21   1.6e-19   67.3   1.1    11   235     8   242     1   265 0.81 NZ_CP014529.1_2619 # 2719916 # 2720722 # 1 # ID=1_2619;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.431
NZ_CP014529.1:2234650-2235870|- -            407 18543                -            520   1.8e-19   67.1   1.3   1   2   1.3e-13   5.2e-12   42.5   0.2    19    70    39    90    28    98 0.91 NZ_CP014529.1_2168 # 2234650 # 2235870 # -1 # ID=1_2168;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.364
NZ_CP014529.1:2234650-2235870|- -            407 18543                -            520   1.8e-19   67.1   1.3   2   2   7.3e-08   2.9e-06   23.5   0.1   378   494   122   237   104   260 0.80 NZ_CP014529.1_2168 # 2234650 # 2235870 # -1 # ID=1_2168;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.364
NZ_CP014529.1:876084-877154|+   -            357 18543                -            520   4.5e-19   65.8   2.5   1   1   1.6e-20   6.3e-19   65.3   2.5     9   224     6   236     2   244 0.78 NZ_CP014529.1_864 # 876084 # 877154 # 1 # ID=1_864;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.422
NZ_CP014529.1:877144-878097|+   -            318 18543                -            520   1.3e-18   64.3   0.3   1   2   8.3e-20   3.3e-18   62.9   0.2    19   222    22   231     3   242 0.83 NZ_CP014529.1_865 # 877144 # 878097 # 1 # ID=1_865;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.389
NZ_CP014529.1:877144-878097|+   -            318 18543                -            520   1.3e-18   64.3   0.3   2   2       4.1   1.6e+02   -2.0   0.0   392   430   279   317   276   317 0.91 NZ_CP014529.1_865 # 877144 # 878097 # 1 # ID=1_865;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.389
NZ_CP014529.1:536572-537210|+   -            213 18543                -            520   1.3e-18   64.3   0.1   1   1   3.9e-20   1.6e-18   64.0   0.1    31   202    28   199    16   209 0.88 NZ_CP014529.1_514 # 536572 # 537210 # 1 # ID=1_514;partial=00;start_type=TTG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.355
NZ_CP014529.1:889014-890123|-   -            370 18543                -            520   1.6e-18   63.9   0.2   1   1   1.5e-19     6e-18   62.1   0.3    10   224     6   219     1   236 0.84 NZ_CP014529.1_876 # 889014 # 890123 # -1 # ID=1_876;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.396
NZ_CP014529.1:1424505-1425311|+ -            269 18543                -            520   2.2e-18   63.5   0.2   1   1   6.8e-20   2.7e-18   63.2   0.2    13   230     9   227     3   243 0.87 NZ_CP014529.1_1403 # 1424505 # 1425311 # 1 # ID=1_1403;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.385
NZ_CP014529.1:970887-972647|+   -            587 18543                -            520   3.1e-18   63.0   0.6   1   1   1.2e-19   4.6e-18   62.5   0.6    24   224   362   560   357   569 0.89 NZ_CP014529.1_947 # 970887 # 972647 # 1 # ID=1_947;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.400
NZ_CP014529.1:823992-825629|+   -            546 18543                -            520   6.1e-18   62.1   0.0   1   1   2.3e-19     9e-18   61.5   0.0    24   226   320   520   301   533 0.83 NZ_CP014529.1_815 # 823992 # 825629 # 1 # ID=1_815;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.401
NZ_CP014529.1:2679056-2680810|- -            585 18543                -            520   7.6e-18   61.7   0.5   1   1     3e-19   1.2e-17   61.1   0.5    15   228   343   554   330   566 0.79 NZ_CP014529.1_2586 # 2679056 # 2680810 # -1 # ID=1_2586;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.318
NZ_CP014529.1:1119010-1119768|+ -            253 18543                -            520   1.3e-17   61.0   0.0   1   1   4.4e-19   1.7e-17   60.6   0.0     6   230     4   234     1   251 0.76 NZ_CP014529.1_1097 # 1119010 # 1119768 # 1 # ID=1_1097;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.381
NZ_CP014529.1:2499279-2501048|- -            590 18543                -            520   2.7e-17   59.9   2.2   1   1     1e-18     4e-17   59.4   2.2    25   223   368   564   359   574 0.85 NZ_CP014529.1_2429 # 2499279 # 2501048 # -1 # ID=1_2429;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.385
