#                                                                                                 --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                             accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                     ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
tig00000001_pilon_pilon:1251048-1251917|- -            290 23202                -            289  2.6e-142  470.9   7.8   1   1  1.1e-144  2.9e-142  470.7   7.8     1   289     1   289     1   289 1.00 tig00000001_pilon_pilon_1168 # 1251048 # 1251917 # -1 # ID=1_1168;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.410
tig00000001_pilon_pilon:30804-31613|+     -            270 23202                -            289   3.7e-28   96.2   0.1   1   2   2.3e-15   5.9e-13   46.3   0.1     3   110     4   113     2   121 0.89 tig00000001_pilon_pilon_21 # 30804 # 31613 # 1 # ID=1_21;partial=00;start_type=TTG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.385
tig00000001_pilon_pilon:30804-31613|+     -            270 23202                -            289   3.7e-28   96.2   0.1   2   2   6.3e-16   1.6e-13   48.2   0.0   202   284   183   266   154   269 0.87 tig00000001_pilon_pilon_21 # 30804 # 31613 # 1 # ID=1_21;partial=00;start_type=TTG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.385
tig00000001_pilon_pilon:1998046-1998819|- -            258 23202                -            289   6.9e-26   88.8   0.1   1   2     2e-15   5.1e-13   46.5   0.2     8   133    11   134     6   145 0.93 tig00000001_pilon_pilon_1901 # 1998046 # 1998819 # -1 # ID=1_1901;partial=00;start_type=GTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.390
tig00000001_pilon_pilon:1998046-1998819|- -            258 23202                -            289   6.9e-26   88.8   0.1   2   2   1.6e-13     4e-11   40.3   0.0   193   281   163   251   149   254 0.91 tig00000001_pilon_pilon_1901 # 1998046 # 1998819 # -1 # ID=1_1901;partial=00;start_type=GTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.390
tig00000001_pilon_pilon:852984-855275|+   -            764 23202                -            289    0.0028   14.6   2.4   1   4      0.83   2.1e+02   -1.5   0.0     4    21   212   229   210   242 0.88 tig00000001_pilon_pilon_794 # 852984 # 855275 # 1 # ID=1_794;partial=00;start_type=ATG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.439
tig00000001_pilon_pilon:852984-855275|+   -            764 23202                -            289    0.0028   14.6   2.4   2   4      0.86   2.2e+02   -1.5   0.0   154   174   238   258   221   272 0.77 tig00000001_pilon_pilon_794 # 852984 # 855275 # 1 # ID=1_794;partial=00;start_type=ATG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.439
tig00000001_pilon_pilon:852984-855275|+   -            764 23202                -            289    0.0028   14.6   2.4   3   4     0.006       1.6    5.6   0.0    24    58   402   436   399   457 0.89 tig00000001_pilon_pilon_794 # 852984 # 855275 # 1 # ID=1_794;partial=00;start_type=ATG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.439
tig00000001_pilon_pilon:852984-855275|+   -            764 23202                -            289    0.0028   14.6   2.4   4   4    0.0037      0.95    6.3   0.3   232   272   489   531   477   549 0.79 tig00000001_pilon_pilon_794 # 852984 # 855275 # 1 # ID=1_794;partial=00;start_type=ATG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.439
tig00000001_pilon_pilon:1874926-1877112|+ -            729 23202                -            289    0.0041   14.0   2.3   1   2    0.0017      0.44    7.4   0.1    18    60   549   591   543   598 0.87 tig00000001_pilon_pilon_1783 # 1874926 # 1877112 # 1 # ID=1_1783;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.416
tig00000001_pilon_pilon:1874926-1877112|+ -            729 23202                -            289    0.0041   14.0   2.3   2   2    0.0051       1.3    5.8   0.5   227   266   612   651   602   669 0.78 tig00000001_pilon_pilon_1783 # 1874926 # 1877112 # 1 # ID=1_1783;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.416
tig00000001_pilon_pilon:2713260-2715926|- -            889 23202                -            289     0.011   12.6   3.7   1   2     0.029       7.4    3.3   0.1    24    58   537   571   530   611 0.83 tig00000001_pilon_pilon_2605 # 2713260 # 2715926 # -1 # ID=1_2605;partial=00;start_type=TTG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.408
tig00000001_pilon_pilon:2713260-2715926|- -            889 23202                -            289     0.011   12.6   3.7   2   2   0.00053      0.14    9.0   0.9   235   278   627   671   616   682 0.85 tig00000001_pilon_pilon_2605 # 2713260 # 2715926 # -1 # ID=1_2605;partial=00;start_type=TTG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.408
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /sw/data/local/BUSCO_Data/v5/lineages/enterococcaceae_odb12/hmms/23202at81852.hmm
# Target file:     /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_enterococcaceae_odb12/canu_pacbio_pilon_r2_enterococcaceae_odb12/prodigal_output/predicted_genes/predicted.faa
# Option settings: hmmsearch --domtblout /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_enterococcaceae_odb12/canu_pacbio_pilon_r2_enterococcaceae_odb12/run_enterococcaceae_odb12/hmmer_output/23202at81852.out --cpu 1 /sw/data/local/BUSCO_Data/v5/lineages/enterococcaceae_odb12/hmms/23202at81852.hmm /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_enterococcaceae_odb12/canu_pacbio_pilon_r2_enterococcaceae_odb12/prodigal_output/predicted_genes/predicted.faa 
# Current dir:     /gorilla/home/dich3309/rnaseq-tnseq-enterococcus-analysis/code
# Date:            Wed Apr 29 00:59:19 2026
# [ok]
