#                                                                                  --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name              accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#      ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
contig_1:1284321-1285769|- -            483 23003                -            483  5.7e-236  781.5  18.8   1   1  2.9e-238  6.3e-236  781.4  18.8     1   481     1   481     1   482 1.00 contig_1_1242 # 1284321 # 1285769 # -1 # ID=1_1242;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.369
contig_10:10643-11785|-    -            381 23003                -            483     7e-32  108.5   3.5   1   2       1.2   2.7e+02   -2.3   0.1     8    31    15    38    11    74 0.66 contig_10_15 # 10643 # 11785 # -1 # ID=2_15;partial=00;start_type=TTG;rbs_motif=GGxGG;rbs_spacer=11-12bp;gc_cont=0.413
contig_10:10643-11785|-    -            381 23003                -            483     7e-32  108.5   3.5   2   2   3.2e-34     7e-32  108.5   3.5   217   477   114   371    60   377 0.83 contig_10_15 # 10643 # 11785 # -1 # ID=2_15;partial=00;start_type=TTG;rbs_motif=GGxGG;rbs_spacer=11-12bp;gc_cont=0.413
contig_1:14186-15082|+     -            299 23003                -            483     2e-24   83.9   4.0   1   1   1.1e-26   2.3e-24   83.7   4.0   183   458     8   280     1   294 0.87 contig_1_18 # 14186 # 15082 # 1 # ID=1_18;partial=00;start_type=TTG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.398
contig_2:603837-604862|+   -            342 23003                -            483   3.7e-18   63.2   0.9   1   1   2.1e-20   4.6e-18   62.9   0.9   235   477    98   334    76   340 0.86 contig_2_565 # 603837 # 604862 # 1 # ID=5_565;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.376
contig_11:116424-117743|+  -            440 23003                -            483   1.7e-16   57.7  32.2   1   2    0.0059       1.3    5.4   5.3    10   144    14   145     4   148 0.64 contig_11_116 # 116424 # 117743 # 1 # ID=3_116;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.208
contig_11:116424-117743|+  -            440 23003                -            483   1.7e-16   57.7  32.2   2   2   2.4e-17   5.2e-15   52.8  30.5    79   401    55   375    39   429 0.69 contig_11_116 # 116424 # 117743 # 1 # ID=3_116;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.208
contig_1:684622-685407|-   -            262 23003                -            483   9.9e-11   38.7   1.2   1   2      0.28        62   -0.2   0.0   138   171     8    41     2    48 0.86 contig_1_649 # 684622 # 685407 # -1 # ID=1_649;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.373
contig_1:684622-685407|-   -            262 23003                -            483   9.9e-11   38.7   1.2   2   2   2.4e-12   5.2e-10   36.3   0.3   347   481   115   252   107   254 0.74 contig_1_649 # 684622 # 685407 # -1 # ID=1_649;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.373
contig_1:719108-720559|-   -            484 23003                -            483     5e-05   19.9  12.2   1   2   0.00043     0.093    9.1   7.4   109   248   109   257    31   268 0.49 contig_1_682 # 719108 # 720559 # -1 # ID=1_682;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.374
contig_1:719108-720559|-   -            484 23003                -            483     5e-05   19.9  12.2   2   2     4e-05    0.0088   12.5   0.1   377   475   369   471   362   477 0.79 contig_1_682 # 719108 # 720559 # -1 # ID=1_682;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.374
contig_1:685398-686270|-   -            291 23003                -            483   0.00068   16.2   1.3   1   1   4.1e-06   0.00089   15.8   1.3    15   197    24   200    10   257 0.68 contig_1_650 # 685398 # 686270 # -1 # ID=1_650;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.364
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /sw/data/local/BUSCO_Data/v5/lineages/enterococcaceae_odb12/hmms/23003at81852.hmm
# Target file:     /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_enterococcaceae_odb12/flye_pacbio_enterococcaceae_odb12/prodigal_output/predicted_genes/predicted.faa
# Option settings: hmmsearch --domtblout /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_enterococcaceae_odb12/flye_pacbio_enterococcaceae_odb12/run_enterococcaceae_odb12/hmmer_output/23003at81852.out --cpu 1 /sw/data/local/BUSCO_Data/v5/lineages/enterococcaceae_odb12/hmms/23003at81852.hmm /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_enterococcaceae_odb12/flye_pacbio_enterococcaceae_odb12/prodigal_output/predicted_genes/predicted.faa 
# Current dir:     /gorilla/home/dich3309/rnaseq-tnseq-enterococcus-analysis/code
# Date:            Tue Apr 28 22:19:19 2026
# [ok]
