#                                                                                  --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name              accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#      ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
contig_2:734448-735317|-   -            290 23202                -            289  2.5e-142  470.9   7.8   1   1  1.1e-144  2.8e-142  470.7   7.8     1   289     1   289     1   289 1.00 contig_2_685 # 734448 # 735317 # -1 # ID=5_685;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.410
contig_2:336384-338675|+   -            764 23202                -            289    0.0027   14.6   2.4   1   4      0.83   2.1e+02   -1.5   0.0     4    21   212   229   210   242 0.88 contig_2_312 # 336384 # 338675 # 1 # ID=5_312;partial=00;start_type=ATG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.439
contig_2:336384-338675|+   -            764 23202                -            289    0.0027   14.6   2.4   2   4      0.86   2.2e+02   -1.5   0.0   154   174   238   258   221   272 0.77 contig_2_312 # 336384 # 338675 # 1 # ID=5_312;partial=00;start_type=ATG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.439
contig_2:336384-338675|+   -            764 23202                -            289    0.0027   14.6   2.4   3   4     0.006       1.5    5.6   0.0    24    58   402   436   399   457 0.89 contig_2_312 # 336384 # 338675 # 1 # ID=5_312;partial=00;start_type=ATG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.439
contig_2:336384-338675|+   -            764 23202                -            289    0.0027   14.6   2.4   4   4    0.0037      0.93    6.3   0.3   232   272   489   531   477   549 0.79 contig_2_312 # 336384 # 338675 # 1 # ID=5_312;partial=00;start_type=ATG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.439
contig_2:1358324-1360510|+ -            729 23202                -            289     0.004   14.0   2.3   1   2    0.0017      0.43    7.4   0.1    18    60   549   591   543   598 0.87 contig_2_1300 # 1358324 # 1360510 # 1 # ID=5_1300;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.416
contig_2:1358324-1360510|+ -            729 23202                -            289     0.004   14.0   2.3   2   2    0.0051       1.3    5.8   0.5   227   266   612   651   602   669 0.78 contig_2_1300 # 1358324 # 1360510 # 1 # ID=5_1300;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.416
contig_1:569856-572522|+   -            889 23202                -            289     0.011   12.6   3.7   1   2     0.029       7.3    3.3   0.1    24    58   537   571   530   611 0.83 contig_1_539 # 569856 # 572522 # 1 # ID=1_539;partial=00;start_type=TTG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.408
contig_1:569856-572522|+   -            889 23202                -            289     0.011   12.6   3.7   2   2   0.00053      0.13    9.0   0.9   235   278   627   671   616   682 0.85 contig_1_539 # 569856 # 572522 # 1 # ID=1_539;partial=00;start_type=TTG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.408
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /sw/data/local/BUSCO_Data/v5/lineages/enterococcaceae_odb12/hmms/23202at81852.hmm
# Target file:     /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_enterococcaceae_odb12/flye_pacbio_enterococcaceae_odb12/prodigal_output/predicted_genes/predicted.faa
# Option settings: hmmsearch --domtblout /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_enterococcaceae_odb12/flye_pacbio_enterococcaceae_odb12/run_enterococcaceae_odb12/hmmer_output/23202at81852.out --cpu 1 /sw/data/local/BUSCO_Data/v5/lineages/enterococcaceae_odb12/hmms/23202at81852.hmm /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_enterococcaceae_odb12/flye_pacbio_enterococcaceae_odb12/prodigal_output/predicted_genes/predicted.faa 
# Current dir:     /gorilla/home/dich3309/rnaseq-tnseq-enterococcus-analysis/code
# Date:            Tue Apr 28 22:19:19 2026
# [ok]
