#                                                                                     --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                 accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#         ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
tig00000001:1907337-1909073|- -            579 1614                 -            563  9.7e-216  715.1  16.0   1   1  6.7e-218  1.2e-215  714.9  16.0     9   562    10   577     2   578 0.94 tig00000001_1826 # 1907337 # 1909073 # -1 # ID=1_1826;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.408
tig00000001:505683-506579|-   -            299 1614                 -            563   4.4e-23   79.1   2.7   1   2      0.25        44   -0.1   0.2    13   238     6    79     1    89 0.38 tig00000001_477 # 505683 # 506579 # -1 # ID=1_477;partial=00;start_type=TTG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.398
tig00000001:505683-506579|-   -            299 1614                 -            563   4.4e-23   79.1   2.7   2   2   2.5e-25   4.4e-23   79.1   2.7   350   545    87   281    73   295 0.87 tig00000001_477 # 505683 # 506579 # -1 # ID=1_477;partial=00;start_type=TTG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.398
tig00000005:36816-37181|+     -            122 1614                 -            563   1.3e-22   77.5   0.0   1   1   8.3e-25   1.4e-22   77.4   0.0   454   562     4   111     1   112 0.91 tig00000005_47 # 36816 # 37181 # 1 # ID=5_47;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.470
tig00000002:119752-121071|-   -            440 1614                 -            563     3e-16   56.5  12.8   1   3      0.73   1.3e+02   -1.6   3.8   154   221     9    76     2    98 0.59 tig00000002_119 # 119752 # 121071 # -1 # ID=2_119;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.208
tig00000002:119752-121071|-   -            440 1614                 -            563     3e-16   56.5  12.8   2   3    0.0017      0.29    7.1   9.3   144   232   128   217    41   225 0.62 tig00000002_119 # 119752 # 121071 # -1 # ID=2_119;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.208
tig00000002:119752-121071|-   -            440 1614                 -            563     3e-16   56.5  12.8   3   3   1.7e-18     3e-16   56.5  12.8   336   483   224   369   212   416 0.90 tig00000002_119 # 119752 # 121071 # -1 # ID=2_119;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.208
tig00000005:35356-36813|+     -            486 1614                 -            563   1.7e-10   37.5   0.3   1   3      0.28        49   -0.3   0.4   139   175   227   263   209   295 0.56 tig00000005_46 # 35356 # 36813 # 1 # ID=5_46;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.401
tig00000005:35356-36813|+     -            486 1614                 -            563   1.7e-10   37.5   0.3   2   3     0.017         3    3.7   1.9   160   238   302   377   288   379 0.79 tig00000005_46 # 35356 # 36813 # 1 # ID=5_46;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.401
tig00000005:35356-36813|+     -            486 1614                 -            563   1.7e-10   37.5   0.3   3   3     1e-12   1.7e-10   37.5   0.3   341   434   376   471   371   482 0.86 tig00000005_46 # 35356 # 36813 # 1 # ID=5_46;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.401
tig00000001:1999950-2000840|+ -            297 1614                 -            563   3.9e-09   33.1   4.5   1   2   6.6e-07   0.00011   18.3   3.0    37   239    48   255     2   258 0.72 tig00000001_1920 # 1999950 # 2000840 # 1 # ID=1_1920;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.383
tig00000001:1999950-2000840|+ -            297 1614                 -            563   3.9e-09   33.1   4.5   2   2   1.7e-06    0.0003   17.0   0.0   336   369   248   281   247   292 0.88 tig00000001_1920 # 1999950 # 2000840 # 1 # ID=1_1920;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.383
tig00000001:2206530-2208266|- -            579 1614                 -            563   2.5e-07   27.1  17.7   1   3      0.53        92   -1.2   0.3    49    53    52    56     3   112 0.49 tig00000001_2130 # 2206530 # 2208266 # -1 # ID=1_2130;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.378
tig00000001:2206530-2208266|- -            579 1614                 -            563   2.5e-07   27.1  17.7   2   3   3.9e-06   0.00067   15.8   3.1    77   242   203   374   145   384 0.67 tig00000001_2130 # 2206530 # 2208266 # -1 # ID=1_2130;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.378
tig00000001:2206530-2208266|- -            579 1614                 -            563   2.5e-07   27.1  17.7   3   3   3.2e-07   5.6e-05   19.4   1.7   414   562   433   568   394   569 0.77 tig00000001_2130 # 2206530 # 2208266 # -1 # ID=1_2130;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.378
tig00000001:2600301-2601086|+ -            262 1614                 -            563   9.7e-07   25.2   3.3   1   2      0.21        37    0.1   0.6   219   268    34    85    29   108 0.66 tig00000001_2519 # 2600301 # 2601086 # 1 # ID=1_2519;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.372
tig00000001:2600301-2601086|+ -            262 1614                 -            563   9.7e-07   25.2   3.3   2   2   5.6e-09   9.7e-07   25.2   3.3   448   563   132   248    77   248 0.79 tig00000001_2519 # 2600301 # 2601086 # 1 # ID=1_2519;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.372
tig00000001:94236-95303|-     -            356 1614                 -            563   5.4e-05   19.4   8.8   1   2   1.7e-06    0.0003   17.0   3.5   396   505   199   312   195   315 0.72 tig00000001_85 # 94236 # 95303 # -1 # ID=1_85;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.376
tig00000001:94236-95303|-     -            356 1614                 -            563   5.4e-05   19.4   8.8   2   2    0.0065       1.1    5.1   0.4   528   562   317   351   309   352 0.89 tig00000001_85 # 94236 # 95303 # -1 # ID=1_85;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.376
tig00000001:789885-791993|+   -            703 1614                 -            563   0.00094   15.3   1.6   1   2   6.3e-06    0.0011   15.1   0.2   459   511    25    75    10    81 0.90 tig00000001_739 # 789885 # 791993 # 1 # ID=1_739;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.409
tig00000001:789885-791993|+   -            703 1614                 -            563   0.00094   15.3   1.6   2   2       2.5   4.3e+02   -3.4   0.1   192   219   294   321   289   334 0.56 tig00000001_739 # 789885 # 791993 # 1 # ID=1_739;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.409
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /sw/data/local/BUSCO_Data/v5/lineages/enterococcaceae_odb12/hmms/1614at81852.hmm
# Target file:     /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_enterococcaceae_odb12/canu_pacbio_enterococcaceae_odb12/prodigal_output/predicted_genes/predicted.faa
# Option settings: hmmsearch --domtblout /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_enterococcaceae_odb12/canu_pacbio_enterococcaceae_odb12/run_enterococcaceae_odb12/hmmer_output/1614at81852.out --cpu 1 /sw/data/local/BUSCO_Data/v5/lineages/enterococcaceae_odb12/hmms/1614at81852.hmm /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_enterococcaceae_odb12/canu_pacbio_enterococcaceae_odb12/prodigal_output/predicted_genes/predicted.faa 
# Current dir:     /gorilla/home/dich3309/rnaseq-tnseq-enterococcus-analysis/code
# Date:            Tue Apr 28 22:15:12 2026
# [ok]
