#                                                                                                           --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                       accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                               ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NODE_1_length_385945_cov_86.278628:328466-329095|+  -            210 9812943              -            178   1.7e-46  155.9   0.0   1   1   1.6e-48   2.2e-46  155.5   0.0     2   167    14   195    13   205 0.88 NODE_1_length_385945_cov_86.278628_329 # 328466 # 329095 # 1 # ID=1_329;partial=00;start_type=TTG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.411
NODE_1_length_385945_cov_86.278628:241464-242348|+  -            295 9812943              -            178    0.0041   14.6   0.3   2   2     0.093        13    3.2   0.1    87   172    71   155    66   161 0.68 NODE_1_length_385945_cov_86.278628_251 # 241464 # 242348 # 1 # ID=1_251;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.407
NODE_17_length_58686_cov_60.941844:53479-54180|+    -            234 9812943              -            178    0.0048   14.4   0.7   1   2   0.00013     0.018   12.5   0.3     1    23     1    23     1    27 0.90 NODE_17_length_58686_cov_60.941844_52 # 53479 # 54180 # 1 # ID=17_52;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.376
NODE_17_length_58686_cov_60.941844:53479-54180|+    -            234 9812943              -            178    0.0048   14.4   0.7   2   2       1.7   2.4e+02   -0.9   0.0   111   133   124   146   120   155 0.85 NODE_17_length_58686_cov_60.941844_52 # 53479 # 54180 # 1 # ID=17_52;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.376
NODE_12_length_96937_cov_75.325559:54458-55165|-    -            236 9812943              -            178    0.0053   14.2   0.4   1   2   0.00017     0.024   12.1   0.1     4    23     2    21     1    25 0.89 NODE_12_length_96937_cov_75.325559_50 # 54458 # 55165 # -1 # ID=12_50;partial=00;start_type=GTG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.384
NODE_12_length_96937_cov_75.325559:54458-55165|-    -            236 9812943              -            178    0.0053   14.2   0.4   2   2       1.5   2.1e+02   -0.7   0.0   112   133   123   144   118   153 0.83 NODE_12_length_96937_cov_75.325559_50 # 54458 # 55165 # -1 # ID=12_50;partial=00;start_type=GTG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.384
NODE_18_length_58283_cov_66.770060:25856-27790|+    -            645 9812943              -            178    0.0055   14.2   1.0   1   3    0.0036       0.5    7.8   0.0     3    39    31    65    30    99 0.87 NODE_18_length_58283_cov_66.770060_34 # 25856 # 27790 # 1 # ID=18_34;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.402
NODE_18_length_58283_cov_66.770060:25856-27790|+    -            645 9812943              -            178    0.0055   14.2   1.0   2   3       1.3   1.9e+02   -0.6   0.1    31    67   224   260   217   296 0.79 NODE_18_length_58283_cov_66.770060_34 # 25856 # 27790 # 1 # ID=18_34;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.402
NODE_18_length_58283_cov_66.770060:25856-27790|+    -            645 9812943              -            178    0.0055   14.2   1.0   3   3      0.13        18    2.8   0.0     4    22   357   375   355   383 0.80 NODE_18_length_58283_cov_66.770060_34 # 25856 # 27790 # 1 # ID=18_34;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.402
NODE_13_length_81038_cov_67.502957:19950-21428|-    -            493 9812943              -            178    0.0068   13.9   7.4   1   2    0.0033      0.47    7.9   0.0     3    22    33    52    32    69 0.88 NODE_13_length_81038_cov_67.502957_24 # 19950 # 21428 # -1 # ID=13_24;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.389
NODE_13_length_81038_cov_67.502957:19950-21428|-    -            493 9812943              -            178    0.0068   13.9   7.4   2   2    0.0011      0.16    9.4   0.0     2    42   324   364   323   388 0.85 NODE_13_length_81038_cov_67.502957_24 # 19950 # 21428 # -1 # ID=13_24;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.389
NODE_8_length_133129_cov_72.724935:60180-62948|-    -            923 9812943              -            178    0.0074   13.8   0.0   1   2     0.092        13    3.2   0.0     4    21   133   149   131   159 0.81 NODE_8_length_133129_cov_72.724935_56 # 60180 # 62948 # -1 # ID=8_56;partial=00;start_type=TTG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.377
NODE_8_length_133129_cov_72.724935:60180-62948|-    -            923 9812943              -            178    0.0074   13.8   0.0   2   2    0.0046      0.64    7.4   0.0    22    62   373   411   368   428 0.87 NODE_8_length_133129_cov_72.724935_56 # 60180 # 62948 # -1 # ID=8_56;partial=00;start_type=TTG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.377
NODE_19_length_43876_cov_94.008302:7659-8312|-      -            218 9812943              -            178    0.0095   13.4   0.1   1   2   0.00047     0.066   10.7   0.0     4    23     2    21     1    29 0.89 NODE_19_length_43876_cov_94.008302_9 # 7659 # 8312 # -1 # ID=19_9;partial=00;start_type=GTG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.373
NODE_19_length_43876_cov_94.008302:7659-8312|-      -            218 9812943              -            178    0.0095   13.4   0.1   2   2      0.75   1.1e+02    0.2   0.0   100   133   111   144    64   151 0.84 NODE_19_length_43876_cov_94.008302_9 # 7659 # 8312 # -1 # ID=19_9;partial=00;start_type=GTG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.373
NODE_3_length_223274_cov_181.317177:129703-131727|+ -            675 9812943              -            178     0.019   12.4   0.5   1   2   0.00067     0.094   10.2   0.0     5    25   271   291   268   316 0.88 NODE_3_length_223274_cov_181.317177_125 # 129703 # 131727 # 1 # ID=3_125;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.384
NODE_3_length_223274_cov_181.317177:129703-131727|+ -            675 9812943              -            178     0.019   12.4   0.5   2   2       3.3   4.6e+02   -1.9   0.1   123   147   562   586   557   590 0.85 NODE_3_length_223274_cov_181.317177_125 # 129703 # 131727 # 1 # ID=3_125;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.384
NODE_24_length_31976_cov_58.492972:11581-13335|+    -            585 9812943              -            178     0.021   12.3   0.2   1   1   0.00034     0.048   11.1   0.2     3    27   363   385   361   393 0.76 NODE_24_length_31976_cov_58.492972_14 # 11581 # 13335 # 1 # ID=24_14;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.318
NODE_12_length_96937_cov_75.325559:77682-78434|-    -            251 9812943              -            178     0.022   12.2   0.1   1   1    0.0003     0.041   11.3   0.1     4    23    38    57    36    63 0.88 NODE_12_length_96937_cov_75.325559_69 # 77682 # 78434 # -1 # ID=12_69;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.394
NODE_9_length_122393_cov_64.141746:57284-59170|+    -            629 9812943              -            178     0.028   11.9   9.8   1   3     0.023       3.2    5.2   0.3     3    30    32    57    30    63 0.81 NODE_9_length_122393_cov_64.141746_51 # 57284 # 59170 # 1 # ID=9_51;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.387
NODE_9_length_122393_cov_64.141746:57284-59170|+    -            629 9812943              -            178     0.028   11.9   9.8   2   3       1.7   2.3e+02   -0.9   1.3   118   151   256   289   252   302 0.85 NODE_9_length_122393_cov_64.141746_51 # 57284 # 59170 # 1 # ID=9_51;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.387
NODE_9_length_122393_cov_64.141746:57284-59170|+    -            629 9812943              -            178     0.028   11.9   9.8   3   3   0.00039     0.054   10.9   0.1     3    23   350   370   349   376 0.87 NODE_9_length_122393_cov_64.141746_51 # 57284 # 59170 # 1 # ID=9_51;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.387
NODE_4_length_193524_cov_77.069373:63757-65340|-    -            528 9812943              -            178      0.04   11.4   2.0   1   2     0.016       2.2    5.7   0.6     3    35    30    60    29    69 0.81 NODE_4_length_193524_cov_77.069373_50 # 63757 # 65340 # -1 # ID=4_50;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.451
NODE_4_length_193524_cov_77.069373:63757-65340|-    -            528 9812943              -            178      0.04   11.4   2.0   2   2     0.075        11    3.5   0.0     4    21   356   373   355   377 0.85 NODE_4_length_193524_cov_77.069373_50 # 63757 # 65340 # -1 # ID=4_50;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.451
NODE_18_length_58283_cov_66.770060:39763-40992|-    -            410 9812943              -            178      0.04   11.3   2.5   1   3       4.4   6.2e+02   -2.3   0.0   149   166    68    84    54   111 0.61 NODE_18_length_58283_cov_66.770060_44 # 39763 # 40992 # -1 # ID=18_44;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.415
NODE_18_length_58283_cov_66.770060:39763-40992|-    -            410 9812943              -            178      0.04   11.3   2.5   2   3       1.2   1.7e+02   -0.5   0.3    57    79   156   177   153   192 0.75 NODE_18_length_58283_cov_66.770060_44 # 39763 # 40992 # -1 # ID=18_44;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.415
NODE_18_length_58283_cov_66.770060:39763-40992|-    -            410 9812943              -            178      0.04   11.3   2.5   3   3   0.00072       0.1   10.0   0.0     3    34   195   224   193   229 0.86 NODE_18_length_58283_cov_66.770060_44 # 39763 # 40992 # -1 # ID=18_44;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.415
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /sw/data/local/BUSCO_Data/v5/lineages/bacteria_odb12/hmms/9812943at2.hmm
# Target file:     /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_auto_lineage/spades_scaffolds_auto/prodigal_output/predicted_genes/predicted.faa
# Option settings: hmmsearch --domtblout /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_auto_lineage/spades_scaffolds_auto/auto_lineage/run_bacteria_odb12/hmmer_output/9812943at2.out --cpu 1 /sw/data/local/BUSCO_Data/v5/lineages/bacteria_odb12/hmms/9812943at2.hmm /home/dich3309/rnaseq-tnseq-enterococcus-analysis/analyses/03_assembly_evaluation/busco_auto_lineage/spades_scaffolds_auto/prodigal_output/predicted_genes/predicted.faa 
# Current dir:     /gorilla/home/dich3309/rnaseq-tnseq-enterococcus-analysis/code
# Date:            Wed Apr 22 11:39:34 2026
# [ok]
